result_id,record_type,source_file,formation,grade3_flag,bond_count,eiketsu_ids,eiketsu_names,bond_ids,bond_names,生命,気合,腕力,耐久力,器用さ,知力,魅力,土属性,水属性,火属性,風属性,stat_status,stat_note,calc_source,calc_formula,duplicate_key,calc_warning,calc_filled_at_step,総合値,total_score,top300_source_file
step104_pair_方円_6_0001031,RULE104_FISH_HOEN_PAIR_RESULT,step104_pair_generated_from_step103,方円,通常,6,今川氏真|大内義隆|納涼忍お綾|堀秀政|尼子晴久|細川藤孝(立役),今川氏真|大内義隆|納涼忍お綾|堀秀政|尼子晴久|細川藤孝(立役),才腕の絆|文明開化|技巧伝承|多芸多才|文化人の絆|山紫水明,才腕の絆|文明開化|技巧伝承|多芸多才|文化人の絆|山紫水明,8574,0,79,56,507,343,293,634,632,663,712,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||6||今川氏真|大内義隆|納涼忍お綾|堀秀政|尼子晴久|細川藤孝(立役)||2-3-4:才腕の絆|2-3-4:文明開化|2-3-4:技巧伝承|2-3-4:多芸多才|6-1-2:文化人の絆|6-1-2:山紫水明,fallback_hero_stats:尼子晴久,step171_new_formula_rebuild,12493,12493,jinpo_result_db_6.csv
step104_pair_方円_6_0001032,RULE104_FISH_HOEN_PAIR_RESULT,step104_pair_generated_from_step103,方円,通常,6,今川氏真|大内義隆|納涼忍お綾|堀秀政|小田氏治|細川藤孝(立役),今川氏真|大内義隆|納涼忍お綾|堀秀政|小田氏治|細川藤孝(立役),才腕の絆|文明開化|技巧伝承|多芸多才|文化人の絆|山紫水明,才腕の絆|文明開化|技巧伝承|多芸多才|文化人の絆|山紫水明,8489,0,72,57,451,328,282,632,651,651,672,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||6||今川氏真|大内義隆|納涼忍お綾|堀秀政|小田氏治|細川藤孝(立役)||2-3-4:才腕の絆|2-3-4:文明開化|2-3-4:技巧伝承|2-3-4:多芸多才|6-1-2:文化人の絆|6-1-2:山紫水明,fallback_hero_stats:小田氏治,step171_new_formula_rebuild,12285,12285,jinpo_result_db_6.csv
step104_pair_方円_6_0002689,RULE104_FISH_HOEN_PAIR_RESULT,step104_pair_generated_from_step103,方円,通常,6,羽柴秀吉(涼)|納涼忍お綾|堀秀政|大内義隆|今川氏真|細川藤孝(立役),羽柴秀吉(涼)|納涼忍お綾|堀秀政|大内義隆|今川氏真|細川藤孝(立役),才腕の絆|文明開化|技巧伝承|多芸多才|文化人の絆|山紫水明,才腕の絆|文明開化|技巧伝承|多芸多才|文化人の絆|山紫水明,8645,0,75,56,460,315,293,584,597,605,629,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||6||羽柴秀吉(涼)|納涼忍お綾|堀秀政|大内義隆|今川氏真|細川藤孝(立役)||2-3-4:才腕の絆|2-3-4:文明開化|2-3-4:技巧伝承|2-3-4:多芸多才|4-5-6:文化人の絆|4-5-6:山紫水明,fallback_hero_stats:羽柴秀吉(涼),step171_new_formula_rebuild,12259,12259,jinpo_result_db_6.csv
step104_pair_方円_6_0004923,RULE104_FISH_HOEN_PAIR_RESULT,step104_pair_generated_from_step103,方円,通常,6,織田信長(特別)|魔女ルシア|大内義隆|細川藤孝(立役)|朝比奈泰朝|後藤又兵衛,織田信長(特別)|魔女ルシア|大内義隆|細川藤孝(立役)|朝比奈泰朝|後藤又兵衛,文化人の絆|文明開化|技巧伝承|山紫水明|泰然自若|流行創出,文化人の絆|文明開化|技巧伝承|山紫水明|泰然自若|流行創出,8485,974,0,145,252,304,273,592,585,643,585,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||6||織田信長(特別)|魔女ルシア|大内義隆|細川藤孝(立役)|朝比奈泰朝|後藤又兵衛||2-3-4:文化人の絆|2-3-4:文明開化|2-3-4:技巧伝承|2-3-4:山紫水明|4-5-6:泰然自若|6-1-2:流行創出,,step171_new_formula_rebuild,12838,12838,jinpo_result_db_6.csv
step101_new_eiketsu_方円_8_011408,RULE103_RECALCULATED_RESULT,step101_new_eiketsu_generated_rows_7_9.csv,方円,通常,6,堀秀政|納涼忍お綾|前田利家(兎忍)|名古屋山三郎|羽柴秀吉(涼)|大内義隆,堀秀政|納涼忍お綾|前田利家(兎忍)|名古屋山三郎|羽柴秀吉(涼)|大内義隆,洒落者の絆|戦場の華|文明開化|技巧伝承|才腕の絆|多芸多才,洒落者の絆|戦場の華|文明開化|技巧伝承|才腕の絆|多芸多才,9350,0,167,61,370,280,642,492,512,517,525,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||6||堀秀政|納涼忍お綾|前田利家(兎忍)|名古屋山三郎|羽柴秀吉(涼)|大内義隆||2-3-4:洒落者の絆|2-3-4:戦場の華|4-5-6:文明開化|4-5-6:技巧伝承|6-1-2:才腕の絆|6-1-2:多芸多才,fallback_hero_stats:羽柴秀吉(涼),step171_new_formula_rebuild,12916,12916,jinpo_result_db_6.csv
step104_pair_方円_6_0004987,RULE104_FISH_HOEN_PAIR_RESULT,step104_pair_generated_from_step103,方円,通常,6,鈴木重意|長野業正|織田信長(特別)|魔女ルシア|大内義隆|細川藤孝(立役),鈴木重意|長野業正|織田信長(特別)|魔女ルシア|大内義隆|細川藤孝(立役),流行創出|文化人の絆|文明開化|技巧伝承|山紫水明|泰然自若,流行創出|文化人の絆|文明開化|技巧伝承|山紫水明|泰然自若,8424,957,0,139,280,313,295,612,627,621,614,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||6||鈴木重意|長野業正|織田信長(特別)|魔女ルシア|大内義隆|細川藤孝(立役)||2-3-4:流行創出|4-5-6:文化人の絆|4-5-6:文明開化|4-5-6:技巧伝承|4-5-6:山紫水明|6-1-2:泰然自若,,step171_new_formula_rebuild,12882,12882,jinpo_result_db_6.csv
step98_hoen8_validated_01765,RULE103_RECALCULATED_RESULT,jinpo_result_db_8.csv_step98,方円,通常,6,納涼忍お綾|堀秀政|魔女ルシア|北条氏邦|前田利家(兎忍)|柳生宗矩,納涼忍お綾|堀秀政|魔女ルシア|北条氏邦|前田利家(兎忍)|柳生宗矩,多芸多才|武芸の絆|流行創出|才腕の絆|文明開化|技巧伝承,多芸多才|武芸の絆|流行創出|才腕の絆|文明開化|技巧伝承,8814,932,176,109,420,262,272,497,507,503,551,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||6||納涼忍お綾|堀秀政|魔女ルシア|北条氏邦|前田利家(兎忍)|柳生宗矩||2-3-4:多芸多才|4-5-6:武芸の絆|4-5-6:流行創出|6-1-2:才腕の絆|6-1-2:文明開化|6-1-2:技巧伝承,,step171_new_formula_rebuild,13043,13043,jinpo_result_db_6.csv
step104_pair_方円_6_0000064,RULE104_FISH_HOEN_PAIR_RESULT,step104_pair_generated_from_step103,方円,通常,6,柴田勝家(風雲)|山中鹿之介|尼子晴久|村上義清|井伊直虎|前田利家(兎忍),柴田勝家(風雲)|山中鹿之介|尼子晴久|村上義清|井伊直虎|前田利家(兎忍),根性の絆|猛将の絆|戦場の華|勇猛果敢|武芸の絆|もののふ,根性の絆|猛将の絆|戦場の華|勇猛果敢|武芸の絆|もののふ,9393,1740,673,231,239,72,165,112,124,145,119,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||6||柴田勝家(風雲)|山中鹿之介|尼子晴久|村上義清|井伊直虎|前田利家(兎忍)||2-3-4:根性の絆|4-5-6:猛将の絆|4-5-6:戦場の華|4-5-6:勇猛果敢|6-1-2:武芸の絆|6-1-2:もののふ,fallback_hero_stats:尼子晴久,step171_new_formula_rebuild,13013,13013,jinpo_result_db_6.csv
step104_pair_方円_6_0004415,RULE104_FISH_HOEN_PAIR_RESULT,step104_pair_generated_from_step103,方円,通常,6,武田晴信|雫の者|織田信長|名古屋山三郎|大内義隆|細川藤孝(立役),武田晴信|雫の者|織田信長|名古屋山三郎|大内義隆|細川藤孝(立役),文化人の絆|文明開化|技巧伝承|山紫水明|健康第一|質実剛健,文化人の絆|文明開化|技巧伝承|山紫水明|健康第一|質実剛健,9192,1196,0,203,280,367,309,564,587,563,534,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||6||武田晴信|雫の者|織田信長|名古屋山三郎|大内義隆|細川藤孝(立役)||4-5-6:文化人の絆|4-5-6:文明開化|4-5-6:技巧伝承|4-5-6:山紫水明|6-1-2:健康第一|6-1-2:質実剛健,,step171_new_formula_rebuild,13795,13795,jinpo_result_db_6.csv
step104_pair_方円_6_0004434,RULE104_FISH_HOEN_PAIR_RESULT,step104_pair_generated_from_step103,方円,通常,6,武田晴信|雫の者|明智光秀(十七)|名古屋山三郎|大内義隆|細川藤孝(立役),武田晴信|雫の者|明智光秀(十七)|名古屋山三郎|大内義隆|細川藤孝(立役),文化人の絆|文明開化|技巧伝承|山紫水明|健康第一|質実剛健,文化人の絆|文明開化|技巧伝承|山紫水明|健康第一|質実剛健,9198,1189,0,203,269,388,306,606,566,523,574,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||6||武田晴信|雫の者|明智光秀(十七)|名古屋山三郎|大内義隆|細川藤孝(立役)||4-5-6:文化人の絆|4-5-6:文明開化|4-5-6:技巧伝承|4-5-6:山紫水明|6-1-2:健康第一|6-1-2:質実剛健,,step171_new_formula_rebuild,13822,13822,jinpo_result_db_6.csv
step101_new_eiketsu_方円_7_010568,RULE103_RECALCULATED_RESULT,step101_new_eiketsu_generated_rows_7_9.csv,方円,通常,6,細川藤孝(立役)|大内義隆|北条氏邦|大祝鶴|尼子晴久|魔女ルシア,細川藤孝(立役)|大内義隆|北条氏邦|大祝鶴|尼子晴久|魔女ルシア,流行創出|多芸多才|文化人の絆|文明開化|技巧伝承|山紫水明,流行創出|多芸多才|文化人の絆|文明開化|技巧伝承|山紫水明,8164,903,77,51,340,408,299,625,629,616,683,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||6||細川藤孝(立役)|大内義隆|北条氏邦|大祝鶴|尼子晴久|魔女ルシア||2-3-4:流行創出|2-3-4:多芸多才|6-1-2:文化人の絆|6-1-2:文明開化|6-1-2:技巧伝承|6-1-2:山紫水明,fallback_hero_stats:尼子晴久,step171_new_formula_rebuild,12795,12795,jinpo_result_db_6.csv
step101_new_eiketsu_方円_7_010569,RULE103_RECALCULATED_RESULT,step101_new_eiketsu_generated_rows_7_9.csv,方円,通常,6,尼子晴久|魔女ルシア|細川藤孝(立役)|大内義隆|北条氏邦|大祝鶴,尼子晴久|魔女ルシア|細川藤孝(立役)|大内義隆|北条氏邦|大祝鶴,文化人の絆|文明開化|技巧伝承|山紫水明|流行創出|多芸多才,文化人の絆|文明開化|技巧伝承|山紫水明|流行創出|多芸多才,8164,903,77,51,340,408,299,625,629,616,683,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||6||尼子晴久|魔女ルシア|細川藤孝(立役)|大内義隆|北条氏邦|大祝鶴||2-3-4:文化人の絆|2-3-4:文明開化|2-3-4:技巧伝承|2-3-4:山紫水明|4-5-6:流行創出|4-5-6:多芸多才,fallback_hero_stats:尼子晴久,step171_new_formula_rebuild,12795,12795,jinpo_result_db_6.csv
step101_new_eiketsu_方円_7_010585,RULE103_RECALCULATED_RESULT,step101_new_eiketsu_generated_rows_7_9.csv,方円,通常,6,細川藤孝(立役)|大内義隆|北条氏邦|大祝鶴|小田氏治|魔女ルシア,細川藤孝(立役)|大内義隆|北条氏邦|大祝鶴|小田氏治|魔女ルシア,流行創出|多芸多才|文化人の絆|文明開化|技巧伝承|山紫水明,流行創出|多芸多才|文化人の絆|文明開化|技巧伝承|山紫水明,8078,874,69,52,295,390,287,624,650,602,638,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||6||細川藤孝(立役)|大内義隆|北条氏邦|大祝鶴|小田氏治|魔女ルシア||2-3-4:流行創出|2-3-4:多芸多才|6-1-2:文化人の絆|6-1-2:文明開化|6-1-2:技巧伝承|6-1-2:山紫水明,fallback_hero_stats:小田氏治,step171_new_formula_rebuild,12559,12559,jinpo_result_db_6.csv
step101_new_eiketsu_方円_7_010594,RULE103_RECALCULATED_RESULT,step101_new_eiketsu_generated_rows_7_9.csv,方円,通常,6,小田氏治|魔女ルシア|細川藤孝(立役)|大内義隆|北条氏邦|大祝鶴,小田氏治|魔女ルシア|細川藤孝(立役)|大内義隆|北条氏邦|大祝鶴,文化人の絆|文明開化|技巧伝承|山紫水明|流行創出|多芸多才,文化人の絆|文明開化|技巧伝承|山紫水明|流行創出|多芸多才,8078,874,69,52,295,390,287,624,650,602,638,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||6||小田氏治|魔女ルシア|細川藤孝(立役)|大内義隆|北条氏邦|大祝鶴||2-3-4:文化人の絆|2-3-4:文明開化|2-3-4:技巧伝承|2-3-4:山紫水明|4-5-6:流行創出|4-5-6:多芸多才,fallback_hero_stats:小田氏治,step171_new_formula_rebuild,12559,12559,jinpo_result_db_6.csv
step101_new_eiketsu_方円_7_010609,RULE103_RECALCULATED_RESULT,step101_new_eiketsu_generated_rows_7_9.csv,方円,通常,6,羽柴秀吉(涼)|魔女ルシア|細川藤孝(立役)|大内義隆|北条氏邦|大祝鶴,羽柴秀吉(涼)|魔女ルシア|細川藤孝(立役)|大内義隆|北条氏邦|大祝鶴,文化人の絆|文明開化|技巧伝承|山紫水明|流行創出|多芸多才,文化人の絆|文明開化|技巧伝承|山紫水明|流行創出|多芸多才,8227,871,73,52,303,374,299,570,591,552,591,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||6||羽柴秀吉(涼)|魔女ルシア|細川藤孝(立役)|大内義隆|北条氏邦|大祝鶴||2-3-4:文化人の絆|2-3-4:文明開化|2-3-4:技巧伝承|2-3-4:山紫水明|4-5-6:流行創出|4-5-6:多芸多才,fallback_hero_stats:羽柴秀吉(涼),step171_new_formula_rebuild,12503,12503,jinpo_result_db_6.csv
step104_pair_方円_6_0005028,RULE104_FISH_HOEN_PAIR_RESULT,step104_pair_generated_from_step103,方円,通常,6,北条氏照|村上義清|織田信長(特別)|魔女ルシア|大内義隆|細川藤孝(立役),北条氏照|村上義清|織田信長(特別)|魔女ルシア|大内義隆|細川藤孝(立役),流行創出|文化人の絆|文明開化|技巧伝承|山紫水明|泰然自若,流行創出|文化人の絆|文明開化|技巧伝承|山紫水明|泰然自若,8259,920,0,135,259,313,281,600,636,612,619,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||6||北条氏照|村上義清|織田信長(特別)|魔女ルシア|大内義隆|細川藤孝(立役)||2-3-4:流行創出|4-5-6:文化人の絆|4-5-6:文明開化|4-5-6:技巧伝承|4-5-6:山紫水明|6-1-2:泰然自若,,step171_new_formula_rebuild,12634,12634,jinpo_result_db_6.csv
step104_pair_方円_6_0005076,RULE104_FISH_HOEN_PAIR_RESULT,step104_pair_generated_from_step103,方円,通常,6,織田信長(特別)|魔女ルシア|大内義隆|細川藤孝(立役)|山県昌景|後藤又兵衛,織田信長(特別)|魔女ルシア|大内義隆|細川藤孝(立役)|山県昌景|後藤又兵衛,文化人の絆|文明開化|技巧伝承|山紫水明|泰然自若|流行創出,文化人の絆|文明開化|技巧伝承|山紫水明|泰然自若|流行創出,8582,920,0,143,242,281,270,551,563,558,565,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||6||織田信長(特別)|魔女ルシア|大内義隆|細川藤孝(立役)|山県昌景|後藤又兵衛||2-3-4:文化人の絆|2-3-4:文明開化|2-3-4:技巧伝承|2-3-4:山紫水明|4-5-6:泰然自若|6-1-2:流行創出,,step171_new_formula_rebuild,12675,12675,jinpo_result_db_6.csv
step98_hoen8_validated_01527,RULE103_RECALCULATED_RESULT,jinpo_result_db_8.csv_step98,方円,通常,6,納涼忍お綾|北条氏邦|大祝鶴|大内義隆|細川藤孝(立役)|魔女ルシア,納涼忍お綾|北条氏邦|大祝鶴|大内義隆|細川藤孝(立役)|魔女ルシア,流行創出|多芸多才|文化人の絆|文明開化|技巧伝承|山紫水明,流行創出|多芸多才|文化人の絆|文明開化|技巧伝承|山紫水明,8140,905,81,52,340,391,290,625,640,616,653,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||6||納涼忍お綾|北条氏邦|大祝鶴|大内義隆|細川藤孝(立役)|魔女ルシア||2-3-4:流行創出|2-3-4:多芸多才|4-5-6:文化人の絆|4-5-6:文明開化|4-5-6:技巧伝承|4-5-6:山紫水明,,step171_new_formula_rebuild,12733,12733,jinpo_result_db_6.csv
step104_pair_方円_6_0000990,RULE104_FISH_HOEN_PAIR_RESULT,step104_pair_generated_from_step103,方円,通常,6,堀秀政|納涼忍お綾|出雲阿国(周年)|前田慶次(野望)|羽柴秀吉(涼)|柳生宗矩,堀秀政|納涼忍お綾|出雲阿国(周年)|前田慶次(野望)|羽柴秀吉(涼)|柳生宗矩,洒落者の絆|戦場の華|文明開化|才腕の絆|技巧伝承|多芸多才,洒落者の絆|戦場の華|文明開化|才腕の絆|技巧伝承|多芸多才,9076,0,162,61,363,280,688,504,509,525,551,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||6||堀秀政|納涼忍お綾|出雲阿国(周年)|前田慶次(野望)|羽柴秀吉(涼)|柳生宗矩||2-3-4:洒落者の絆|2-3-4:戦場の華|4-5-6:文明開化|6-1-2:才腕の絆|6-1-2:技巧伝承|6-1-2:多芸多才,fallback_hero_stats:羽柴秀吉(涼),step171_new_formula_rebuild,12719,12719,jinpo_result_db_6.csv
step104_pair_方円_6_0000455,RULE104_FISH_HOEN_PAIR_RESULT,step104_pair_generated_from_step103,方円,通常,6,早川殿|直江兼続(王佐)|羽柴秀吉(涼)|島津義久|小早川隆景(羽織)|竹中半兵衛(知将),早川殿|直江兼続(王佐)|羽柴秀吉(涼)|島津義久|小早川隆景(羽織)|竹中半兵衛(知将),立役者|柔能制剛|陰陽道の絆|知将の絆|明敏の絆|技巧伝承,立役者|柔能制剛|陰陽道の絆|知将の絆|明敏の絆|技巧伝承,8732,1835,0,24,216,739,276,359,368,356,397,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||6||早川殿|直江兼続(王佐)|羽柴秀吉(涼)|島津義久|小早川隆景(羽織)|竹中半兵衛(知将)||2-3-4:立役者|2-3-4:柔能制剛|4-5-6:陰陽道の絆|4-5-6:知将の絆|4-5-6:明敏の絆|6-1-2:技巧伝承,fallback_hero_stats:羽柴秀吉(涼),step171_new_formula_rebuild,13302,13302,jinpo_result_db_6.csv
step104_pair_方円_6_0002815,RULE104_FISH_HOEN_PAIR_RESULT,step104_pair_generated_from_step103,方円,通常,6,尼子晴久|山中鹿之介|前田利家(兎忍)|井伊直政(勇猛)|村上義清|長野業正,尼子晴久|山中鹿之介|前田利家(兎忍)|井伊直政(勇猛)|村上義清|長野業正,武芸の絆|猛将の絆|もののふ|勇猛果敢|根性の絆|泰然自若,武芸の絆|猛将の絆|もののふ|勇猛果敢|根性の絆|泰然自若,9021,1760,550,348,255,0,86,194,202,218,205,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||6||尼子晴久|山中鹿之介|前田利家(兎忍)|井伊直政(勇猛)|村上義清|長野業正||2-3-4:武芸の絆|2-3-4:猛将の絆|2-3-4:もののふ|4-5-6:勇猛果敢|6-1-2:根性の絆|6-1-2:泰然自若,fallback_hero_stats:尼子晴久,step171_new_formula_rebuild,12839,12839,jinpo_result_db_6.csv
step104_pair_方円_6_0004579,RULE104_FISH_HOEN_PAIR_RESULT,step104_pair_generated_from_step103,方円,通常,6,前田慶次(野望)|出雲阿国(野望)|織田信長(特別)|堀秀政|大内義隆|名古屋山三郎,前田慶次(野望)|出雲阿国(野望)|織田信長(特別)|堀秀政|大内義隆|名古屋山三郎,文明開化|傾奇者|技巧伝承|多芸多才|洒落者の絆|戦場の華,文明開化|傾奇者|技巧伝承|多芸多才|洒落者の絆|戦場の華,9090,0,225,100,228,350,709,480,500,506,499,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||6||前田慶次(野望)|出雲阿国(野望)|織田信長(特別)|堀秀政|大内義隆|名古屋山三郎||2-3-4:文明開化|4-5-6:傾奇者|4-5-6:技巧伝承|4-5-6:多芸多才|6-1-2:洒落者の絆|6-1-2:戦場の華,,step171_new_formula_rebuild,12687,12687,jinpo_result_db_6.csv
step101_new_eiketsu_方円_7_010869,RULE103_RECALCULATED_RESULT,step101_new_eiketsu_generated_rows_7_9.csv,方円,通常,6,堀秀政|納涼忍お綾|出雲阿国(野望)|前田利家(兎忍)|羽柴秀吉(涼)|柳生宗矩,堀秀政|納涼忍お綾|出雲阿国(野望)|前田利家(兎忍)|羽柴秀吉(涼)|柳生宗矩,洒落者の絆|戦場の華|文明開化|才腕の絆|技巧伝承|多芸多才,洒落者の絆|戦場の華|文明開化|才腕の絆|技巧伝承|多芸多才,9300,0,162,60,370,272,641,471,487,484,509,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||6||堀秀政|納涼忍お綾|出雲阿国(野望)|前田利家(兎忍)|羽柴秀吉(涼)|柳生宗矩||2-3-4:洒落者の絆|2-3-4:戦場の華|4-5-6:文明開化|6-1-2:才腕の絆|6-1-2:技巧伝承|6-1-2:多芸多才,fallback_hero_stats:羽柴秀吉(涼),step171_new_formula_rebuild,12756,12756,jinpo_result_db_6.csv
step104_pair_方円_6_0000628,RULE104_FISH_HOEN_PAIR_RESULT,step104_pair_generated_from_step103,方円,通常,6,堀秀政|大内義隆|羽柴秀吉(涼)|魔女ルシア|出雲阿国(野望)|大祝鶴,堀秀政|大内義隆|羽柴秀吉(涼)|魔女ルシア|出雲阿国(野望)|大祝鶴,文明開化|技巧伝承|神主・巫女|女傑の絆|洒落者の絆|多芸多才,文明開化|技巧伝承|神主・巫女|女傑の絆|洒落者の絆|多芸多才,8668,1108,241,56,248,280,705,356,374,357,381,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||6||堀秀政|大内義隆|羽柴秀吉(涼)|魔女ルシア|出雲阿国(野望)|大祝鶴||2-3-4:文明開化|2-3-4:技巧伝承|4-5-6:神主・巫女|4-5-6:女傑の絆|4-5-6:洒落者の絆|6-1-2:多芸多才,fallback_hero_stats:羽柴秀吉(涼),step171_new_formula_rebuild,12774,12774,jinpo_result_db_6.csv
