No,因縁名,因縁種類,因子1,因子2,因子3,効果サイズ,効果元表記,対象ステータス,係数カテゴリ,因縁係数,全体倍率,実効係数,因縁値式,陣形補正式,最終式
19,仙道の絆,特化因縁,仙道,仙道,仙道,,0.70%,生命,陣法説明(6).xlsx,0.007,1,0.007,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
19,仙道の絆,特化因縁,仙道,仙道,仙道,,0.75%,気合,陣法説明(6).xlsx,0.0075,1,0.0075,気合=配置6人気合合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
19,仙道の絆,特化因縁,仙道,仙道,仙道,,0.55%,知力,陣法説明(6).xlsx,0.0055,1,0.0055,知力=配置6人知力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
19,仙道の絆,特化因縁,仙道,仙道,仙道,,0.55%,魅力,陣法説明(6).xlsx,0.0055,1,0.0055,魅力=配置6人魅力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
20,召喚術の絆,特化因縁,召喚術,召喚術,召喚術,,0.70%,生命,陣法説明(6).xlsx,0.007,1,0.007,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
20,召喚術の絆,特化因縁,召喚術,召喚術,召喚術,,0.55%,耐久力,陣法説明(6).xlsx,0.0055,1,0.0055,耐久力=配置6人耐久力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
20,召喚術の絆,特化因縁,召喚術,召喚術,召喚術,,0.55%,知力,陣法説明(6).xlsx,0.0055,1,0.0055,知力=配置6人知力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
20,召喚術の絆,特化因縁,召喚術,召喚術,召喚術,,0.55%,土属性,陣法説明(6).xlsx,0.0055,1,0.0055,土属性=配置6人土属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
20,召喚術の絆,特化因縁,召喚術,召喚術,召喚術,,0.55%,水属性,陣法説明(6).xlsx,0.0055,1,0.0055,水属性=配置6人水属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
20,召喚術の絆,特化因縁,召喚術,召喚術,召喚術,,0.55%,火属性,陣法説明(6).xlsx,0.0055,1,0.0055,火属性=配置6人火属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
20,召喚術の絆,特化因縁,召喚術,召喚術,召喚術,,0.55%,風属性,陣法説明(6).xlsx,0.0055,1,0.0055,風属性=配置6人風属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
21,忍法の絆,特化因縁,忍法,忍法,忍法,,0.70%,生命,陣法説明(6).xlsx,0.007,1,0.007,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
21,忍法の絆,特化因縁,忍法,忍法,忍法,,0.55%,腕力,陣法説明(6).xlsx,0.0055,1,0.0055,腕力=配置6人腕力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
21,忍法の絆,特化因縁,忍法,忍法,忍法,,0.55%,器用さ,陣法説明(6).xlsx,0.0055,1,0.0055,器用さ=配置6人器用さ合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
21,忍法の絆,特化因縁,忍法,忍法,忍法,,0.55%,魅力,陣法説明(6).xlsx,0.0055,1,0.0055,魅力=配置6人魅力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
22,暗殺術の絆,特化因縁,暗殺術,暗殺術,暗殺術,,0.70%,生命,陣法説明(6).xlsx,0.007,1,0.007,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
22,暗殺術の絆,特化因縁,暗殺術,暗殺術,暗殺術,,0.55%,腕力,陣法説明(6).xlsx,0.0055,1,0.0055,腕力=配置6人腕力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
22,暗殺術の絆,特化因縁,暗殺術,暗殺術,暗殺術,,0.55%,器用さ,陣法説明(6).xlsx,0.0055,1,0.0055,器用さ=配置6人器用さ合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
22,暗殺術の絆,特化因縁,暗殺術,暗殺術,暗殺術,,0.55%,魅力,陣法説明(6).xlsx,0.0055,1,0.0055,魅力=配置6人魅力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
23,忍術の絆,特化因縁,忍術,忍術,忍術,,0.70%,生命,陣法説明(6).xlsx,0.007,1,0.007,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
23,忍術の絆,特化因縁,忍術,忍術,忍術,,0.55%,器用さ,陣法説明(6).xlsx,0.0055,1,0.0055,器用さ=配置6人器用さ合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
23,忍術の絆,特化因縁,忍術,忍術,忍術,,0.55%,知力,陣法説明(6).xlsx,0.0055,1,0.0055,知力=配置6人知力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
23,忍術の絆,特化因縁,忍術,忍術,忍術,,0.55%,土属性,陣法説明(6).xlsx,0.0055,1,0.0055,土属性=配置6人土属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
23,忍術の絆,特化因縁,忍術,忍術,忍術,,0.55%,水属性,陣法説明(6).xlsx,0.0055,1,0.0055,水属性=配置6人水属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
23,忍術の絆,特化因縁,忍術,忍術,忍術,,0.55%,火属性,陣法説明(6).xlsx,0.0055,1,0.0055,火属性=配置6人火属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
23,忍術の絆,特化因縁,忍術,忍術,忍術,,0.55%,風属性,陣法説明(6).xlsx,0.0055,1,0.0055,風属性=配置6人風属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
24,刀鍛冶の絆,特化因縁,刀鍛冶,刀鍛冶,刀鍛冶,,0.70%,生命,陣法説明(6).xlsx,0.007,1,0.007,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
24,刀鍛冶の絆,特化因縁,刀鍛冶,刀鍛冶,刀鍛冶,,0.55%,腕力,陣法説明(6).xlsx,0.0055,1,0.0055,腕力=配置6人腕力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
24,刀鍛冶の絆,特化因縁,刀鍛冶,刀鍛冶,刀鍛冶,,0.55%,耐久力,陣法説明(6).xlsx,0.0055,1,0.0055,耐久力=配置6人耐久力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
24,刀鍛冶の絆,特化因縁,刀鍛冶,刀鍛冶,刀鍛冶,,0.55%,魅力,陣法説明(6).xlsx,0.0055,1,0.0055,魅力=配置6人魅力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
25,鎧鍛冶の絆,特化因縁,鎧鍛冶,鎧鍛冶,鎧鍛冶,,0.70%,生命,陣法説明(6).xlsx,0.007,1,0.007,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
25,鎧鍛冶の絆,特化因縁,鎧鍛冶,鎧鍛冶,鎧鍛冶,,0.55%,耐久力,陣法説明(6).xlsx,0.0055,1,0.0055,耐久力=配置6人耐久力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
25,鎧鍛冶の絆,特化因縁,鎧鍛冶,鎧鍛冶,鎧鍛冶,,0.55%,魅力,陣法説明(6).xlsx,0.0055,1,0.0055,魅力=配置6人魅力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
25,鎧鍛冶の絆,特化因縁,鎧鍛冶,鎧鍛冶,鎧鍛冶,,0.55%,土属性,陣法説明(6).xlsx,0.0055,1,0.0055,土属性=配置6人土属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
25,鎧鍛冶の絆,特化因縁,鎧鍛冶,鎧鍛冶,鎧鍛冶,,0.55%,水属性,陣法説明(6).xlsx,0.0055,1,0.0055,水属性=配置6人水属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
25,鎧鍛冶の絆,特化因縁,鎧鍛冶,鎧鍛冶,鎧鍛冶,,0.55%,火属性,陣法説明(6).xlsx,0.0055,1,0.0055,火属性=配置6人火属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
25,鎧鍛冶の絆,特化因縁,鎧鍛冶,鎧鍛冶,鎧鍛冶,,0.55%,風属性,陣法説明(6).xlsx,0.0055,1,0.0055,風属性=配置6人風属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
26,鉄砲鍛冶の絆,特化因縁,鉄砲鍛冶,鉄砲鍛冶,鉄砲鍛冶,,0.70%,生命,陣法説明(6).xlsx,0.007,1,0.007,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
26,鉄砲鍛冶の絆,特化因縁,鉄砲鍛冶,鉄砲鍛冶,鉄砲鍛冶,,0.55%,腕力,陣法説明(6).xlsx,0.0055,1,0.0055,腕力=配置6人腕力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
26,鉄砲鍛冶の絆,特化因縁,鉄砲鍛冶,鉄砲鍛冶,鉄砲鍛冶,,0.55%,耐久力,陣法説明(6).xlsx,0.0055,1,0.0055,耐久力=配置6人耐久力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
26,鉄砲鍛冶の絆,特化因縁,鉄砲鍛冶,鉄砲鍛冶,鉄砲鍛冶,,0.55%,器用さ,陣法説明(6).xlsx,0.0055,1,0.0055,器用さ=配置6人器用さ合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
27,医学の絆,特化因縁,医学,医学,医学,,0.70%,生命,陣法説明(6).xlsx,0.007,1,0.007,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
27,医学の絆,特化因縁,医学,医学,医学,,0.75%,気合,陣法説明(6).xlsx,0.0075,1,0.0075,気合=配置6人気合合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
27,医学の絆,特化因縁,医学,医学,医学,,0.55%,知力,陣法説明(6).xlsx,0.0055,1,0.0055,知力=配置6人知力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
27,医学の絆,特化因縁,医学,医学,医学,,0.55%,魅力,陣法説明(6).xlsx,0.0055,1,0.0055,魅力=配置6人魅力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
28,神通力の絆,特化因縁,神通力,神通力,神通力,,0.70%,生命,陣法説明(6).xlsx,0.007,1,0.007,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
28,神通力の絆,特化因縁,神通力,神通力,神通力,,0.55%,知力,陣法説明(6).xlsx,0.0055,1,0.0055,知力=配置6人知力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
28,神通力の絆,特化因縁,神通力,神通力,神通力,,0.55%,魅力,陣法説明(6).xlsx,0.0055,1,0.0055,魅力=配置6人魅力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
28,神通力の絆,特化因縁,神通力,神通力,神通力,,0.55%,土属性,陣法説明(6).xlsx,0.0055,1,0.0055,土属性=配置6人土属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
28,神通力の絆,特化因縁,神通力,神通力,神通力,,0.55%,水属性,陣法説明(6).xlsx,0.0055,1,0.0055,水属性=配置6人水属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
28,神通力の絆,特化因縁,神通力,神通力,神通力,,0.55%,火属性,陣法説明(6).xlsx,0.0055,1,0.0055,火属性=配置6人火属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
28,神通力の絆,特化因縁,神通力,神通力,神通力,,0.55%,風属性,陣法説明(6).xlsx,0.0055,1,0.0055,風属性=配置6人風属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
29,修験道の絆,特化因縁,修験道,修験道,修験道,,0.70%,生命,陣法説明(6).xlsx,0.007,1,0.007,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
29,修験道の絆,特化因縁,修験道,修験道,修験道,,0.75%,気合,陣法説明(6).xlsx,0.0075,1,0.0075,気合=配置6人気合合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
29,修験道の絆,特化因縁,修験道,修験道,修験道,,0.55%,知力,陣法説明(6).xlsx,0.0055,1,0.0055,知力=配置6人知力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
29,修験道の絆,特化因縁,修験道,修験道,修験道,,0.55%,魅力,陣法説明(6).xlsx,0.0055,1,0.0055,魅力=配置6人魅力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
30,四象の絆,特化因縁,四象,四象,四象,,0.70%,生命,陣法説明(6).xlsx,0.007,1,0.007,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
30,四象の絆,特化因縁,四象,四象,四象,,0.55%,腕力,陣法説明(6).xlsx,0.0055,1,0.0055,腕力=配置6人腕力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
30,四象の絆,特化因縁,四象,四象,四象,,0.55%,知力,陣法説明(6).xlsx,0.0055,1,0.0055,知力=配置6人知力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
30,四象の絆,特化因縁,四象,四象,四象,,0.55%,土属性,陣法説明(6).xlsx,0.0055,1,0.0055,土属性=配置6人土属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
30,四象の絆,特化因縁,四象,四象,四象,,0.55%,水属性,陣法説明(6).xlsx,0.0055,1,0.0055,水属性=配置6人水属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
30,四象の絆,特化因縁,四象,四象,四象,,0.55%,火属性,陣法説明(6).xlsx,0.0055,1,0.0055,火属性=配置6人火属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
30,四象の絆,特化因縁,四象,四象,四象,,0.55%,風属性,陣法説明(6).xlsx,0.0055,1,0.0055,風属性=配置6人風属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
31,地勢の絆,特化因縁,地勢,地勢,地勢,,0.70%,生命,陣法説明(6).xlsx,0.007,1,0.007,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
31,地勢の絆,特化因縁,地勢,地勢,地勢,,0.45%,気合,陣法説明(6).xlsx,0.0045,1,0.0045,気合=配置6人気合合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
31,地勢の絆,特化因縁,地勢,地勢,地勢,,0.33%,耐久力,陣法説明(6).xlsx,0.0033,1,0.0033,耐久力=配置6人耐久力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
31,地勢の絆,特化因縁,地勢,地勢,地勢,,0.33%,器用さ,陣法説明(6).xlsx,0.0033,1,0.0033,器用さ=配置6人器用さ合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
31,地勢の絆,特化因縁,地勢,地勢,地勢,,0.33%,知力,陣法説明(6).xlsx,0.0033,1,0.0033,知力=配置6人知力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
31,地勢の絆,特化因縁,地勢,地勢,地勢,,0.33%,魅力,陣法説明(6).xlsx,0.0033,1,0.0033,魅力=配置6人魅力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
31,地勢の絆,特化因縁,地勢,地勢,地勢,,0.33%,土属性,陣法説明(6).xlsx,0.0033,1,0.0033,土属性=配置6人土属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
31,地勢の絆,特化因縁,地勢,地勢,地勢,,0.33%,水属性,陣法説明(6).xlsx,0.0033,1,0.0033,水属性=配置6人水属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
31,地勢の絆,特化因縁,地勢,地勢,地勢,,0.33%,火属性,陣法説明(6).xlsx,0.0033,1,0.0033,火属性=配置6人火属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
31,地勢の絆,特化因縁,地勢,地勢,地勢,,0.33%,風属性,陣法説明(6).xlsx,0.0033,1,0.0033,風属性=配置6人風属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
32,殺陣の絆,特化因縁,殺陣,殺陣,殺陣,,0.70%,生命,陣法説明(6).xlsx,0.007,1,0.007,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
32,殺陣の絆,特化因縁,殺陣,殺陣,殺陣,,0.55%,腕力,陣法説明(6).xlsx,0.0055,1,0.0055,腕力=配置6人腕力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
32,殺陣の絆,特化因縁,殺陣,殺陣,殺陣,,0.55%,器用さ,陣法説明(6).xlsx,0.0055,1,0.0055,器用さ=配置6人器用さ合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
32,殺陣の絆,特化因縁,殺陣,殺陣,殺陣,,0.55%,知力,陣法説明(6).xlsx,0.0055,1,0.0055,知力=配置6人知力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
33,知将の絆,固有因縁,知将,知将,知将,,0.70%,生命,陣法説明(6).xlsx,0.007,1,0.007,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
33,知将の絆,固有因縁,知将,知将,知将,,0.98%,知力,陣法説明(6).xlsx,0.0098,1,0.0098,知力=配置6人知力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
33,知将の絆,固有因縁,知将,知将,知将,,0.98%,土属性,陣法説明(6).xlsx,0.0098,1,0.0098,土属性=配置6人土属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
33,知将の絆,固有因縁,知将,知将,知将,,0.98%,水属性,陣法説明(6).xlsx,0.0098,1,0.0098,水属性=配置6人水属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
33,知将の絆,固有因縁,知将,知将,知将,,0.98%,火属性,陣法説明(6).xlsx,0.0098,1,0.0098,火属性=配置6人火属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
33,知将の絆,固有因縁,知将,知将,知将,,0.98%,風属性,陣法説明(6).xlsx,0.0098,1,0.0098,風属性=配置6人風属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
34,忍びの絆,固有因縁,忍び,忍び,忍び,,0.70%,生命,陣法説明(6).xlsx,0.007,1,0.007,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
34,忍びの絆,固有因縁,忍び,忍び,忍び,,0.98%,腕力,陣法説明(6).xlsx,0.0098,1,0.0098,腕力=配置6人腕力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
34,忍びの絆,固有因縁,忍び,忍び,忍び,,0.98%,器用さ,陣法説明(6).xlsx,0.0098,1,0.0098,器用さ=配置6人器用さ合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
35,剣豪の絆,固有因縁,剣豪,剣豪,剣豪,,0.70%,生命,陣法説明(6).xlsx,0.007,1,0.007,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
35,剣豪の絆,固有因縁,剣豪,剣豪,剣豪,,0.98%,腕力,陣法説明(6).xlsx,0.0098,1,0.0098,腕力=配置6人腕力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
35,剣豪の絆,固有因縁,剣豪,剣豪,剣豪,,0.98%,器用さ,陣法説明(6).xlsx,0.0098,1,0.0098,器用さ=配置6人器用さ合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
36,名臣の絆,固有因縁,名臣,名臣,名臣,,0.70%,生命,陣法説明(6).xlsx,0.007,1,0.007,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
36,名臣の絆,固有因縁,名臣,名臣,名臣,,0.98%,知力,陣法説明(6).xlsx,0.0098,1,0.0098,知力=配置6人知力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
36,名臣の絆,固有因縁,名臣,名臣,名臣,,0.98%,魅力,陣法説明(6).xlsx,0.0098,1,0.0098,魅力=配置6人魅力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
37,野心家の絆,固有因縁,野心家,野心家,野心家,,0.70%,生命,陣法説明(6).xlsx,0.007,1,0.007,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
37,野心家の絆,固有因縁,野心家,野心家,野心家,,1.35%,気合,陣法説明(6).xlsx,0.0135,1,0.0135,気合=配置6人気合合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
37,野心家の絆,固有因縁,野心家,野心家,野心家,,0.98%,知力,陣法説明(6).xlsx,0.0098,1,0.0098,知力=配置6人知力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
38,勇将の絆,固有因縁,勇将,勇将,勇将,,0.70%,生命,陣法説明(6).xlsx,0.007,1,0.007,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
38,勇将の絆,固有因縁,勇将,勇将,勇将,,0.98%,腕力,陣法説明(6).xlsx,0.0098,1,0.0098,腕力=配置6人腕力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
