result_id,record_type,source_file,formation,grade3_flag,bond_count,eiketsu_ids,eiketsu_names,eiketsu_internal_ids,bond_ids,bond_names,生命,気合,腕力,耐久力,器用さ,知力,魅力,土属性,水属性,火属性,風属性,stat_status,stat_note,calc_source,calc_formula,duplicate_key,calc_warning,calc_filled_at_step,総合値,total_score,top300_source_file
step174_7_185114,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,衡軛,通常,7,EIK_0093|EIK_0256|EIK_0387|EIK_0061|EIK_0098|EIK_0214,大内義隆|魔女ルシア|朝倉義景(八雷)|林崎甚助|義姫|遠足娘まり,EIK_0093|EIK_0256|EIK_0387|EIK_0061|EIK_0098|EIK_0214,山紫水明|技巧伝承|文化人の絆|文明開化|豪傑|明敏の絆|老練闊達,山紫水明|技巧伝承|文化人の絆|文明開化|豪傑|明敏の絆|老練闊達,11243,4891,214,0,381,504,208,466,466,432,469,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),衡軛||通常||7||EIK_0061|EIK_0093|EIK_0098|EIK_0214|EIK_0256|EIK_0387||山紫水明|技巧伝承|文化人の絆|文明開化|明敏の絆|老練闊達|豪傑,,step174_validate_repair_7_9,19274,19274,jinpo_result_db_7_part011.csv
step174_7_185115,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,衡軛,通常,7,EIK_0093|EIK_0108|EIK_0387|EIK_0056|EIK_0099|EIK_0235,大内義隆|名古屋山三郎|朝倉義景(八雷)|織田信忠|明石全登|松永久秀(野望),EIK_0093|EIK_0108|EIK_0387|EIK_0056|EIK_0099|EIK_0235,山紫水明|技巧伝承|文化人の絆|文明開化|明敏の絆|才気煥発|雄材大略,山紫水明|技巧伝承|文化人の絆|文明開化|明敏の絆|才気煥発|雄材大略,11662,3936,0,0,321,863,289,560,544,552,543,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),衡軛||通常||7||EIK_0056|EIK_0093|EIK_0099|EIK_0108|EIK_0235|EIK_0387||山紫水明|才気煥発|技巧伝承|文化人の絆|文明開化|明敏の絆|雄材大略,,step174_validate_repair_7_9,19270,19270,jinpo_result_db_7_part011.csv
step174_7_185116,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,衡軛,通常,7,EIK_0093|EIK_0108|EIK_0387|EIK_0061|EIK_0187|EIK_0200,大内義隆|名古屋山三郎|朝倉義景(八雷)|林崎甚助|今川義元(周年)|長尾景虎,EIK_0093|EIK_0108|EIK_0387|EIK_0061|EIK_0187|EIK_0200,山紫水明|技巧伝承|文化人の絆|文明開化|明敏の絆|才気煥発|老練闊達,山紫水明|技巧伝承|文化人の絆|文明開化|明敏の絆|才気煥発|老練闊達,11245,4723,84,0,321,728,303,471,462,460,460,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),衡軛||通常||7||EIK_0061|EIK_0093|EIK_0108|EIK_0187|EIK_0200|EIK_0387||山紫水明|才気煥発|技巧伝承|文化人の絆|文明開化|明敏の絆|老練闊達,,step174_validate_repair_7_9,19257,19257,jinpo_result_db_7_part011.csv
step174_7_185117,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,衡軛,通常,7,EIK_0093|EIK_0108|EIK_0387|EIK_0084|EIK_0098|EIK_0099,大内義隆|名古屋山三郎|朝倉義景(八雷)|高台院|義姫|明石全登,EIK_0093|EIK_0108|EIK_0387|EIK_0084|EIK_0098|EIK_0099,山紫水明|技巧伝承|文化人の絆|文明開化|老練闊達|明敏の絆|才気煥発,山紫水明|技巧伝承|文化人の絆|文明開化|老練闊達|明敏の絆|才気煥発,11082,4849,66,0,302,735,310,476,468,439,456,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),衡軛||通常||7||EIK_0084|EIK_0093|EIK_0098|EIK_0099|EIK_0108|EIK_0387||山紫水明|才気煥発|技巧伝承|文化人の絆|文明開化|明敏の絆|老練闊達,,step174_validate_repair_7_9,19183,19183,jinpo_result_db_7_part011.csv
step174_7_185118,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,衡軛,通常,7,EIK_0093|EIK_0108|EIK_0387|EIK_0061|EIK_0098|EIK_0099,大内義隆|名古屋山三郎|朝倉義景(八雷)|林崎甚助|義姫|明石全登,EIK_0093|EIK_0108|EIK_0387|EIK_0061|EIK_0098|EIK_0099,山紫水明|技巧伝承|文化人の絆|文明開化|明敏の絆|才気煥発|老練闊達,山紫水明|技巧伝承|文化人の絆|文明開化|明敏の絆|才気煥発|老練闊達,11229,4663,72,0,321,714,302,478,474,443,467,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),衡軛||通常||7||EIK_0061|EIK_0093|EIK_0098|EIK_0099|EIK_0108|EIK_0387||山紫水明|才気煥発|技巧伝承|文化人の絆|文明開化|明敏の絆|老練闊達,,step174_validate_repair_7_9,19163,19163,jinpo_result_db_7_part011.csv
step174_7_185119,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,衡軛,通常,7,EIK_0093|EIK_0256|EIK_0387|EIK_0084|EIK_0099|EIK_0235,大内義隆|魔女ルシア|朝倉義景(八雷)|高台院|明石全登|松永久秀(野望),EIK_0093|EIK_0256|EIK_0387|EIK_0084|EIK_0099|EIK_0235,山紫水明|技巧伝承|文化人の絆|文明開化|老練闊達|明敏の絆|才気煥発,山紫水明|技巧伝承|文化人の絆|文明開化|老練闊達|明敏の絆|才気煥発,10983,5017,66,0,289,737,292,455,434,434,447,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),衡軛||通常||7||EIK_0084|EIK_0093|EIK_0099|EIK_0235|EIK_0256|EIK_0387||山紫水明|才気煥発|技巧伝承|文化人の絆|文明開化|明敏の絆|老練闊達,,step174_validate_repair_7_9,19154,19154,jinpo_result_db_7_part011.csv
step174_7_185120,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,衡軛,通常,7,EIK_0093|EIK_0108|EIK_0387|EIK_0061|EIK_0098|EIK_0214,大内義隆|名古屋山三郎|朝倉義景(八雷)|林崎甚助|義姫|遠足娘まり,EIK_0093|EIK_0108|EIK_0387|EIK_0061|EIK_0098|EIK_0214,山紫水明|技巧伝承|文化人の絆|文明開化|豪傑|明敏の絆|老練闊達,山紫水明|技巧伝承|文化人の絆|文明開化|豪傑|明敏の絆|老練闊達,11245,4663,233,0,400,504,210,478,480,453,474,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),衡軛||通常||7||EIK_0061|EIK_0093|EIK_0098|EIK_0108|EIK_0214|EIK_0387||山紫水明|技巧伝承|文化人の絆|文明開化|明敏の絆|老練闊達|豪傑,,step174_validate_repair_7_9,19140,19140,jinpo_result_db_7_part011.csv
step174_7_185121,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,衡軛,通常,7,EIK_0093|EIK_0108|EIK_0387|EIK_0084|EIK_0098|EIK_0200,大内義隆|名古屋山三郎|朝倉義景(八雷)|高台院|義姫|長尾景虎,EIK_0093|EIK_0108|EIK_0387|EIK_0084|EIK_0098|EIK_0200,山紫水明|技巧伝承|文化人の絆|文明開化|老練闊達|明敏の絆|才気煥発,山紫水明|技巧伝承|文化人の絆|文明開化|老練闊達|明敏の絆|才気煥発,11015,4821,67,0,296,764,310,480,474,449,462,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),衡軛||通常||7||EIK_0084|EIK_0093|EIK_0098|EIK_0108|EIK_0200|EIK_0387||山紫水明|才気煥発|技巧伝承|文化人の絆|文明開化|明敏の絆|老練闊達,,step174_validate_repair_7_9,19138,19138,jinpo_result_db_7_part011.csv
step174_7_185122,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,衡軛,通常,7,EIK_0093|EIK_0256|EIK_0387|EIK_0061|EIK_0099|EIK_0235,大内義隆|魔女ルシア|朝倉義景(八雷)|林崎甚助|明石全登|松永久秀(野望),EIK_0093|EIK_0256|EIK_0387|EIK_0061|EIK_0099|EIK_0235,山紫水明|技巧伝承|文化人の絆|文明開化|明敏の絆|才気煥発|老練闊達,山紫水明|技巧伝承|文化人の絆|文明開化|明敏の絆|才気煥発|老練闊達,11130,4831,72,0,309,717,282,456,443,437,458,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),衡軛||通常||7||EIK_0061|EIK_0093|EIK_0099|EIK_0235|EIK_0256|EIK_0387||山紫水明|才気煥発|技巧伝承|文化人の絆|文明開化|明敏の絆|老練闊達,,step174_validate_repair_7_9,19135,19135,jinpo_result_db_7_part011.csv
step174_7_185123,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,衡軛,通常,7,EIK_0093|EIK_0108|EIK_0387|EIK_0061|EIK_0098|EIK_0200,大内義隆|名古屋山三郎|朝倉義景(八雷)|林崎甚助|義姫|長尾景虎,EIK_0093|EIK_0108|EIK_0387|EIK_0061|EIK_0098|EIK_0200,山紫水明|技巧伝承|文化人の絆|文明開化|明敏の絆|才気煥発|老練闊達,山紫水明|技巧伝承|文化人の絆|文明開化|明敏の絆|才気煥発|老練闊達,11166,4634,73,0,316,744,302,485,480,453,474,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),衡軛||通常||7||EIK_0061|EIK_0093|EIK_0098|EIK_0108|EIK_0200|EIK_0387||山紫水明|才気煥発|技巧伝承|文化人の絆|文明開化|明敏の絆|老練闊達,,step174_validate_repair_7_9,19127,19127,jinpo_result_db_7_part011.csv
step174_7_185124,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,衡軛,通常,7,EIK_0093|EIK_0256|EIK_0387|EIK_0084|EIK_0200|EIK_0235,大内義隆|魔女ルシア|朝倉義景(八雷)|高台院|長尾景虎|松永久秀(野望),EIK_0093|EIK_0256|EIK_0387|EIK_0084|EIK_0200|EIK_0235,山紫水明|技巧伝承|文化人の絆|文明開化|老練闊達|明敏の絆|才気煥発,山紫水明|技巧伝承|文化人の絆|文明開化|老練闊達|明敏の絆|才気煥発,10915,4986,67,0,285,767,292,459,443,443,453,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),衡軛||通常||7||EIK_0084|EIK_0093|EIK_0200|EIK_0235|EIK_0256|EIK_0387||山紫水明|才気煥発|技巧伝承|文化人の絆|文明開化|明敏の絆|老練闊達,,step174_validate_repair_7_9,19110,19110,jinpo_result_db_7_part011.csv
step174_7_185125,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,衡軛,通常,7,EIK_0093|EIK_0256|EIK_0387|EIK_0061|EIK_0200|EIK_0235,大内義隆|魔女ルシア|朝倉義景(八雷)|林崎甚助|長尾景虎|松永久秀(野望),EIK_0093|EIK_0256|EIK_0387|EIK_0061|EIK_0200|EIK_0235,山紫水明|技巧伝承|文化人の絆|文明開化|明敏の絆|才気煥発|老練闊達,山紫水明|技巧伝承|文化人の絆|文明開化|明敏の絆|才気煥発|老練闊達,11067,4800,73,0,305,747,282,462,449,447,466,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),衡軛||通常||7||EIK_0061|EIK_0093|EIK_0200|EIK_0235|EIK_0256|EIK_0387||山紫水明|才気煥発|技巧伝承|文化人の絆|文明開化|明敏の絆|老練闊達,,step174_validate_repair_7_9,19098,19098,jinpo_result_db_7_part011.csv
step174_7_185126,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,衡軛,通常,7,EIK_0082|EIK_0089|EIK_0103|EIK_0084|EIK_0100|EIK_0099,山中鹿之介|村上義清|長野業正|高台院|竹中重門|明石全登,EIK_0082|EIK_0089|EIK_0103|EIK_0084|EIK_0100|EIK_0099,勇猛果敢|泰然自若|根性の絆|猛将の絆|老練闊達|明敏の絆|才気煥発,勇猛果敢|泰然自若|根性の絆|猛将の絆|老練闊達|明敏の絆|才気煥発,10928,6080,323,269,99,416,178,194,196,199,190,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),衡軛||通常||7||EIK_0082|EIK_0084|EIK_0089|EIK_0099|EIK_0100|EIK_0103||勇猛果敢|才気煥発|明敏の絆|根性の絆|泰然自若|猛将の絆|老練闊達,,step174_validate_repair_7_9,19072,19072,jinpo_result_db_7_part011.csv
step174_7_185127,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,衡軛,通常,7,EIK_0093|EIK_0256|EIK_0387|EIK_0099|EIK_0130|EIK_0190,大内義隆|魔女ルシア|朝倉義景(八雷)|明石全登|石田三成|三好長慶(生殺),EIK_0093|EIK_0256|EIK_0387|EIK_0099|EIK_0130|EIK_0190,山紫水明|技巧伝承|文化人の絆|文明開化|明敏の絆|才気煥発|雄材大略,山紫水明|技巧伝承|文化人の絆|文明開化|明敏の絆|才気煥発|雄材大略,11472,4083,0,0,289,849,296,525,510,485,539,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),衡軛||通常||7||EIK_0093|EIK_0099|EIK_0130|EIK_0190|EIK_0256|EIK_0387||山紫水明|才気煥発|技巧伝承|文化人の絆|文明開化|明敏の絆|雄材大略,,step174_validate_repair_7_9,19048,19048,jinpo_result_db_7_part011.csv
step174_7_185128,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,衡軛,通常,7,EIK_0093|EIK_0108|EIK_0387|EIK_0084|EIK_0099|EIK_0235,大内義隆|名古屋山三郎|朝倉義景(八雷)|高台院|明石全登|松永久秀(野望),EIK_0093|EIK_0108|EIK_0387|EIK_0084|EIK_0099|EIK_0235,山紫水明|技巧伝承|文化人の絆|文明開化|老練闊達|明敏の絆|才気煥発,山紫水明|技巧伝承|文化人の絆|文明開化|老練闊達|明敏の絆|才気煥発,10991,4790,72,0,304,735,292,467,450,455,452,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),衡軛||通常||7||EIK_0084|EIK_0093|EIK_0099|EIK_0108|EIK_0235|EIK_0387||山紫水明|才気煥発|技巧伝承|文化人の絆|文明開化|明敏の絆|老練闊達,,step174_validate_repair_7_9,19008,19008,jinpo_result_db_7_part011.csv
step174_7_185129,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,衡軛,通常,7,EIK_0082|EIK_0089|EIK_0103|EIK_0084|EIK_0100|EIK_0200,山中鹿之介|村上義清|長野業正|高台院|竹中重門|長尾景虎,EIK_0082|EIK_0089|EIK_0103|EIK_0084|EIK_0100|EIK_0200,勇猛果敢|泰然自若|根性の絆|猛将の絆|老練闊達|明敏の絆|才気煥発,勇猛果敢|泰然自若|根性の絆|猛将の絆|老練闊達|明敏の絆|才気煥発,10860,6040,327,269,98,435,178,196,199,204,193,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),衡軛||通常||7||EIK_0082|EIK_0084|EIK_0089|EIK_0100|EIK_0103|EIK_0200||勇猛果敢|才気煥発|明敏の絆|根性の絆|泰然自若|猛将の絆|老練闊達,,step174_validate_repair_7_9,18999,18999,jinpo_result_db_7_part011.csv
step174_7_185130,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,衡軛,通常,7,EIK_0061|EIK_0100|EIK_0099|EIK_0082|EIK_0089|EIK_0103,林崎甚助|竹中重門|明石全登|山中鹿之介|村上義清|長野業正,EIK_0061|EIK_0100|EIK_0099|EIK_0082|EIK_0089|EIK_0103,明敏の絆|才気煥発|老練闊達|勇猛果敢|泰然自若|根性の絆|猛将の絆,明敏の絆|才気煥発|老練闊達|勇猛果敢|泰然自若|根性の絆|猛将の絆,11079,5820,352,276,106,402,172,195,199,202,195,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),衡軛||通常||7||EIK_0061|EIK_0082|EIK_0089|EIK_0099|EIK_0100|EIK_0103||勇猛果敢|才気煥発|明敏の絆|根性の絆|泰然自若|猛将の絆|老練闊達,,step174_validate_repair_7_9,18998,18998,jinpo_result_db_7_part011.csv
step174_7_185131,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,衡軛,通常,7,EIK_0093|EIK_0108|EIK_0387|EIK_0061|EIK_0099|EIK_0235,大内義隆|名古屋山三郎|朝倉義景(八雷)|林崎甚助|明石全登|松永久秀(野望),EIK_0093|EIK_0108|EIK_0387|EIK_0061|EIK_0099|EIK_0235,山紫水明|技巧伝承|文化人の絆|文明開化|明敏の絆|才気煥発|老練闊達,山紫水明|技巧伝承|文化人の絆|文明開化|明敏の絆|才気煥発|老練闊達,11137,4603,78,0,324,714,283,469,456,459,462,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),衡軛||通常||7||EIK_0061|EIK_0093|EIK_0099|EIK_0108|EIK_0235|EIK_0387||山紫水明|才気煥発|技巧伝承|文化人の絆|文明開化|明敏の絆|老練闊達,,step174_validate_repair_7_9,18985,18985,jinpo_result_db_7_part011.csv
step174_7_185132,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,衡軛,通常,7,EIK_0093|EIK_0108|EIK_0387|EIK_0084|EIK_0200|EIK_0235,大内義隆|名古屋山三郎|朝倉義景(八雷)|高台院|長尾景虎|松永久秀(野望),EIK_0093|EIK_0108|EIK_0387|EIK_0084|EIK_0200|EIK_0235,山紫水明|技巧伝承|文化人の絆|文明開化|老練闊達|明敏の絆|才気煥発,山紫水明|技巧伝承|文化人の絆|文明開化|老練闊達|明敏の絆|才気煥発,10923,4760,73,0,300,765,292,472,456,466,458,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),衡軛||通常||7||EIK_0084|EIK_0093|EIK_0108|EIK_0200|EIK_0235|EIK_0387||山紫水明|才気煥発|技巧伝承|文化人の絆|文明開化|明敏の絆|老練闊達,,step174_validate_repair_7_9,18965,18965,jinpo_result_db_7_part011.csv
step174_7_185133,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,衡軛,通常,7,EIK_0093|EIK_0108|EIK_0387|EIK_0061|EIK_0200|EIK_0235,大内義隆|名古屋山三郎|朝倉義景(八雷)|林崎甚助|長尾景虎|松永久秀(野望),EIK_0093|EIK_0108|EIK_0387|EIK_0061|EIK_0200|EIK_0235,山紫水明|技巧伝承|文化人の絆|文明開化|明敏の絆|才気煥発|老練闊達,山紫水明|技巧伝承|文化人の絆|文明開化|明敏の絆|才気煥発|老練闊達,11069,4573,79,0,320,744,283,474,462,469,469,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),衡軛||通常||7||EIK_0061|EIK_0093|EIK_0108|EIK_0200|EIK_0235|EIK_0387||山紫水明|才気煥発|技巧伝承|文化人の絆|文明開化|明敏の絆|老練闊達,,step174_validate_repair_7_9,18942,18942,jinpo_result_db_7_part011.csv
step174_7_185134,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,衡軛,通常,7,EIK_0093|EIK_0256|EIK_0387|EIK_0099|EIK_0130|EIK_0187,大内義隆|魔女ルシア|朝倉義景(八雷)|明石全登|石田三成|今川義元(周年),EIK_0093|EIK_0256|EIK_0387|EIK_0099|EIK_0130|EIK_0187,山紫水明|技巧伝承|文化人の絆|文明開化|明敏の絆|才気煥発|雄材大略,山紫水明|技巧伝承|文化人の絆|文明開化|明敏の絆|才気煥発|雄材大略,11426,4085,0,0,288,831,297,510,492,485,522,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),衡軛||通常||7||EIK_0093|EIK_0099|EIK_0130|EIK_0187|EIK_0256|EIK_0387||山紫水明|才気煥発|技巧伝承|文化人の絆|文明開化|明敏の絆|雄材大略,,step174_validate_repair_7_9,18936,18936,jinpo_result_db_7_part011.csv
step174_7_185135,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,衡軛,通常,7,EIK_0093|EIK_0108|EIK_0387|EIK_0099|EIK_0130|EIK_0190,大内義隆|名古屋山三郎|朝倉義景(八雷)|明石全登|石田三成|三好長慶(生殺),EIK_0093|EIK_0108|EIK_0387|EIK_0099|EIK_0130|EIK_0190,山紫水明|技巧伝承|文化人の絆|文明開化|明敏の絆|才気煥発|雄材大略,山紫水明|技巧伝承|文化人の絆|文明開化|明敏の絆|才気煥発|雄材大略,11475,3890,0,0,304,848,297,537,526,510,544,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),衡軛||通常||7||EIK_0093|EIK_0099|EIK_0108|EIK_0130|EIK_0190|EIK_0387||山紫水明|才気煥発|技巧伝承|文化人の絆|文明開化|明敏の絆|雄材大略,,step174_validate_repair_7_9,18931,18931,jinpo_result_db_7_part011.csv
