result_id,record_type,source_file,formation,grade3_flag,bond_count,eiketsu_ids,eiketsu_names,bond_ids,bond_names,生命,気合,腕力,耐久力,器用さ,知力,魅力,土属性,水属性,火属性,風属性,stat_status,stat_note,calc_source,calc_formula,duplicate_key,calc_warning,calc_filled_at_step,総合値,total_score,top300_source_file,sort_key,sort_value
G3ON5_魚鱗_155,GRADE3_ONLY_5INEN_RESULT_TOP300,step122_grade3_5_top300_rebuild,魚鱗,等級3以下ON,5,EIK_0046|EIK_0090|EIK_0266|EIK_0298|EIK_0353|EIK_0354,大熊朝秀|渡辺守綱|愛弟子ノア|色部勝長|福島勝広|北条綱成,武芸の絆|古神道の絆|長寿の絆|猛将の絆|明敏の絆,武芸の絆|古神道の絆|長寿の絆|猛将の絆|明敏の絆,5460,4309,168,104,39,109,0,35,28,28,34,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||等級3以下ON||5||EIK_0046|EIK_0090|EIK_0266|EIK_0298|EIK_0353|EIK_0354||武芸の絆|古神道の絆|長寿の絆|猛将の絆|明敏の絆,,step171_new_formula_rebuild,10314,10314,jinpo_result_db_5.csv,気合,4309
G3ON5_魚鱗_145,GRADE3_ONLY_5INEN_RESULT_TOP300,step122_grade3_5_top300_rebuild,魚鱗,等級3以下ON,5,EIK_0046|EIK_0090|EIK_0266|EIK_0041|EIK_0353|EIK_0354,大熊朝秀|渡辺守綱|愛弟子ノア|井伊直政|福島勝広|北条綱成,武芸の絆|古神道の絆|長寿の絆|猛将の絆|明敏の絆,武芸の絆|古神道の絆|長寿の絆|猛将の絆|明敏の絆,5460,4309,165,104,39,109,0,35,28,29,33,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||等級3以下ON||5||EIK_0041|EIK_0046|EIK_0090|EIK_0266|EIK_0353|EIK_0354||武芸の絆|古神道の絆|長寿の絆|猛将の絆|明敏の絆,,step171_new_formula_rebuild,10311,10311,jinpo_result_db_5.csv,気合,4309
G3ON5_魚鱗_154,GRADE3_ONLY_5INEN_RESULT_TOP300,step122_grade3_5_top300_rebuild,魚鱗,等級3以下ON,5,EIK_0046|EIK_0090|EIK_0266|EIK_0181|EIK_0353|EIK_0354,大熊朝秀|渡辺守綱|愛弟子ノア|本多忠勝|福島勝広|北条綱成,武芸の絆|古神道の絆|長寿の絆|猛将の絆|明敏の絆,武芸の絆|古神道の絆|長寿の絆|猛将の絆|明敏の絆,5460,4309,161,101,40,109,0,35,28,28,34,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||等級3以下ON||5||EIK_0046|EIK_0090|EIK_0181|EIK_0266|EIK_0353|EIK_0354||武芸の絆|古神道の絆|長寿の絆|猛将の絆|明敏の絆,,step171_new_formula_rebuild,10305,10305,jinpo_result_db_5.csv,気合,4309
G3ON5_魚鱗_196,GRADE3_ONLY_5INEN_RESULT_TOP300,step122_grade3_5_top300_rebuild,魚鱗,等級3以下ON,5,EIK_0146|EIK_0272|EIK_0327|EIK_0046|EIK_0293|EIK_0362,室賀正武|岡部元信|鈴木重朝|大熊朝秀|氏家卜全|可児才蔵,武士道の絆|召喚術の絆|野心家の絆|猛将の絆|世渡り上手の絆,武士道の絆|召喚術の絆|野心家の絆|猛将の絆|世渡り上手の絆,5410,4305,67,83,0,131,143,28,24,24,28,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||等級3以下ON||5||EIK_0046|EIK_0146|EIK_0272|EIK_0293|EIK_0327|EIK_0362||武士道の絆|召喚術の絆|野心家の絆|猛将の絆|世渡り上手の絆,,step171_new_formula_rebuild,10243,10243,jinpo_result_db_5.csv,気合,4305
G3ON5_魚鱗_270,GRADE3_ONLY_5INEN_RESULT_TOP300,step122_grade3_5_top300_rebuild,魚鱗,等級3以下ON,5,EIK_0063|EIK_0272|EIK_0327|EIK_0362|EIK_0273|EIK_0319,山上道及|岡部元信|鈴木重朝|可児才蔵|岡部正綱|北条高広,武士道の絆|殺陣の絆|野心家の絆|猛将の絆|世渡り上手の絆,武士道の絆|殺陣の絆|野心家の絆|猛将の絆|世渡り上手の絆,5450,4302,149,48,45,112,137,0,0,0,0,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||等級3以下ON||5||EIK_0063|EIK_0272|EIK_0273|EIK_0319|EIK_0327|EIK_0362||武士道の絆|殺陣の絆|野心家の絆|猛将の絆|世渡り上手の絆,,step171_new_formula_rebuild,10243,10243,jinpo_result_db_5.csv,気合,4302
G3ON5_魚鱗_255,GRADE3_ONLY_5INEN_RESULT_TOP300,step122_grade3_5_top300_rebuild,魚鱗,等級3以下ON,5,EIK_0005|EIK_0272|EIK_0327|EIK_0362|EIK_0273|EIK_0319,薄田兼相|岡部元信|鈴木重朝|可児才蔵|岡部正綱|北条高広,武士道の絆|剣豪の絆|野心家の絆|猛将の絆|世渡り上手の絆,武士道の絆|剣豪の絆|野心家の絆|猛将の絆|世渡り上手の絆,5415,4294,173,49,74,70,137,0,0,0,0,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||等級3以下ON||5||EIK_0005|EIK_0272|EIK_0273|EIK_0319|EIK_0327|EIK_0362||武士道の絆|剣豪の絆|野心家の絆|猛将の絆|世渡り上手の絆,,step171_new_formula_rebuild,10212,10212,jinpo_result_db_5.csv,気合,4294
G3ON5_魚鱗_280,GRADE3_ONLY_5INEN_RESULT_TOP300,step122_grade3_5_top300_rebuild,魚鱗,等級3以下ON,5,EIK_0005|EIK_0272|EIK_0273|EIK_0362|EIK_0293|EIK_0319,薄田兼相|岡部元信|岡部正綱|可児才蔵|氏家卜全|北条高広,武士道の絆|剣豪の絆|野心家の絆|猛将の絆|世渡り上手の絆,武士道の絆|剣豪の絆|野心家の絆|猛将の絆|世渡り上手の絆,5330,4294,187,47,74,76,139,0,0,0,0,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||等級3以下ON||5||EIK_0005|EIK_0272|EIK_0273|EIK_0293|EIK_0319|EIK_0362||武士道の絆|剣豪の絆|野心家の絆|猛将の絆|世渡り上手の絆,,step171_new_formula_rebuild,10147,10147,jinpo_result_db_5.csv,気合,4294
G3ON5_魚鱗_283,GRADE3_ONLY_5INEN_RESULT_TOP300,step122_grade3_5_top300_rebuild,魚鱗,等級3以下ON,5,EIK_0319|EIK_0327|EIK_0005|EIK_0273|EIK_0293|EIK_0362,北条高広|鈴木重朝|薄田兼相|岡部正綱|氏家卜全|可児才蔵,武士道の絆|剣豪の絆|野心家の絆|猛将の絆|世渡り上手の絆,武士道の絆|剣豪の絆|野心家の絆|猛将の絆|世渡り上手の絆,5330,4294,182,47,75,76,140,0,0,0,0,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||等級3以下ON||5||EIK_0005|EIK_0273|EIK_0293|EIK_0319|EIK_0327|EIK_0362||武士道の絆|剣豪の絆|野心家の絆|猛将の絆|世渡り上手の絆,,step171_new_formula_rebuild,10144,10144,jinpo_result_db_5.csv,気合,4294
step101_new_eiketsu_魚鱗_7_000245,RULE103_RECALCULATED_RESULT,step101_new_eiketsu_generated_rows_7_9.csv,魚鱗,通常,5,山中鹿之介|甲斐姫(鷹爪)|井伊直虎|榊原康政|井伊直政|柴田勝家(風雲),山中鹿之介|甲斐姫(鷹爪)|井伊直虎|榊原康政|井伊直政|柴田勝家(風雲),侍|意気衝天|武芸の絆|猛将の絆|もののふ,侍|意気衝天|武芸の絆|猛将の絆|もののふ,7109,4286,477,165,184,65,45,0,0,0,0,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||5||山中鹿之介|甲斐姫(鷹爪)|井伊直虎|榊原康政|井伊直政|柴田勝家(風雲)||1-2-3:侍|1-2-3:意気衝天|5-6-1:武芸の絆|5-6-1:猛将の絆|5-6-1:もののふ,fallback_hero_stats:甲斐姫(鷹爪),step171_new_formula_rebuild,12331,12331,jinpo_result_db_5.csv,気合,4286
G3ON5_魚鱗_174,GRADE3_ONLY_5INEN_RESULT_TOP300,step122_grade3_5_top300_rebuild,魚鱗,等級3以下ON,5,EIK_0103|EIK_0272|EIK_0327|EIK_0049|EIK_0273|EIK_0362,長野業正|岡部元信|鈴木重朝|鈴木元信|岡部正綱|可児才蔵,武士道の絆|長寿の絆|猛将の絆|世渡り上手の絆|根性の絆,武士道の絆|長寿の絆|猛将の絆|世渡り上手の絆|根性の絆,5637,4285,73,211,0,0,153,60,52,52,52,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||等級3以下ON||5||EIK_0049|EIK_0103|EIK_0272|EIK_0273|EIK_0327|EIK_0362||武士道の絆|長寿の絆|猛将の絆|世渡り上手の絆|根性の絆,,step171_new_formula_rebuild,10575,10575,jinpo_result_db_5.csv,気合,4285
G3ON5_魚鱗_218,GRADE3_ONLY_5INEN_RESULT_TOP300,step122_grade3_5_top300_rebuild,魚鱗,等級3以下ON,5,EIK_0103|EIK_0273|EIK_0327|EIK_0049|EIK_0293|EIK_0362,長野業正|岡部正綱|鈴木重朝|鈴木元信|氏家卜全|可児才蔵,武士道の絆|長寿の絆|猛将の絆|世渡り上手の絆|根性の絆,武士道の絆|長寿の絆|猛将の絆|世渡り上手の絆|根性の絆,5548,4285,78,202,0,0,156,60,53,52,52,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||等級3以下ON||5||EIK_0049|EIK_0103|EIK_0273|EIK_0293|EIK_0327|EIK_0362||武士道の絆|長寿の絆|猛将の絆|世渡り上手の絆|根性の絆,,step171_new_formula_rebuild,10486,10486,jinpo_result_db_5.csv,気合,4285
G3ON5_魚鱗_222,GRADE3_ONLY_5INEN_RESULT_TOP300,step122_grade3_5_top300_rebuild,魚鱗,等級3以下ON,5,EIK_0103|EIK_0272|EIK_0273|EIK_0049|EIK_0293|EIK_0362,長野業正|岡部元信|岡部正綱|鈴木元信|氏家卜全|可児才蔵,武士道の絆|長寿の絆|猛将の絆|世渡り上手の絆|根性の絆,武士道の絆|長寿の絆|猛将の絆|世渡り上手の絆|根性の絆,5548,4285,80,202,0,0,153,60,53,52,52,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||等級3以下ON||5||EIK_0049|EIK_0103|EIK_0272|EIK_0273|EIK_0293|EIK_0362||武士道の絆|長寿の絆|猛将の絆|世渡り上手の絆|根性の絆,,step171_new_formula_rebuild,10485,10485,jinpo_result_db_5.csv,気合,4285
G3ON5_魚鱗_231,GRADE3_ONLY_5INEN_RESULT_TOP300,step122_grade3_5_top300_rebuild,魚鱗,等級3以下ON,5,EIK_0103|EIK_0272|EIK_0319|EIK_0049|EIK_0293|EIK_0362,長野業正|岡部元信|北条高広|鈴木元信|氏家卜全|可児才蔵,武士道の絆|野心家の絆|長寿の絆|猛将の絆|根性の絆,武士道の絆|野心家の絆|長寿の絆|猛将の絆|根性の絆,5548,4285,80,202,0,84,55,60,53,52,52,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||等級3以下ON||5||EIK_0049|EIK_0103|EIK_0272|EIK_0293|EIK_0319|EIK_0362||武士道の絆|野心家の絆|長寿の絆|猛将の絆|根性の絆,,step171_new_formula_rebuild,10471,10471,jinpo_result_db_5.csv,気合,4285
G3ON5_魚鱗_271,GRADE3_ONLY_5INEN_RESULT_TOP300,step122_grade3_5_top300_rebuild,魚鱗,等級3以下ON,5,EIK_0005|EIK_0272|EIK_0327|EIK_0049|EIK_0046|EIK_0319,薄田兼相|岡部元信|鈴木重朝|鈴木元信|大熊朝秀|北条高広,武士道の絆|剣豪の絆|野心家の絆|猛将の絆|世渡り上手の絆,武士道の絆|剣豪の絆|野心家の絆|猛将の絆|世渡り上手の絆,5605,4282,154,48,71,80,142,0,0,0,0,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||等級3以下ON||5||EIK_0005|EIK_0046|EIK_0049|EIK_0272|EIK_0319|EIK_0327||武士道の絆|剣豪の絆|野心家の絆|猛将の絆|世渡り上手の絆,,step171_new_formula_rebuild,10382,10382,jinpo_result_db_5.csv,気合,4282
G3ON5_魚鱗_293,GRADE3_ONLY_5INEN_RESULT_TOP300,step122_grade3_5_top300_rebuild,魚鱗,等級3以下ON,5,EIK_0090|EIK_0272|EIK_0327|EIK_0041|EIK_0049|EIK_0293,渡辺守綱|岡部元信|鈴木重朝|井伊直政|鈴木元信|氏家卜全,武士道の絆|武芸の絆|長寿の絆|猛将の絆|世渡り上手の絆,武士道の絆|武芸の絆|長寿の絆|猛将の絆|世渡り上手の絆,5515,4277,157,167,42,0,157,0,0,0,0,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||等級3以下ON||5||EIK_0041|EIK_0049|EIK_0090|EIK_0272|EIK_0293|EIK_0327||武士道の絆|武芸の絆|長寿の絆|猛将の絆|世渡り上手の絆,,step171_new_formula_rebuild,10315,10315,jinpo_result_db_5.csv,気合,4277
step104_pair_魚鱗_5_0002178,RULE104_FISH_HOEN_PAIR_RESULT,step104_pair_generated_from_step103,魚鱗,通常,5,母里太兵衛|柴田勝家(風雲)|加藤清正|九鬼嘉隆|原虎胤|森田浄曇,母里太兵衛|柴田勝家(風雲)|加藤清正|九鬼嘉隆|原虎胤|森田浄曇,猛将の絆|勇猛果敢|鬼の絆|もののふ|一気呵成,猛将の絆|勇猛果敢|鬼の絆|もののふ|一気呵成,7090,1554,810,206,203,0,63,0,0,0,0,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||5||母里太兵衛|柴田勝家(風雲)|加藤清正|九鬼嘉隆|原虎胤|森田浄曇||1-2-3:猛将の絆|1-2-3:勇猛果敢|3-4-5:鬼の絆|3-4-5:もののふ|5-6-1:一気呵成,,step171_new_formula_rebuild,9926,9926,jinpo_result_db_5.csv,腕力,810
step104_pair_魚鱗_5_0002179,RULE104_FISH_HOEN_PAIR_RESULT,step104_pair_generated_from_step103,魚鱗,通常,5,柴田勝家(風雲)|下津一通|小松姫|明智光秀(闇)|前田利家(兎忍)|山中鹿之介,柴田勝家(風雲)|下津一通|小松姫|明智光秀(闇)|前田利家(兎忍)|山中鹿之介,戦場の華|勇猛果敢|武芸の絆|猛将の絆|もののふ,戦場の華|勇猛果敢|武芸の絆|猛将の絆|もののふ,6645,1448,662,125,207,46,119,0,0,0,0,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||5||柴田勝家(風雲)|下津一通|小松姫|明智光秀(闇)|前田利家(兎忍)|山中鹿之介||3-4-5:戦場の華|3-4-5:勇猛果敢|5-6-1:武芸の絆|5-6-1:猛将の絆|5-6-1:もののふ,,step171_new_formula_rebuild,9252,9252,jinpo_result_db_5.csv,腕力,662
step104_pair_魚鱗_5_0002336,RULE104_FISH_HOEN_PAIR_RESULT,step104_pair_generated_from_step103,魚鱗,通常,5,谷忠澄|魔女ルシア|真柄直隆|井伊直虎|明智光秀(闇)|柳生宗矩,谷忠澄|魔女ルシア|真柄直隆|井伊直虎|明智光秀(闇)|柳生宗矩,文明開化|竜飛鳳舞|豪傑|勇猛果敢|多芸多才,文明開化|竜飛鳳舞|豪傑|勇猛果敢|多芸多才,7357,867,566,88,234,269,185,116,132,134,124,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||5||谷忠澄|魔女ルシア|真柄直隆|井伊直虎|明智光秀(闇)|柳生宗矩||1-2-3:文明開化|1-2-3:竜飛鳳舞|3-4-5:豪傑|3-4-5:勇猛果敢|5-6-1:多芸多才,,step171_new_formula_rebuild,10072,10072,jinpo_result_db_5.csv,腕力,566
step101_new_eiketsu_魚鱗_7_007034,RULE103_RECALCULATED_RESULT,step101_new_eiketsu_generated_rows_7_9.csv,魚鱗,通常,5,山中鹿之介|甲斐姫(鷹爪)|井伊直虎|鈴木重意|井伊直政|井伊直政(勇猛),山中鹿之介|甲斐姫(鷹爪)|井伊直虎|鈴木重意|井伊直政|井伊直政(勇猛),侍|意気衝天|武芸の絆|猛将の絆|もののふ,侍|意気衝天|武芸の絆|猛将の絆|もののふ,7161,4664,525,177,209,76,52,0,0,0,0,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||5||山中鹿之介|甲斐姫(鷹爪)|井伊直虎|鈴木重意|井伊直政|井伊直政(勇猛)||1-2-3:侍|1-2-3:意気衝天|5-6-1:武芸の絆|5-6-1:猛将の絆|5-6-1:もののふ,fallback_hero_stats:甲斐姫(鷹爪),step171_new_formula_rebuild,12864,12864,jinpo_result_db_5.csv,腕力,525
step101_new_eiketsu_魚鱗_7_000161,RULE103_RECALCULATED_RESULT,step101_new_eiketsu_generated_rows_7_9.csv,魚鱗,通常,5,山中鹿之介|甲斐姫(鷹爪)|井伊直虎|鈴木重意|井伊直政|柴田勝家(風雲),山中鹿之介|甲斐姫(鷹爪)|井伊直虎|鈴木重意|井伊直政|柴田勝家(風雲),侍|意気衝天|武芸の絆|猛将の絆|もののふ,侍|意気衝天|武芸の絆|猛将の絆|もののふ,7300,4497,523,176,201,68,49,0,0,0,0,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||5||山中鹿之介|甲斐姫(鷹爪)|井伊直虎|鈴木重意|井伊直政|柴田勝家(風雲)||1-2-3:侍|1-2-3:意気衝天|5-6-1:武芸の絆|5-6-1:猛将の絆|5-6-1:もののふ,fallback_hero_stats:甲斐姫(鷹爪),step171_new_formula_rebuild,12814,12814,jinpo_result_db_5.csv,腕力,523
step104_pair_魚鱗_5_0002337,RULE104_FISH_HOEN_PAIR_RESULT,step104_pair_generated_from_step103,魚鱗,通常,5,真柄直隆|柳生宗矩|谷忠澄|魔女ルシア|佐々木小次郎(涼)|林崎甚助,真柄直隆|柳生宗矩|谷忠澄|魔女ルシア|佐々木小次郎(涼)|林崎甚助,文明開化|多芸多才|竜飛鳳舞|武芸の絆|剣豪の絆,文明開化|多芸多才|竜飛鳳舞|武芸の絆|剣豪の絆,7022,0,523,108,281,240,170,130,120,124,132,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||5||真柄直隆|柳生宗矩|谷忠澄|魔女ルシア|佐々木小次郎(涼)|林崎甚助||1-2-3:文明開化|1-2-3:多芸多才|3-4-5:竜飛鳳舞|5-6-1:武芸の絆|5-6-1:剣豪の絆,,step171_new_formula_rebuild,8850,8850,jinpo_result_db_5.csv,腕力,523
step101_new_eiketsu_魚鱗_7_000649,RULE103_RECALCULATED_RESULT,step101_new_eiketsu_generated_rows_7_9.csv,魚鱗,通常,5,山中鹿之介|長野業正|村上義清|明智光秀(闇)|山県昌景(泰然)|尼子晴久,山中鹿之介|長野業正|村上義清|明智光秀(闇)|山県昌景(泰然)|尼子晴久,猛将の絆|根性の絆|泰然自若|勇猛果敢|もののふ,猛将の絆|根性の絆|泰然自若|勇猛果敢|もののふ,7669,1768,518,350,193,0,82,191,201,214,201,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||5||山中鹿之介|長野業正|村上義清|明智光秀(闇)|山県昌景(泰然)|尼子晴久||1-2-3:猛将の絆|1-2-3:根性の絆|1-2-3:泰然自若|1-2-3:勇猛果敢|3-4-5:もののふ,fallback_hero_stats:尼子晴久,step171_new_formula_rebuild,11387,11387,jinpo_result_db_5.csv,腕力,518
step104_pair_魚鱗_5_0002339,RULE104_FISH_HOEN_PAIR_RESULT,step104_pair_generated_from_step103,魚鱗,通常,5,谷忠澄|魔女ルシア|佐々木小次郎(涼)|真田幸村|真柄直隆|柳生宗矩,谷忠澄|魔女ルシア|佐々木小次郎(涼)|真田幸村|真柄直隆|柳生宗矩,竜飛鳳舞|武芸の絆|剣豪の絆|文明開化|多芸多才,竜飛鳳舞|武芸の絆|剣豪の絆|文明開化|多芸多才,6779,0,512,103,262,221,164,114,105,110,114,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||5||谷忠澄|魔女ルシア|佐々木小次郎(涼)|真田幸村|真柄直隆|柳生宗矩||1-2-3:竜飛鳳舞|3-4-5:武芸の絆|3-4-5:剣豪の絆|5-6-1:文明開化|5-6-1:多芸多才,,step171_new_formula_rebuild,8484,8484,jinpo_result_db_5.csv,腕力,512
step101_new_eiketsu_魚鱗_7_000608,RULE103_RECALCULATED_RESULT,step101_new_eiketsu_generated_rows_7_9.csv,魚鱗,通常,5,山中鹿之介|柴田勝家(風雲)|村上義清|長野業正|山県昌景(泰然)|尼子晴久,山中鹿之介|柴田勝家(風雲)|村上義清|長野業正|山県昌景(泰然)|尼子晴久,猛将の絆|もののふ|勇猛果敢|根性の絆|泰然自若,猛将の絆|もののふ|勇猛果敢|根性の絆|泰然自若,7607,1710,511,333,191,0,77,184,187,211,194,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||5||山中鹿之介|柴田勝家(風雲)|村上義清|長野業正|山県昌景(泰然)|尼子晴久||1-2-3:猛将の絆|1-2-3:もののふ|1-2-3:勇猛果敢|3-4-5:根性の絆|3-4-5:泰然自若,fallback_hero_stats:尼子晴久,step171_new_formula_rebuild,11205,11205,jinpo_result_db_5.csv,腕力,511
step101_new_eiketsu_魚鱗_7_000598,RULE103_RECALCULATED_RESULT,step101_new_eiketsu_generated_rows_7_9.csv,魚鱗,通常,5,山中鹿之介|井伊直政(勇猛)|村上義清|長野業正|山県昌景(泰然)|尼子晴久,山中鹿之介|井伊直政(勇猛)|村上義清|長野業正|山県昌景(泰然)|尼子晴久,猛将の絆|もののふ|勇猛果敢|根性の絆|泰然自若,猛将の絆|もののふ|勇猛果敢|根性の絆|泰然自若,7468,1776,511,334,199,0,82,193,199,222,205,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||5||山中鹿之介|井伊直政(勇猛)|村上義清|長野業正|山県昌景(泰然)|尼子晴久||1-2-3:猛将の絆|1-2-3:もののふ|1-2-3:勇猛果敢|3-4-5:根性の絆|3-4-5:泰然自若,fallback_hero_stats:尼子晴久,step171_new_formula_rebuild,11189,11189,jinpo_result_db_5.csv,腕力,511
