result_id,record_type,source_file,formation,grade3_flag,bond_count,eiketsu_ids,eiketsu_names,eiketsu_internal_ids,bond_ids,bond_names,生命,気合,腕力,耐久力,器用さ,知力,魅力,土属性,水属性,火属性,風属性,stat_status,stat_note,calc_source,calc_formula,duplicate_key,calc_warning,calc_filled_at_step,総合値,total_score,top300_source_file,sort_key,sort_value
step174_8_014180,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_8.csv,魚鱗,通常,8,EIK_0054|EIK_0003|EIK_0387|EIK_0108|EIK_0093|EIK_0022,斎藤利三(神祇)|竹中半兵衛(右腕)|朝倉義景(八雷)|名古屋山三郎|大内義隆|佐竹義重,EIK_0054|EIK_0003|EIK_0387|EIK_0108|EIK_0093|EIK_0022,陰陽師|立役者|山紫水明|文化人の絆|技巧伝承|文明開化|才腕の絆|知勇兼備,陰陽師|立役者|山紫水明|文化人の絆|技巧伝承|文明開化|才腕の絆|知勇兼備,11903,1563,63,93,521,595,359,833,859,858,833,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||8||EIK_0003|EIK_0022|EIK_0054|EIK_0093|EIK_0108|EIK_0387||山紫水明|才腕の絆|技巧伝承|文化人の絆|文明開化|知勇兼備|立役者|陰陽師,,step174_validate_repair_7_9,18480,18480,jinpo_result_db_8.csv,土属性,833
step174_8_014690,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_8.csv,魚鱗,通常,8,EIK_0071|EIK_0017|EIK_0093|EIK_0114|EIK_0256|EIK_0386,納涼忍お綾|堀秀政|大内義隆|細川藤孝(立役)|魔女ルシア|小田氏治,EIK_0071|EIK_0017|EIK_0093|EIK_0114|EIK_0256|EIK_0386,才腕の絆|技巧伝承|文明開化|多芸多才|山紫水明|文化人の絆|流行創出|能鷹隠爪,才腕の絆|技巧伝承|文明開化|多芸多才|山紫水明|文化人の絆|流行創出|能鷹隠爪,12150,985,80,161,519,450,418,832,850,837,883,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||8||EIK_0017|EIK_0071|EIK_0093|EIK_0114|EIK_0256|EIK_0386||多芸多才|山紫水明|才腕の絆|技巧伝承|文化人の絆|文明開化|流行創出|能鷹隠爪,,step174_validate_repair_7_9,18165,18165,jinpo_result_db_8.csv,土属性,832
step174_8_014800,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_8.csv,魚鱗,通常,8,EIK_0071|EIK_0017|EIK_0093|EIK_0129|EIK_0108|EIK_0082,納涼忍お綾|堀秀政|大内義隆|朝倉義景|名古屋山三郎|山中鹿之介,EIK_0071|EIK_0017|EIK_0093|EIK_0129|EIK_0108|EIK_0082,才腕の絆|技巧伝承|文明開化|多芸多才|山紫水明|文化人の絆|流行創出|戦場の華,才腕の絆|技巧伝承|文明開化|多芸多才|山紫水明|文化人の絆|流行創出|戦場の華,12147,936,178,69,578,479,449,832,784,835,812,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||8||EIK_0017|EIK_0071|EIK_0082|EIK_0093|EIK_0108|EIK_0129||多芸多才|山紫水明|戦場の華|才腕の絆|技巧伝承|文化人の絆|文明開化|流行創出,,step174_validate_repair_7_9,18099,18099,jinpo_result_db_8.csv,土属性,832
step174_8_016226,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_8.csv,魚鱗,通常,8,EIK_0071|EIK_0124|EIK_0093|EIK_0114|EIK_0108|EIK_0239,納涼忍お綾|黒田官兵衛|大内義隆|細川藤孝(立役)|名古屋山三郎|真田幸村(水練),EIK_0071|EIK_0124|EIK_0093|EIK_0114|EIK_0108|EIK_0239,才腕の絆|多芸多才|山紫水明|技巧伝承|文明開化|文化人の絆|流行創出|洒落者の絆,才腕の絆|多芸多才|山紫水明|技巧伝承|文明開化|文化人の絆|流行創出|洒落者の絆,11552,897,94,64,528,393,411,832,998,832,843,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||8||EIK_0071|EIK_0093|EIK_0108|EIK_0114|EIK_0124|EIK_0239||多芸多才|山紫水明|才腕の絆|技巧伝承|文化人の絆|文明開化|洒落者の絆|流行創出,,step174_validate_repair_7_9,17444,17444,jinpo_result_db_8.csv,土属性,832
step174_8_013053,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_8.csv,魚鱗,通常,8,EIK_0064|EIK_0017|EIK_0093|EIK_0114|EIK_0091|EIK_0086,雑賀孫市(道化)|堀秀政|大内義隆|細川藤孝(立役)|豊臣秀次|毛利勝永,EIK_0064|EIK_0017|EIK_0093|EIK_0114|EIK_0091|EIK_0086,才腕の絆|技巧伝承|文明開化|多芸多才|山紫水明|文化人の絆|知勇兼備|流行創出,才腕の絆|技巧伝承|文明開化|多芸多才|山紫水明|文化人の絆|知勇兼備|流行創出,12596,1720,145,129,584,448,373,830,867,891,877,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||8||EIK_0017|EIK_0064|EIK_0086|EIK_0091|EIK_0093|EIK_0114||多芸多才|山紫水明|才腕の絆|技巧伝承|文化人の絆|文明開化|流行創出|知勇兼備,,step174_validate_repair_7_9,19460,19460,jinpo_result_db_8.csv,土属性,830
step174_8_013616,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_8.csv,魚鱗,通常,8,EIK_0071|EIK_0075|EIK_0091|EIK_0092|EIK_0093|EIK_0017,納涼忍お綾|島津豊久|豊臣秀次|細川忠興(山紫)|大内義隆|堀秀政,EIK_0071|EIK_0075|EIK_0091|EIK_0092|EIK_0093|EIK_0017,知勇兼備|流行創出|山紫水明|文化人の絆|才腕の絆|多芸多才|技巧伝承|文明開化,知勇兼備|流行創出|山紫水明|文化人の絆|才腕の絆|多芸多才|技巧伝承|文明開化,11975,1747,154,123,661,472,353,830,879,861,881,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||8||EIK_0017|EIK_0071|EIK_0075|EIK_0091|EIK_0092|EIK_0093||多芸多才|山紫水明|才腕の絆|技巧伝承|文化人の絆|文明開化|流行創出|知勇兼備,,step174_validate_repair_7_9,18936,18936,jinpo_result_db_8.csv,土属性,830
step174_8_013848,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_8.csv,魚鱗,通常,8,EIK_0071|EIK_0197|EIK_0092|EIK_0129|EIK_0093|EIK_0017,納涼忍お綾|足利義輝(野望)|細川忠興(山紫)|朝倉義景|大内義隆|堀秀政,EIK_0071|EIK_0197|EIK_0092|EIK_0129|EIK_0093|EIK_0017,豪傑|流行創出|山紫水明|文化人の絆|才腕の絆|多芸多才|技巧伝承|文明開化,豪傑|流行創出|山紫水明|文化人の絆|才腕の絆|多芸多才|技巧伝承|文明開化,12017,1861,238,70,631,399,281,830,807,793,816,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||8||EIK_0017|EIK_0071|EIK_0092|EIK_0093|EIK_0129|EIK_0197||多芸多才|山紫水明|才腕の絆|技巧伝承|文化人の絆|文明開化|流行創出|豪傑,,step174_validate_repair_7_9,18743,18743,jinpo_result_db_8.csv,土属性,830
step174_8_014009,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_8.csv,魚鱗,通常,8,EIK_0071|EIK_0017|EIK_0093|EIK_0114|EIK_0256|EIK_0082,納涼忍お綾|堀秀政|大内義隆|細川藤孝(立役)|魔女ルシア|山中鹿之介,EIK_0071|EIK_0017|EIK_0093|EIK_0114|EIK_0256|EIK_0082,才腕の絆|技巧伝承|文明開化|多芸多才|山紫水明|文化人の絆|流行創出|戦場の華,才腕の絆|技巧伝承|文明開化|多芸多才|山紫水明|文化人の絆|流行創出|戦場の華,12375,1025,166,69,574,489,465,830,846,883,886,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||8||EIK_0017|EIK_0071|EIK_0082|EIK_0093|EIK_0114|EIK_0256||多芸多才|山紫水明|戦場の華|才腕の絆|技巧伝承|文化人の絆|文明開化|流行創出,,step174_validate_repair_7_9,18608,18608,jinpo_result_db_8.csv,土属性,830
step174_8_015341,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_8.csv,魚鱗,通常,8,EIK_0071|EIK_0017|EIK_0093|EIK_0129|EIK_0108|EIK_0089,納涼忍お綾|堀秀政|大内義隆|朝倉義景|名古屋山三郎|村上義清,EIK_0071|EIK_0017|EIK_0093|EIK_0129|EIK_0108|EIK_0089,才腕の絆|技巧伝承|文明開化|多芸多才|山紫水明|文化人の絆|流行創出|戦場の華,才腕の絆|技巧伝承|文明開化|多芸多才|山紫水明|文化人の絆|流行創出|戦場の華,11900,926,180,68,569,485,448,830,801,808,814,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||8||EIK_0017|EIK_0071|EIK_0089|EIK_0093|EIK_0108|EIK_0129||多芸多才|山紫水明|戦場の華|才腕の絆|技巧伝承|文化人の絆|文明開化|流行創出,,step174_validate_repair_7_9,17829,17829,jinpo_result_db_8.csv,土属性,830
step174_8_014376,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_8.csv,魚鱗,通常,8,EIK_0071|EIK_0017|EIK_0093|EIK_0114|EIK_0256|EIK_0089,納涼忍お綾|堀秀政|大内義隆|細川藤孝(立役)|魔女ルシア|村上義清,EIK_0071|EIK_0017|EIK_0093|EIK_0114|EIK_0256|EIK_0089,才腕の絆|技巧伝承|文明開化|多芸多才|山紫水明|文化人の絆|流行創出|戦場の華,才腕の絆|技巧伝承|文明開化|多芸多才|山紫水明|文化人の絆|流行創出|戦場の華,12131,1015,168,68,565,496,462,829,862,855,889,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||8||EIK_0017|EIK_0071|EIK_0089|EIK_0093|EIK_0114|EIK_0256||多芸多才|山紫水明|戦場の華|才腕の絆|技巧伝承|文化人の絆|文明開化|流行創出,,step174_validate_repair_7_9,18340,18340,jinpo_result_db_8.csv,土属性,829
step174_8_013861,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_8.csv,魚鱗,通常,8,EIK_0054|EIK_0034|EIK_0387|EIK_0108|EIK_0093|EIK_0022,斎藤利三(神祇)|直江兼続(王佐)|朝倉義景(八雷)|名古屋山三郎|大内義隆|佐竹義重,EIK_0054|EIK_0034|EIK_0387|EIK_0108|EIK_0093|EIK_0022,陰陽師|立役者|技巧伝承|山紫水明|文化人の絆|文明開化|才腕の絆|知勇兼備,陰陽師|立役者|技巧伝承|山紫水明|文化人の絆|文明開化|才腕の絆|知勇兼備,12217,1545,64,97,512,590,363,828,848,842,825,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||8||EIK_0022|EIK_0034|EIK_0054|EIK_0093|EIK_0108|EIK_0387||山紫水明|才腕の絆|技巧伝承|文化人の絆|文明開化|知勇兼備|立役者|陰陽師,,step174_validate_repair_7_9,18731,18731,jinpo_result_db_8.csv,土属性,828
step174_8_014571,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_8.csv,魚鱗,通常,8,EIK_0071|EIK_0017|EIK_0093|EIK_0254|EIK_0108|EIK_0244,納涼忍お綾|堀秀政|大内義隆|北条氏政(獅子)|名古屋山三郎|前田慶次(野望),EIK_0071|EIK_0017|EIK_0093|EIK_0254|EIK_0108|EIK_0244,才腕の絆|技巧伝承|文明開化|多芸多才|傾奇者|流行創出|洒落者の絆|戦場の華,才腕の絆|技巧伝承|文明開化|多芸多才|傾奇者|流行創出|洒落者の絆|戦場の華,11970,988,273,111,424,412,641,828,840,856,878,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||8||EIK_0017|EIK_0071|EIK_0093|EIK_0108|EIK_0244|EIK_0254||傾奇者|多芸多才|戦場の華|才腕の絆|技巧伝承|文明開化|洒落者の絆|流行創出,,step174_validate_repair_7_9,18221,18221,jinpo_result_db_8.csv,土属性,828
step174_8_013157,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_8.csv,魚鱗,通常,8,EIK_0001|EIK_0015|EIK_0012|EIK_0247|EIK_0091|EIK_0020,豊臣秀長|武田晴信|前田利家(雄材)|島左近|豊臣秀次|北条氏照(剛柔),EIK_0001|EIK_0015|EIK_0012|EIK_0247|EIK_0091|EIK_0020,摂理探究|謀略家|雄材大略|流行創出|柔能制剛|知将の絆|立役者|技巧伝承,摂理探究|謀略家|雄材大略|流行創出|柔能制剛|知将の絆|立役者|技巧伝承,12485,1978,156,26,272,977,151,827,810,857,824,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||8||EIK_0001|EIK_0012|EIK_0015|EIK_0020|EIK_0091|EIK_0247||技巧伝承|摂理探究|柔能制剛|流行創出|知将の絆|立役者|謀略家|雄材大略,,step174_validate_repair_7_9,19363,19363,jinpo_result_db_8.csv,土属性,827
step174_8_013158,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_8.csv,魚鱗,通常,8,EIK_0001|EIK_0020|EIK_0091|EIK_0247|EIK_0378|EIK_0015,豊臣秀長|北条氏照(剛柔)|豊臣秀次|島左近|前田利家|武田晴信,EIK_0001|EIK_0020|EIK_0091|EIK_0247|EIK_0378|EIK_0015,柔能制剛|技巧伝承|知将の絆|立役者|流行創出|摂理探究|雄材大略|謀略家,柔能制剛|技巧伝承|知将の絆|立役者|流行創出|摂理探究|雄材大略|謀略家,12485,1978,156,26,272,977,151,827,810,857,824,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||8||EIK_0001|EIK_0015|EIK_0020|EIK_0091|EIK_0247|EIK_0378||技巧伝承|摂理探究|柔能制剛|流行創出|知将の絆|立役者|謀略家|雄材大略,,step174_validate_repair_7_9,19363,19363,jinpo_result_db_8.csv,土属性,827
step174_8_014463,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_8.csv,魚鱗,通常,8,EIK_0093|EIK_0387|EIK_0166|EIK_0018|EIK_0071|EIK_0017,大内義隆|朝倉義景(八雷)|太原雪斎|雫の者|納涼忍お綾|堀秀政,EIK_0093|EIK_0387|EIK_0166|EIK_0018|EIK_0071|EIK_0017,山紫水明|技巧伝承|文化人の絆|能鷹隠爪|流行創出|才腕の絆|文明開化|多芸多才,山紫水明|技巧伝承|文化人の絆|能鷹隠爪|流行創出|才腕の絆|文明開化|多芸多才,12326,972,81,169,533,457,420,827,895,807,808,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||8||EIK_0017|EIK_0018|EIK_0071|EIK_0093|EIK_0166|EIK_0387||多芸多才|山紫水明|才腕の絆|技巧伝承|文化人の絆|文明開化|流行創出|能鷹隠爪,,step174_validate_repair_7_9,18295,18295,jinpo_result_db_8.csv,土属性,827
step174_8_015693,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_8.csv,魚鱗,通常,8,EIK_0071|EIK_0017|EIK_0093|EIK_0129|EIK_0108|EIK_0103,納涼忍お綾|堀秀政|大内義隆|朝倉義景|名古屋山三郎|長野業正,EIK_0071|EIK_0017|EIK_0093|EIK_0129|EIK_0108|EIK_0103,才腕の絆|技巧伝承|文明開化|多芸多才|山紫水明|文化人の絆|流行創出|戦場の華,才腕の絆|技巧伝承|文明開化|多芸多才|山紫水明|文化人の絆|流行創出|戦場の華,11868,907,160,67,562,478,439,827,776,793,801,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||8||EIK_0017|EIK_0071|EIK_0093|EIK_0103|EIK_0108|EIK_0129||多芸多才|山紫水明|戦場の華|才腕の絆|技巧伝承|文化人の絆|文明開化|流行創出,,step174_validate_repair_7_9,17678,17678,jinpo_result_db_8.csv,土属性,827
step174_8_017789,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_8.csv,魚鱗,通常,8,EIK_0031|EIK_0017|EIK_0108|EIK_0114|EIK_0093|EIK_0312,黒百合(納涼)|堀秀政|名古屋山三郎|細川藤孝(立役)|大内義隆|藤岡屋伝助,EIK_0031|EIK_0017|EIK_0108|EIK_0114|EIK_0093|EIK_0312,傾奇者|技巧伝承|多芸多才|山紫水明|文化人の絆|文明開化|四象の絆|才腕の絆,傾奇者|技巧伝承|多芸多才|山紫水明|文化人の絆|文明開化|四象の絆|才腕の絆,11858,0,232,100,526,449,272,826,869,845,849,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||8||EIK_0017|EIK_0031|EIK_0093|EIK_0108|EIK_0114|EIK_0312||傾奇者|四象の絆|多芸多才|山紫水明|才腕の絆|技巧伝承|文化人の絆|文明開化,,step174_validate_repair_7_9,16826,16826,jinpo_result_db_8.csv,土属性,826
step174_8_016145,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_8.csv,魚鱗,通常,8,EIK_0093|EIK_0387|EIK_0256|EIK_0239|EIK_0071|EIK_0124,大内義隆|朝倉義景(八雷)|魔女ルシア|真田幸村(水練)|納涼忍お綾|黒田官兵衛,EIK_0093|EIK_0387|EIK_0256|EIK_0239|EIK_0071|EIK_0124,山紫水明|技巧伝承|文化人の絆|文明開化|流行創出|洒落者の絆|才腕の絆|多芸多才,山紫水明|技巧伝承|文化人の絆|文明開化|流行創出|洒落者の絆|才腕の絆|多芸多才,11653,974,88,63,509,399,411,825,953,773,832,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||8||EIK_0071|EIK_0093|EIK_0124|EIK_0239|EIK_0256|EIK_0387||多芸多才|山紫水明|才腕の絆|技巧伝承|文化人の絆|文明開化|洒落者の絆|流行創出,,step174_validate_repair_7_9,17480,17480,jinpo_result_db_8.csv,土属性,825
step174_8_013254,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_8.csv,魚鱗,通常,8,EIK_0001|EIK_0015|EIK_0012|EIK_0101|EIK_0091|EIK_0020,豊臣秀長|武田晴信|前田利家(雄材)|山県昌景(泰然)|豊臣秀次|北条氏照(剛柔),EIK_0001|EIK_0015|EIK_0012|EIK_0101|EIK_0091|EIK_0020,摂理探究|謀略家|雄材大略|流行創出|柔能制剛|知将の絆|立役者|技巧伝承,摂理探究|謀略家|雄材大略|流行創出|柔能制剛|知将の絆|立役者|技巧伝承,12487,1961,156,26,277,939,149,824,800,850,792,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||8||EIK_0001|EIK_0012|EIK_0015|EIK_0020|EIK_0091|EIK_0101||技巧伝承|摂理探究|柔能制剛|流行創出|知将の絆|立役者|謀略家|雄材大略,,step174_validate_repair_7_9,19261,19261,jinpo_result_db_8.csv,土属性,824
step174_8_013255,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_8.csv,魚鱗,通常,8,EIK_0001|EIK_0020|EIK_0091|EIK_0101|EIK_0378|EIK_0015,豊臣秀長|北条氏照(剛柔)|豊臣秀次|山県昌景(泰然)|前田利家|武田晴信,EIK_0001|EIK_0020|EIK_0091|EIK_0101|EIK_0378|EIK_0015,柔能制剛|技巧伝承|知将の絆|立役者|流行創出|摂理探究|雄材大略|謀略家,柔能制剛|技巧伝承|知将の絆|立役者|流行創出|摂理探究|雄材大略|謀略家,12487,1961,156,26,277,939,149,824,800,850,792,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||8||EIK_0001|EIK_0015|EIK_0020|EIK_0091|EIK_0101|EIK_0378||技巧伝承|摂理探究|柔能制剛|流行創出|知将の絆|立役者|謀略家|雄材大略,,step174_validate_repair_7_9,19261,19261,jinpo_result_db_8.csv,土属性,824
step174_8_013363,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_8.csv,魚鱗,通常,8,EIK_0001|EIK_0015|EIK_0012|EIK_0241|EIK_0091|EIK_0020,豊臣秀長|武田晴信|前田利家(雄材)|石田三成(西軍)|豊臣秀次|北条氏照(剛柔),EIK_0001|EIK_0015|EIK_0012|EIK_0241|EIK_0091|EIK_0020,摂理探究|謀略家|雄材大略|流行創出|柔能制剛|知将の絆|立役者|技巧伝承,摂理探究|謀略家|雄材大略|流行創出|柔能制剛|知将の絆|立役者|技巧伝承,12378,1993,136,26,267,982,153,824,790,824,791,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||8||EIK_0001|EIK_0012|EIK_0015|EIK_0020|EIK_0091|EIK_0241||技巧伝承|摂理探究|柔能制剛|流行創出|知将の絆|立役者|謀略家|雄材大略,,step174_validate_repair_7_9,19164,19164,jinpo_result_db_8.csv,土属性,824
