result_id,record_type,source_file,formation,grade3_flag,bond_count,eiketsu_ids,eiketsu_names,bond_ids,bond_names,生命,気合,腕力,耐久力,器用さ,知力,魅力,土属性,水属性,火属性,風属性,stat_status,stat_note,calc_source,calc_formula,duplicate_key,calc_warning,calc_filled_at_step,総合値,total_score,top300_source_file
normal_generated_鶴翼_6_00166,NORMAL_GENERATED_RESULT,jinpo_result_db_6.csv,鶴翼,通常,5,山中鹿之介|長野業正|島左近|明石全登|蒲生氏郷|伊達政宗(新星),山中鹿之介|長野業正|島左近|明石全登|蒲生氏郷|伊達政宗(新星),侍|根性の絆|もののふ|泰然自若|雄材大略,侍|根性の絆|もののふ|泰然自若|雄材大略,8739,1510,231,394,57,156,151,279,279,298,284,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),鶴翼||通常||5||山中鹿之介|長野業正|島左近|明石全登|蒲生氏郷|伊達政宗(新星)||1-2-3:侍|1-2-3:根性の絆|1-2-3:もののふ|1-2-3:泰然自若|4-5-6:雄材大略,,step171_new_formula_rebuild,12378,12378,jinpo_result_db_5.csv
normal_generated_鶴翼_6_00157,NORMAL_GENERATED_RESULT,jinpo_result_db_6.csv,鶴翼,通常,5,山中鹿之介|長野業正|島左近|鍋島直茂(乱雲)|明石全登|織田信長,山中鹿之介|長野業正|島左近|鍋島直茂(乱雲)|明石全登|織田信長,侍|根性の絆|もののふ|泰然自若|雄材大略,侍|根性の絆|もののふ|泰然自若|雄材大略,8653,1525,235,397,58,165,149,283,290,312,293,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),鶴翼||通常||5||山中鹿之介|長野業正|島左近|鍋島直茂(乱雲)|明石全登|織田信長||1-2-3:侍|1-2-3:根性の絆|1-2-3:もののふ|1-2-3:泰然自若|4-5-6:雄材大略,,step171_new_formula_rebuild,12360,12360,jinpo_result_db_5.csv
normal_generated_鶴翼_6_00147,NORMAL_GENERATED_RESULT,jinpo_result_db_6.csv,鶴翼,通常,5,山中鹿之介|長野業正|島左近|豊臣秀長|明石全登|北条氏康,山中鹿之介|長野業正|島左近|豊臣秀長|明石全登|北条氏康,侍|根性の絆|もののふ|泰然自若|雄材大略,侍|根性の絆|もののふ|泰然自若|雄材大略,8542,1546,228,397,58,166,143,298,293,312,297,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),鶴翼||通常||5||山中鹿之介|長野業正|島左近|豊臣秀長|明石全登|北条氏康||1-2-3:侍|1-2-3:根性の絆|1-2-3:もののふ|1-2-3:泰然自若|4-5-6:雄材大略,,step171_new_formula_rebuild,12280,12280,jinpo_result_db_5.csv
normal_generated_鶴翼_6_00135,NORMAL_GENERATED_RESULT,jinpo_result_db_6.csv,鶴翼,通常,5,山中鹿之介|長野業正|島左近|渡辺守綱|明石全登|織田信長(周年),山中鹿之介|長野業正|島左近|渡辺守綱|明石全登|織田信長(周年),侍|根性の絆|もののふ|泰然自若|老練闊達,侍|根性の絆|もののふ|泰然自若|老練闊達,8413,2030,304,393,59,67,151,204,209,232,210,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),鶴翼||通常||5||山中鹿之介|長野業正|島左近|渡辺守綱|明石全登|織田信長(周年)||1-2-3:侍|1-2-3:根性の絆|1-2-3:もののふ|1-2-3:泰然自若|4-5-6:老練闊達,,step171_new_formula_rebuild,12272,12272,jinpo_result_db_5.csv
normal_generated_鶴翼_6_00200,NORMAL_GENERATED_RESULT,jinpo_result_db_6.csv,鶴翼,通常,5,山中鹿之介|長野業正|島左近|伊達政宗(起源)|甲斐姫|北条氏照,山中鹿之介|長野業正|島左近|伊達政宗(起源)|甲斐姫|北条氏照,侍|根性の絆|もののふ|泰然自若|意気衝天,侍|根性の絆|もののふ|泰然自若|意気衝天,8340,2270,203,380,127,80,136,177,184,191,182,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),鶴翼||通常||5||山中鹿之介|長野業正|島左近|伊達政宗(起源)|甲斐姫|北条氏照||1-2-3:侍|1-2-3:根性の絆|1-2-3:もののふ|1-2-3:泰然自若|4-5-6:意気衝天,,step171_new_formula_rebuild,12270,12270,jinpo_result_db_5.csv
normal_generated_鶴翼_6_00119,NORMAL_GENERATED_RESULT,jinpo_result_db_6.csv,鶴翼,通常,5,山中鹿之介|長野業正|島左近|武田晴信|伊達政宗(起源)|明石全登,山中鹿之介|長野業正|島左近|武田晴信|伊達政宗(起源)|明石全登,侍|根性の絆|もののふ|泰然自若|才気煥発,侍|根性の絆|もののふ|泰然自若|才気煥発,8808,1354,238,405,60,193,233,237,240,249,238,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),鶴翼||通常||5||山中鹿之介|長野業正|島左近|武田晴信|伊達政宗(起源)|明石全登||1-2-3:侍|1-2-3:根性の絆|1-2-3:もののふ|1-2-3:泰然自若|4-5-6:才気煥発,,step171_new_formula_rebuild,12255,12255,jinpo_result_db_5.csv
normal_generated_鶴翼_6_00142,NORMAL_GENERATED_RESULT,jinpo_result_db_6.csv,鶴翼,通常,5,山中鹿之介|長野業正|島左近|明石全登|蒲生氏郷|伊達政宗,山中鹿之介|長野業正|島左近|明石全登|蒲生氏郷|伊達政宗,侍|根性の絆|もののふ|泰然自若|雄材大略,侍|根性の絆|もののふ|泰然自若|雄材大略,8607,1502,229,393,57,159,144,283,287,301,290,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),鶴翼||通常||5||山中鹿之介|長野業正|島左近|明石全登|蒲生氏郷|伊達政宗||1-2-3:侍|1-2-3:根性の絆|1-2-3:もののふ|1-2-3:泰然自若|4-5-6:雄材大略,,step171_new_formula_rebuild,12252,12252,jinpo_result_db_5.csv
db79_264979_kakuyoku,RULE103_RECALCULATED_RESULT,jinpo_result_db_7.csv,鶴翼,通常,5,雑賀孫市(道化)|大内義隆|堀秀政|鍋島直茂|香宗我部親泰|北条氏康(獅子),雑賀孫市(道化)|大内義隆|堀秀政|鍋島直茂|香宗我部親泰|北条氏康(獅子),才腕の絆|文明開化|技巧伝承|多芸多才|知勇兼備,才腕の絆|文明開化|技巧伝承|多芸多才|知勇兼備,8453,695,137,125,384,244,374,430,460,460,462,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),鶴翼||通常||5||雑賀孫市(道化)|大内義隆|堀秀政|鍋島直茂|香宗我部親泰|北条氏康(獅子)||1-2-3:才腕の絆|1-2-3:文明開化|1-2-3:技巧伝承|1-2-3:多芸多才|4-5-6:知勇兼備,,step171_new_formula_rebuild,12224,12224,jinpo_result_db_5.csv
normal_generated_鶴翼_6_00155,NORMAL_GENERATED_RESULT,jinpo_result_db_6.csv,鶴翼,通常,5,山中鹿之介|長野業正|島左近|豊臣秀長|明石全登|織田信長,山中鹿之介|長野業正|島左近|豊臣秀長|明石全登|織田信長,侍|根性の絆|もののふ|泰然自若|雄材大略,侍|根性の絆|もののふ|泰然自若|雄材大略,8477,1551,229,393,58,166,143,289,293,321,297,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),鶴翼||通常||5||山中鹿之介|長野業正|島左近|豊臣秀長|明石全登|織田信長||1-2-3:侍|1-2-3:根性の絆|1-2-3:もののふ|1-2-3:泰然自若|4-5-6:雄材大略,,step171_new_formula_rebuild,12217,12217,jinpo_result_db_5.csv
normal_generated_鶴翼_6_00180,NORMAL_GENERATED_RESULT,jinpo_result_db_6.csv,鶴翼,通常,5,山中鹿之介|長野業正|島左近|明石全登|徳川家康(東軍)|森蘭丸,山中鹿之介|長野業正|島左近|明石全登|徳川家康(東軍)|森蘭丸,侍|根性の絆|もののふ|泰然自若|雄材大略,侍|根性の絆|もののふ|泰然自若|雄材大略,8677,1414,220,414,59,169,151,268,276,287,279,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),鶴翼||通常||5||山中鹿之介|長野業正|島左近|明石全登|徳川家康(東軍)|森蘭丸||1-2-3:侍|1-2-3:根性の絆|1-2-3:もののふ|1-2-3:泰然自若|4-5-6:雄材大略,,step171_new_formula_rebuild,12214,12214,jinpo_result_db_5.csv
normal_generated_鶴翼_6_00178,NORMAL_GENERATED_RESULT,jinpo_result_db_6.csv,鶴翼,通常,5,山中鹿之介|長野業正|島左近|明石全登|羽柴秀吉(納涼)|森蘭丸,山中鹿之介|長野業正|島左近|明石全登|羽柴秀吉(納涼)|森蘭丸,侍|根性の絆|もののふ|泰然自若|雄材大略,侍|根性の絆|もののふ|泰然自若|雄材大略,8720,1378,223,397,58,156,149,262,270,283,275,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),鶴翼||通常||5||山中鹿之介|長野業正|島左近|明石全登|羽柴秀吉(納涼)|森蘭丸||1-2-3:侍|1-2-3:根性の絆|1-2-3:もののふ|1-2-3:泰然自若|4-5-6:雄材大略,,step171_new_formula_rebuild,12171,12171,jinpo_result_db_5.csv
normal_generated_鶴翼_6_00215,NORMAL_GENERATED_RESULT,jinpo_result_db_6.csv,鶴翼,通常,5,山中鹿之介|長野業正|島左近|井伊直政|毛利勝永|甲斐姫,山中鹿之介|長野業正|島左近|井伊直政|毛利勝永|甲斐姫,侍|根性の絆|もののふ|泰然自若|意気衝天,侍|根性の絆|もののふ|泰然自若|意気衝天,8356,2203,209,382,122,75,138,160,163,176,167,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),鶴翼||通常||5||山中鹿之介|長野業正|島左近|井伊直政|毛利勝永|甲斐姫||1-2-3:侍|1-2-3:根性の絆|1-2-3:もののふ|1-2-3:泰然自若|4-5-6:意気衝天,,step171_new_formula_rebuild,12151,12151,jinpo_result_db_5.csv
normal_generated_鶴翼_6_00208,NORMAL_GENERATED_RESULT,jinpo_result_db_6.csv,鶴翼,通常,5,山中鹿之介|長野業正|島左近|十河一存|毛利勝永|甲斐姫,山中鹿之介|長野業正|島左近|十河一存|毛利勝永|甲斐姫,侍|根性の絆|もののふ|泰然自若|意気衝天,侍|根性の絆|もののふ|泰然自若|意気衝天,8356,2203,209,379,124,75,138,160,163,176,167,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),鶴翼||通常||5||山中鹿之介|長野業正|島左近|十河一存|毛利勝永|甲斐姫||1-2-3:侍|1-2-3:根性の絆|1-2-3:もののふ|1-2-3:泰然自若|4-5-6:意気衝天,,step171_new_formula_rebuild,12150,12150,jinpo_result_db_5.csv
db79_264981_kakuyoku,RULE103_RECALCULATED_RESULT,jinpo_result_db_7.csv,鶴翼,通常,5,雑賀孫市(道化)|堀秀政|柳生宗矩|鍋島直茂|香宗我部親泰|北条氏康(獅子),雑賀孫市(道化)|堀秀政|柳生宗矩|鍋島直茂|香宗我部親泰|北条氏康(獅子),才腕の絆|文明開化|技巧伝承|多芸多才|知勇兼備,才腕の絆|文明開化|技巧伝承|多芸多才|知勇兼備,8388,695,144,127,395,239,368,425,446,453,470,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),鶴翼||通常||5||雑賀孫市(道化)|堀秀政|柳生宗矩|鍋島直茂|香宗我部親泰|北条氏康(獅子)||1-2-3:才腕の絆|1-2-3:文明開化|1-2-3:技巧伝承|1-2-3:多芸多才|4-5-6:知勇兼備,,step171_new_formula_rebuild,12150,12150,jinpo_result_db_5.csv
normal_generated_鶴翼_6_00150,NORMAL_GENERATED_RESULT,jinpo_result_db_6.csv,鶴翼,通常,5,山中鹿之介|長野業正|島左近|明石全登|蒲生氏郷|北条氏康,山中鹿之介|長野業正|島左近|明石全登|蒲生氏郷|北条氏康,侍|根性の絆|もののふ|泰然自若|雄材大略,侍|根性の絆|もののふ|泰然自若|雄材大略,8483,1504,231,391,57,159,145,290,284,298,288,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),鶴翼||通常||5||山中鹿之介|長野業正|島左近|明石全登|蒲生氏郷|北条氏康||1-2-3:侍|1-2-3:根性の絆|1-2-3:もののふ|1-2-3:泰然自若|4-5-6:雄材大略,,step171_new_formula_rebuild,12130,12130,jinpo_result_db_5.csv
normal_generated_鶴翼_6_00217,NORMAL_GENERATED_RESULT,jinpo_result_db_6.csv,鶴翼,通常,5,山中鹿之介|長野業正|島左近|井伊直政|甲斐姫|北条氏康(獅子),山中鹿之介|長野業正|島左近|井伊直政|甲斐姫|北条氏康(獅子),侍|根性の絆|もののふ|泰然自若|意気衝天,侍|根性の絆|もののふ|泰然自若|意気衝天,8226,2237,203,378,128,80,138,173,177,189,180,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),鶴翼||通常||5||山中鹿之介|長野業正|島左近|井伊直政|甲斐姫|北条氏康(獅子)||1-2-3:侍|1-2-3:根性の絆|1-2-3:もののふ|1-2-3:泰然自若|4-5-6:意気衝天,,step171_new_formula_rebuild,12109,12109,jinpo_result_db_5.csv
normal_generated_鶴翼_6_00210,NORMAL_GENERATED_RESULT,jinpo_result_db_6.csv,鶴翼,通常,5,山中鹿之介|長野業正|島左近|十河一存|甲斐姫|北条氏康(獅子),山中鹿之介|長野業正|島左近|十河一存|甲斐姫|北条氏康(獅子),侍|根性の絆|もののふ|泰然自若|意気衝天,侍|根性の絆|もののふ|泰然自若|意気衝天,8226,2237,204,375,129,80,138,173,177,189,180,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),鶴翼||通常||5||山中鹿之介|長野業正|島左近|十河一存|甲斐姫|北条氏康(獅子)||1-2-3:侍|1-2-3:根性の絆|1-2-3:もののふ|1-2-3:泰然自若|4-5-6:意気衝天,,step171_new_formula_rebuild,12108,12108,jinpo_result_db_5.csv
normal_generated_鶴翼_6_00124,NORMAL_GENERATED_RESULT,jinpo_result_db_6.csv,鶴翼,通常,5,山中鹿之介|長野業正|島左近|伊達政宗(起源)|明石全登|鬼庭左月斎,山中鹿之介|長野業正|島左近|伊達政宗(起源)|明石全登|鬼庭左月斎,侍|根性の絆|もののふ|泰然自若|老練闊達,侍|根性の絆|もののふ|泰然自若|老練闊達,8270,2061,292,387,56,66,140,202,209,216,206,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),鶴翼||通常||5||山中鹿之介|長野業正|島左近|伊達政宗(起源)|明石全登|鬼庭左月斎||1-2-3:侍|1-2-3:根性の絆|1-2-3:もののふ|1-2-3:泰然自若|4-5-6:老練闊達,,step171_new_formula_rebuild,12105,12105,jinpo_result_db_5.csv
normal_generated_鶴翼_6_00126,NORMAL_GENERATED_RESULT,jinpo_result_db_6.csv,鶴翼,通常,5,山中鹿之介|長野業正|島左近|武田晴信|斎藤朝信|明石全登,山中鹿之介|長野業正|島左近|武田晴信|斎藤朝信|明石全登,侍|根性の絆|もののふ|泰然自若|雄材大略,侍|根性の絆|もののふ|泰然自若|雄材大略,8542,1420,218,382,56,157,135,290,293,310,293,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),鶴翼||通常||5||山中鹿之介|長野業正|島左近|武田晴信|斎藤朝信|明石全登||1-2-3:侍|1-2-3:根性の絆|1-2-3:もののふ|1-2-3:泰然自若|4-5-6:雄材大略,,step171_new_formula_rebuild,12096,12096,jinpo_result_db_5.csv
db79_122308_kakuyoku,RULE103_RECALCULATED_RESULT,jinpo_result_db_7.csv,鶴翼,通常,5,鍋島直茂|北条氏照(剛柔)|島津義久|山中鹿之介|村上義清|長野業正,鍋島直茂|北条氏照(剛柔)|島津義久|山中鹿之介|村上義清|長野業正,知将の絆|猛将の絆|根性の絆|泰然自若|勇猛果敢,知将の絆|猛将の絆|根性の絆|泰然自若|勇猛果敢,8121,1676,238,302,97,145,89,347,356,364,356,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),鶴翼||通常||5||鍋島直茂|北条氏照(剛柔)|島津義久|山中鹿之介|村上義清|長野業正||1-2-3:知将の絆|4-5-6:猛将の絆|4-5-6:根性の絆|4-5-6:泰然自若|4-5-6:勇猛果敢,,step171_new_formula_rebuild,12091,12091,jinpo_result_db_5.csv
normal_generated_鶴翼_6_00203,NORMAL_GENERATED_RESULT,jinpo_result_db_6.csv,鶴翼,通常,5,山中鹿之介|長野業正|島左近|佐竹義重|渡辺了|甲斐姫,山中鹿之介|長野業正|島左近|佐竹義重|渡辺了|甲斐姫,侍|根性の絆|もののふ|泰然自若|意気衝天,侍|根性の絆|もののふ|泰然自若|意気衝天,8226,2215,195,377,130,82,138,176,176,193,180,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),鶴翼||通常||5||山中鹿之介|長野業正|島左近|佐竹義重|渡辺了|甲斐姫||1-2-3:侍|1-2-3:根性の絆|1-2-3:もののふ|1-2-3:泰然自若|4-5-6:意気衝天,,step171_new_formula_rebuild,12088,12088,jinpo_result_db_5.csv
normal_generated_鶴翼_6_00158,NORMAL_GENERATED_RESULT,jinpo_result_db_6.csv,鶴翼,通常,5,山中鹿之介|長野業正|島左近|明石全登|蒲生氏郷|織田信長,山中鹿之介|長野業正|島左近|明石全登|蒲生氏郷|織田信長,侍|根性の絆|もののふ|泰然自若|雄材大略,侍|根性の絆|もののふ|泰然自若|雄材大略,8416,1510,232,389,57,159,145,281,284,308,288,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),鶴翼||通常||5||山中鹿之介|長野業正|島左近|明石全登|蒲生氏郷|織田信長||1-2-3:侍|1-2-3:根性の絆|1-2-3:もののふ|1-2-3:泰然自若|4-5-6:雄材大略,,step171_new_formula_rebuild,12069,12069,jinpo_result_db_5.csv
normal_generated_鶴翼_6_00136,NORMAL_GENERATED_RESULT,jinpo_result_db_6.csv,鶴翼,通常,5,山中鹿之介|長野業正|島左近|渡辺守綱|明石全登|徳川家康(東軍),山中鹿之介|長野業正|島左近|渡辺守綱|明石全登|徳川家康(東軍),侍|根性の絆|もののふ|泰然自若|老練闊達,侍|根性の絆|もののふ|泰然自若|老練闊達,8236,2080,285,388,58,67,151,194,198,206,199,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),鶴翼||通常||5||山中鹿之介|長野業正|島左近|渡辺守綱|明石全登|徳川家康(東軍)||1-2-3:侍|1-2-3:根性の絆|1-2-3:もののふ|1-2-3:泰然自若|4-5-6:老練闊達,,step171_new_formula_rebuild,12062,12062,jinpo_result_db_5.csv
normal_generated_鶴翼_6_00123,NORMAL_GENERATED_RESULT,jinpo_result_db_6.csv,鶴翼,通常,5,山中鹿之介|長野業正|島左近|伊達政宗(起源)|明石全登|森田浄曇,山中鹿之介|長野業正|島左近|伊達政宗(起源)|明石全登|森田浄曇,侍|根性の絆|もののふ|泰然自若|老練闊達,侍|根性の絆|もののふ|泰然自若|老練闊達,8208,2061,289,386,57,67,140,202,207,217,207,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),鶴翼||通常||5||山中鹿之介|長野業正|島左近|伊達政宗(起源)|明石全登|森田浄曇||1-2-3:侍|1-2-3:根性の絆|1-2-3:もののふ|1-2-3:泰然自若|4-5-6:老練闊達,,step171_new_formula_rebuild,12041,12041,jinpo_result_db_5.csv
db79_264983_kakuyoku,RULE103_RECALCULATED_RESULT,jinpo_result_db_7.csv,鶴翼,通常,5,鍋島直茂|香宗我部親泰|北条氏康(獅子)|納涼忍お綾|大内義隆|堀秀政,鍋島直茂|香宗我部親泰|北条氏康(獅子)|納涼忍お綾|大内義隆|堀秀政,知勇兼備|才腕の絆|文明開化|技巧伝承|多芸多才,知勇兼備|才腕の絆|文明開化|技巧伝承|多芸多才,8262,695,140,117,405,255,364,433,455,447,467,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),鶴翼||通常||5||鍋島直茂|香宗我部親泰|北条氏康(獅子)|納涼忍お綾|大内義隆|堀秀政||1-2-3:知勇兼備|4-5-6:才腕の絆|4-5-6:文明開化|4-5-6:技巧伝承|4-5-6:多芸多才,,step171_new_formula_rebuild,12040,12040,jinpo_result_db_5.csv
normal_generated_鶴翼_6_00127,NORMAL_GENERATED_RESULT,jinpo_result_db_6.csv,鶴翼,通常,5,山中鹿之介|長野業正|島左近|斎藤朝信|豊臣秀吉|明石全登,山中鹿之介|長野業正|島左近|斎藤朝信|豊臣秀吉|明石全登,侍|根性の絆|もののふ|泰然自若|雄材大略,侍|根性の絆|もののふ|泰然自若|雄材大略,8459,1447,219,390,56,159,140,281,287,310,291,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),鶴翼||通常||5||山中鹿之介|長野業正|島左近|斎藤朝信|豊臣秀吉|明石全登||1-2-3:侍|1-2-3:根性の絆|1-2-3:もののふ|1-2-3:泰然自若|4-5-6:雄材大略,,step171_new_formula_rebuild,12039,12039,jinpo_result_db_5.csv
normal_generated_鶴翼_6_00125,NORMAL_GENERATED_RESULT,jinpo_result_db_6.csv,鶴翼,通常,5,山中鹿之介|長野業正|島左近|伊達政宗(起源)|明石全登|石川昭光,山中鹿之介|長野業正|島左近|伊達政宗(起源)|明石全登|石川昭光,侍|根性の絆|もののふ|泰然自若|雄材大略,侍|根性の絆|もののふ|泰然自若|雄材大略,8466,1452,217,375,55,159,139,284,287,301,287,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),鶴翼||通常||5||山中鹿之介|長野業正|島左近|伊達政宗(起源)|明石全登|石川昭光||1-2-3:侍|1-2-3:根性の絆|1-2-3:もののふ|1-2-3:泰然自若|4-5-6:雄材大略,,step171_new_formula_rebuild,12022,12022,jinpo_result_db_5.csv
