result_id,record_type,source_file,formation,grade3_flag,bond_count,eiketsu_ids,eiketsu_names,bond_ids,bond_names,生命,気合,腕力,耐久力,器用さ,知力,魅力,土属性,水属性,火属性,風属性,stat_status,stat_note,calc_source,calc_formula,duplicate_key,calc_warning,calc_filled_at_step,総合値,total_score,top300_source_file
step104_pair_方円_5_0000885,RULE104_FISH_HOEN_PAIR_RESULT,step104_pair_generated_from_step103,方円,通常,5,羽柴秀吉(涼)|金森長近|木下秀長|堀秀政|納涼忍お綾|柳生宗矩,羽柴秀吉(涼)|金森長近|木下秀長|堀秀政|納涼忍お綾|柳生宗矩,技巧伝承|知勇兼備|才腕の絆|文明開化|多芸多才,技巧伝承|知勇兼備|才腕の絆|文明開化|多芸多才,7113,770,161,94,442,258,376,415,420,432,448,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||5||羽柴秀吉(涼)|金森長近|木下秀長|堀秀政|納涼忍お綾|柳生宗矩||2-3-4:技巧伝承|2-3-4:知勇兼備|4-5-6:才腕の絆|4-5-6:文明開化|4-5-6:多芸多才,fallback_hero_stats:羽柴秀吉(涼),step171_new_formula_rebuild,10929,10929,jinpo_result_db_5.csv
step104_pair_方円_5_0001235,RULE104_FISH_HOEN_PAIR_RESULT,step104_pair_generated_from_step103,方円,通常,5,羽柴秀吉(涼)|雑賀孫市(道化)|佐竹義重|堀秀政|大内義隆|名古屋山三郎,羽柴秀吉(涼)|雑賀孫市(道化)|佐竹義重|堀秀政|大内義隆|名古屋山三郎,才腕の絆|多芸多才|傾奇者|文明開化|技巧伝承,才腕の絆|多芸多才|傾奇者|文明開化|技巧伝承,7972,0,160,104,359,259,332,475,498,530,513,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||5||羽柴秀吉(涼)|雑賀孫市(道化)|佐竹義重|堀秀政|大内義隆|名古屋山三郎||2-3-4:才腕の絆|2-3-4:多芸多才|4-5-6:傾奇者|4-5-6:文明開化|4-5-6:技巧伝承,fallback_hero_stats:羽柴秀吉(涼),step171_new_formula_rebuild,11202,11202,jinpo_result_db_5.csv
step104_pair_方円_5_0001259,RULE104_FISH_HOEN_PAIR_RESULT,step104_pair_generated_from_step103,方円,通常,5,羽柴秀吉(涼)|雑賀孫市(道化)|大内義隆|堀秀政|前田慶次(野望)|名古屋山三郎,羽柴秀吉(涼)|雑賀孫市(道化)|大内義隆|堀秀政|前田慶次(野望)|名古屋山三郎,才腕の絆|文明開化|技巧伝承|多芸多才|傾奇者,才腕の絆|文明開化|技巧伝承|多芸多才|傾奇者,7997,0,162,104,347,249,336,478,498,515,513,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||5||羽柴秀吉(涼)|雑賀孫市(道化)|大内義隆|堀秀政|前田慶次(野望)|名古屋山三郎||2-3-4:才腕の絆|2-3-4:文明開化|2-3-4:技巧伝承|2-3-4:多芸多才|4-5-6:傾奇者,fallback_hero_stats:羽柴秀吉(涼),step171_new_formula_rebuild,11199,11199,jinpo_result_db_5.csv
step104_pair_方円_5_0000854,RULE104_FISH_HOEN_PAIR_RESULT,step104_pair_generated_from_step103,方円,通常,5,羽柴秀吉(涼)|納涼忍お綾|堀秀政|柳生宗矩|細川藤孝(立役)|魔女ルシア,羽柴秀吉(涼)|納涼忍お綾|堀秀政|柳生宗矩|細川藤孝(立役)|魔女ルシア,才腕の絆|文明開化|技巧伝承|多芸多才|文化人の絆,才腕の絆|文明開化|技巧伝承|多芸多才|文化人の絆,7700,0,81,63,467,210,320,536,533,539,588,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||5||羽柴秀吉(涼)|納涼忍お綾|堀秀政|柳生宗矩|細川藤孝(立役)|魔女ルシア||2-3-4:才腕の絆|2-3-4:文明開化|2-3-4:技巧伝承|2-3-4:多芸多才|4-5-6:文化人の絆,fallback_hero_stats:羽柴秀吉(涼),step171_new_formula_rebuild,11037,11037,jinpo_result_db_5.csv
step104_pair_方円_5_0000972,RULE104_FISH_HOEN_PAIR_RESULT,step104_pair_generated_from_step103,方円,通常,5,羽柴秀吉(涼)|納涼忍お綾|堀秀政|大内義隆|豊臣秀次|名古屋山三郎,羽柴秀吉(涼)|納涼忍お綾|堀秀政|大内義隆|豊臣秀次|名古屋山三郎,才腕の絆|文明開化|技巧伝承|多芸多才|文化人の絆,才腕の絆|文明開化|技巧伝承|多芸多才|文化人の絆,7523,0,82,61,484,210,319,513,531,537,550,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||5||羽柴秀吉(涼)|納涼忍お綾|堀秀政|大内義隆|豊臣秀次|名古屋山三郎||2-3-4:才腕の絆|2-3-4:文明開化|2-3-4:技巧伝承|2-3-4:多芸多才|4-5-6:文化人の絆,fallback_hero_stats:羽柴秀吉(涼),step171_new_formula_rebuild,10810,10810,jinpo_result_db_5.csv
step104_pair_方円_5_0000888,RULE104_FISH_HOEN_PAIR_RESULT,step104_pair_generated_from_step103,方円,通常,5,羽柴秀吉(涼)|金森長近|黒田官兵衛|堀秀政|納涼忍お綾|柳生宗矩,羽柴秀吉(涼)|金森長近|黒田官兵衛|堀秀政|納涼忍お綾|柳生宗矩,技巧伝承|知勇兼備|才腕の絆|文明開化|多芸多才,技巧伝承|知勇兼備|才腕の絆|文明開化|多芸多才,7165,773,156,98,432,262,363,385,446,397,420,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||5||羽柴秀吉(涼)|金森長近|黒田官兵衛|堀秀政|納涼忍お綾|柳生宗矩||2-3-4:技巧伝承|2-3-4:知勇兼備|4-5-6:才腕の絆|4-5-6:文明開化|4-5-6:多芸多才,fallback_hero_stats:羽柴秀吉(涼),step171_new_formula_rebuild,10897,10897,jinpo_result_db_5.csv
step104_pair_方円_5_0001554,RULE104_FISH_HOEN_PAIR_RESULT,step104_pair_generated_from_step103,方円,通常,5,北条氏康(獅子)|堀秀政|雑賀孫市(道化)|柳生宗矩|羽柴秀吉(涼)|細川藤孝(立役),北条氏康(獅子)|堀秀政|雑賀孫市(道化)|柳生宗矩|羽柴秀吉(涼)|細川藤孝(立役),才腕の絆|文明開化|技巧伝承|多芸多才|外交官の絆,才腕の絆|文明開化|技巧伝承|多芸多才|外交官の絆,7992,0,83,70,472,202,512,402,411,426,436,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||5||北条氏康(獅子)|堀秀政|雑賀孫市(道化)|柳生宗矩|羽柴秀吉(涼)|細川藤孝(立役)||2-3-4:才腕の絆|2-3-4:文明開化|2-3-4:技巧伝承|2-3-4:多芸多才|6-1-2:外交官の絆,fallback_hero_stats:羽柴秀吉(涼),step171_new_formula_rebuild,11006,11006,jinpo_result_db_5.csv
step104_pair_方円_5_0000622,RULE104_FISH_HOEN_PAIR_RESULT,step104_pair_generated_from_step103,方円,通常,5,黒猫ノア|納涼忍お綾|堀秀政|柳生宗矩|甲斐姫(鷹爪)|魔女ルシア,黒猫ノア|納涼忍お綾|堀秀政|柳生宗矩|甲斐姫(鷹爪)|魔女ルシア,才腕の絆|文明開化|技巧伝承|多芸多才|洒落者の絆,才腕の絆|文明開化|技巧伝承|多芸多才|洒落者の絆,7700,0,89,64,382,218,498,596,588,587,642,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||5||黒猫ノア|納涼忍お綾|堀秀政|柳生宗矩|甲斐姫(鷹爪)|魔女ルシア||2-3-4:才腕の絆|2-3-4:文明開化|2-3-4:技巧伝承|2-3-4:多芸多才|6-1-2:洒落者の絆,fallback_hero_stats:甲斐姫(鷹爪),step171_new_formula_rebuild,11364,11364,jinpo_result_db_5.csv
step104_pair_方円_5_0000856,RULE104_FISH_HOEN_PAIR_RESULT,step104_pair_generated_from_step103,方円,通常,5,黒猫ノア|納涼忍お綾|堀秀政|柳生宗矩|羽柴秀吉(涼)|魔女ルシア,黒猫ノア|納涼忍お綾|堀秀政|柳生宗矩|羽柴秀吉(涼)|魔女ルシア,才腕の絆|文明開化|技巧伝承|多芸多才|洒落者の絆,才腕の絆|文明開化|技巧伝承|多芸多才|洒落者の絆,7533,0,87,61,363,212,492,541,546,546,596,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||5||黒猫ノア|納涼忍お綾|堀秀政|柳生宗矩|羽柴秀吉(涼)|魔女ルシア||2-3-4:才腕の絆|2-3-4:文明開化|2-3-4:技巧伝承|2-3-4:多芸多才|6-1-2:洒落者の絆,fallback_hero_stats:羽柴秀吉(涼),step171_new_formula_rebuild,10977,10977,jinpo_result_db_5.csv
step104_pair_方円_5_0000216,RULE104_FISH_HOEN_PAIR_RESULT,step104_pair_generated_from_step103,方円,通常,5,羽柴秀吉(涼)|納涼忍お綾|堀秀政|柳生宗矩|細川忠興(山紫)|名古屋山三郎,羽柴秀吉(涼)|納涼忍お綾|堀秀政|柳生宗矩|細川忠興(山紫)|名古屋山三郎,才腕の絆|文明開化|技巧伝承|多芸多才|文化人の絆,才腕の絆|文明開化|技巧伝承|多芸多才|文化人の絆,7533,0,93,64,511,212,319,543,566,566,596,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||5||羽柴秀吉(涼)|納涼忍お綾|堀秀政|柳生宗矩|細川忠興(山紫)|名古屋山三郎||2-3-4:才腕の絆|2-3-4:文明開化|2-3-4:技巧伝承|2-3-4:多芸多才|4-5-6:文化人の絆,fallback_hero_stats:羽柴秀吉(涼),step171_new_formula_rebuild,11003,11003,jinpo_result_db_5.csv
step104_pair_方円_5_0001506,RULE104_FISH_HOEN_PAIR_RESULT,step104_pair_generated_from_step103,方円,通常,5,北条氏康(獅子)|山中鹿之介|村上義清|長野業正|小田氏治|山県昌景(泰然),北条氏康(獅子)|山中鹿之介|村上義清|長野業正|小田氏治|山県昌景(泰然),猛将の絆|根性の絆|泰然自若|勇猛果敢|勇将の絆,猛将の絆|根性の絆|泰然自若|勇猛果敢|勇将の絆,7579,1695,409,374,101,0,88,215,226,232,216,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||5||北条氏康(獅子)|山中鹿之介|村上義清|長野業正|小田氏治|山県昌景(泰然)||2-3-4:猛将の絆|2-3-4:根性の絆|2-3-4:泰然自若|2-3-4:勇猛果敢|6-1-2:勇将の絆,fallback_hero_stats:小田氏治,step171_new_formula_rebuild,11135,11135,jinpo_result_db_5.csv
step104_pair_方円_5_0001517,RULE104_FISH_HOEN_PAIR_RESULT,step104_pair_generated_from_step103,方円,通常,5,北条氏康(獅子)|山中鹿之介|村上義清|長野業正|尼子晴久|山県昌景(泰然),北条氏康(獅子)|山中鹿之介|村上義清|長野業正|尼子晴久|山県昌景(泰然),猛将の絆|根性の絆|泰然自若|勇猛果敢|勇将の絆,猛将の絆|根性の絆|泰然自若|勇猛果敢|勇将の絆,7649,1751,445,368,112,0,91,215,221,235,231,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||5||北条氏康(獅子)|山中鹿之介|村上義清|長野業正|尼子晴久|山県昌景(泰然)||2-3-4:猛将の絆|2-3-4:根性の絆|2-3-4:泰然自若|2-3-4:勇猛果敢|6-1-2:勇将の絆,fallback_hero_stats:尼子晴久,step171_new_formula_rebuild,11318,11318,jinpo_result_db_5.csv
step104_pair_方円_5_0000906,RULE104_FISH_HOEN_PAIR_RESULT,step104_pair_generated_from_step103,方円,通常,5,竹中半兵衛(知将)|金森長近|羽柴秀吉(涼)|大内義隆|納涼忍お綾|堀秀政,竹中半兵衛(知将)|金森長近|羽柴秀吉(涼)|大内義隆|納涼忍お綾|堀秀政,技巧伝承|才腕の絆|文明開化|多芸多才|知勇兼備,技巧伝承|才腕の絆|文明開化|多芸多才|知勇兼備,7101,772,139,99,406,267,376,413,424,427,473,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||5||竹中半兵衛(知将)|金森長近|羽柴秀吉(涼)|大内義隆|納涼忍お綾|堀秀政||2-3-4:技巧伝承|4-5-6:才腕の絆|4-5-6:文明開化|4-5-6:多芸多才|6-1-2:知勇兼備,fallback_hero_stats:羽柴秀吉(涼),step171_new_formula_rebuild,10897,10897,jinpo_result_db_5.csv
step104_pair_方円_5_0000315,RULE104_FISH_HOEN_PAIR_RESULT,step104_pair_generated_from_step103,方円,通常,5,羽柴秀吉(涼)|大内義隆|納涼忍お綾|堀秀政|豊臣秀吉|細川藤孝,羽柴秀吉(涼)|大内義隆|納涼忍お綾|堀秀政|豊臣秀吉|細川藤孝,才腕の絆|文明開化|技巧伝承|多芸多才|巧言令色,才腕の絆|文明開化|技巧伝承|多芸多才|巧言令色,7672,1049,77,116,335,205,493,361,370,381,397,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||5||羽柴秀吉(涼)|大内義隆|納涼忍お綾|堀秀政|豊臣秀吉|細川藤孝||2-3-4:才腕の絆|2-3-4:文明開化|2-3-4:技巧伝承|2-3-4:多芸多才|4-5-6:巧言令色,fallback_hero_stats:羽柴秀吉(涼),step171_new_formula_rebuild,11456,11456,jinpo_result_db_5.csv
step104_pair_方円_5_0001924,RULE104_FISH_HOEN_PAIR_RESULT,step104_pair_generated_from_step103,方円,通常,5,羽柴秀吉(涼)|大内義隆|雑賀孫市(道化)|堀秀政|黒猫ノア|細川藤孝(立役),羽柴秀吉(涼)|大内義隆|雑賀孫市(道化)|堀秀政|黒猫ノア|細川藤孝(立役),才腕の絆|文明開化|技巧伝承|多芸多才|外交官の絆,才腕の絆|文明開化|技巧伝承|多芸多才|外交官の絆,7825,0,79,65,459,207,512,415,435,444,436,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||5||羽柴秀吉(涼)|大内義隆|雑賀孫市(道化)|堀秀政|黒猫ノア|細川藤孝(立役)||2-3-4:才腕の絆|2-3-4:文明開化|2-3-4:技巧伝承|2-3-4:多芸多才|4-5-6:外交官の絆,fallback_hero_stats:羽柴秀吉(涼),step171_new_formula_rebuild,10877,10877,jinpo_result_db_5.csv
step104_pair_方円_5_0001503,RULE104_FISH_HOEN_PAIR_RESULT,step104_pair_generated_from_step103,方円,通常,5,福島正則|山中鹿之介|村上義清|長野業正|小田氏治|山県昌景(泰然),福島正則|山中鹿之介|村上義清|長野業正|小田氏治|山県昌景(泰然),猛将の絆|根性の絆|泰然自若|勇猛果敢|勇将の絆,猛将の絆|根性の絆|泰然自若|勇猛果敢|勇将の絆,7531,1700,425,383,99,0,83,209,222,228,211,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||5||福島正則|山中鹿之介|村上義清|長野業正|小田氏治|山県昌景(泰然)||2-3-4:猛将の絆|2-3-4:根性の絆|2-3-4:泰然自若|2-3-4:勇猛果敢|6-1-2:勇将の絆,fallback_hero_stats:小田氏治,step171_new_formula_rebuild,11091,11091,jinpo_result_db_5.csv
step104_pair_方円_5_0001510,RULE104_FISH_HOEN_PAIR_RESULT,step104_pair_generated_from_step103,方円,通常,5,福島正則|山中鹿之介|村上義清|長野業正|尼子晴久|山県昌景(泰然),福島正則|山中鹿之介|村上義清|長野業正|尼子晴久|山県昌景(泰然),猛将の絆|根性の絆|泰然自若|勇猛果敢|勇将の絆,猛将の絆|根性の絆|泰然自若|勇猛果敢|勇将の絆,7600,1756,462,377,111,0,86,209,215,232,224,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||5||福島正則|山中鹿之介|村上義清|長野業正|尼子晴久|山県昌景(泰然)||2-3-4:猛将の絆|2-3-4:根性の絆|2-3-4:泰然自若|2-3-4:勇猛果敢|6-1-2:勇将の絆,fallback_hero_stats:尼子晴久,step171_new_formula_rebuild,11272,11272,jinpo_result_db_5.csv
step104_pair_方円_5_0001654,RULE104_FISH_HOEN_PAIR_RESULT,step104_pair_generated_from_step103,方円,通常,5,羽柴秀吉(涼)|大内義隆|雑賀孫市(道化)|堀秀政|小早川隆景|細川藤孝(立役),羽柴秀吉(涼)|大内義隆|雑賀孫市(道化)|堀秀政|小早川隆景|細川藤孝(立役),才腕の絆|文明開化|技巧伝承|多芸多才|外交官の絆,才腕の絆|文明開化|技巧伝承|多芸多才|外交官の絆,7869,0,73,65,415,207,515,365,382,392,387,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||5||羽柴秀吉(涼)|大内義隆|雑賀孫市(道化)|堀秀政|小早川隆景|細川藤孝(立役)||2-3-4:才腕の絆|2-3-4:文明開化|2-3-4:技巧伝承|2-3-4:多芸多才|4-5-6:外交官の絆,fallback_hero_stats:羽柴秀吉(涼),step171_new_formula_rebuild,10670,10670,jinpo_result_db_5.csv
step98_hoen8_validated_03019,RULE103_RECALCULATED_RESULT,jinpo_result_db_8.csv_step98,方円,通常,5,堀秀政|黒猫ノア|真田幸村(水練)|名古屋山三郎|石川数正|大内義隆,堀秀政|黒猫ノア|真田幸村(水練)|名古屋山三郎|石川数正|大内義隆,洒落者の絆|文明開化|流行創出|技巧伝承|多芸多才,洒落者の絆|文明開化|流行創出|技巧伝承|多芸多才,6792,889,82,56,209,287,488,541,597,559,583,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||5||堀秀政|黒猫ノア|真田幸村(水練)|名古屋山三郎|石川数正|大内義隆||2-3-4:洒落者の絆|2-3-4:文明開化|2-3-4:流行創出|4-5-6:技巧伝承|6-1-2:多芸多才,,step171_new_formula_rebuild,11083,11083,jinpo_result_db_5.csv
step104_pair_方円_5_0001260,RULE104_FISH_HOEN_PAIR_RESULT,step104_pair_generated_from_step103,方円,通常,5,羽柴秀吉(涼)|雑賀孫市(道化)|大内義隆|堀秀政|長宗我部元親(納涼)|名古屋山三郎,羽柴秀吉(涼)|雑賀孫市(道化)|大内義隆|堀秀政|長宗我部元親(納涼)|名古屋山三郎,才腕の絆|文明開化|技巧伝承|多芸多才|傾奇者,才腕の絆|文明開化|技巧伝承|多芸多才|傾奇者,7970,0,161,100,349,244,322,474,514,506,500,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||5||羽柴秀吉(涼)|雑賀孫市(道化)|大内義隆|堀秀政|長宗我部元親(納涼)|名古屋山三郎||2-3-4:才腕の絆|2-3-4:文明開化|2-3-4:技巧伝承|2-3-4:多芸多才|4-5-6:傾奇者,fallback_hero_stats:羽柴秀吉(涼),step171_new_formula_rebuild,11140,11140,jinpo_result_db_5.csv
step104_pair_方円_5_0001551,RULE104_FISH_HOEN_PAIR_RESULT,step104_pair_generated_from_step103,方円,通常,5,大友宗麟|堀秀政|雑賀孫市(道化)|柳生宗矩|羽柴秀吉(涼)|細川藤孝(立役),大友宗麟|堀秀政|雑賀孫市(道化)|柳生宗矩|羽柴秀吉(涼)|細川藤孝(立役),才腕の絆|文明開化|技巧伝承|多芸多才|外交官の絆,才腕の絆|文明開化|技巧伝承|多芸多才|外交官の絆,7977,0,87,71,475,187,512,382,392,408,416,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||5||大友宗麟|堀秀政|雑賀孫市(道化)|柳生宗矩|羽柴秀吉(涼)|細川藤孝(立役)||2-3-4:才腕の絆|2-3-4:文明開化|2-3-4:技巧伝承|2-3-4:多芸多才|6-1-2:外交官の絆,fallback_hero_stats:羽柴秀吉(涼),step171_new_formula_rebuild,10907,10907,jinpo_result_db_5.csv
step104_pair_方円_5_0000681,RULE104_FISH_HOEN_PAIR_RESULT,step104_pair_generated_from_step103,方円,通常,5,村上義清|山中鹿之介|尼子晴久|毛利勝永|真田幸村(水練)|長野業正,村上義清|山中鹿之介|尼子晴久|毛利勝永|真田幸村(水練)|長野業正,根性の絆|侍|泰然自若|猛将の絆|勇猛果敢,根性の絆|侍|泰然自若|猛将の絆|勇猛果敢,7553,2270,372,298,101,0,144,180,195,195,194,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||5||村上義清|山中鹿之介|尼子晴久|毛利勝永|真田幸村(水練)|長野業正||2-3-4:根性の絆|4-5-6:侍|4-5-6:泰然自若|6-1-2:猛将の絆|6-1-2:勇猛果敢,fallback_hero_stats:尼子晴久,step171_new_formula_rebuild,11502,11502,jinpo_result_db_5.csv
step104_pair_方円_5_0001504,RULE104_FISH_HOEN_PAIR_RESULT,step104_pair_generated_from_step103,方円,通常,5,北条綱成(籠城)|山中鹿之介|村上義清|長野業正|小田氏治|山県昌景(泰然),北条綱成(籠城)|山中鹿之介|村上義清|長野業正|小田氏治|山県昌景(泰然),猛将の絆|根性の絆|泰然自若|勇猛果敢|勇将の絆,猛将の絆|根性の絆|泰然自若|勇猛果敢|勇将の絆,7569,1696,397,380,101,0,83,206,205,214,192,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||5||北条綱成(籠城)|山中鹿之介|村上義清|長野業正|小田氏治|山県昌景(泰然)||2-3-4:猛将の絆|2-3-4:根性の絆|2-3-4:泰然自若|2-3-4:勇猛果敢|6-1-2:勇将の絆,fallback_hero_stats:小田氏治,step171_new_formula_rebuild,11043,11043,jinpo_result_db_5.csv
step104_pair_方円_5_0001512,RULE104_FISH_HOEN_PAIR_RESULT,step104_pair_generated_from_step103,方円,通常,5,北条綱成(籠城)|山中鹿之介|村上義清|長野業正|尼子晴久|山県昌景(泰然),北条綱成(籠城)|山中鹿之介|村上義清|長野業正|尼子晴久|山県昌景(泰然),猛将の絆|根性の絆|泰然自若|勇猛果敢|勇将の絆,猛将の絆|根性の絆|泰然自若|勇猛果敢|勇将の絆,7642,1752,434,374,113,0,86,207,200,217,206,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||5||北条綱成(籠城)|山中鹿之介|村上義清|長野業正|尼子晴久|山県昌景(泰然)||2-3-4:猛将の絆|2-3-4:根性の絆|2-3-4:泰然自若|2-3-4:勇猛果敢|6-1-2:勇将の絆,fallback_hero_stats:尼子晴久,step171_new_formula_rebuild,11231,11231,jinpo_result_db_5.csv
