result_id,record_type,source_file,formation,grade3_flag,bond_count,eiketsu_ids,eiketsu_names,eiketsu_internal_ids,bond_ids,bond_names,生命,気合,腕力,耐久力,器用さ,知力,魅力,土属性,水属性,火属性,風属性,stat_status,stat_note,calc_source,calc_formula,duplicate_key,calc_warning,calc_filled_at_step,総合値,total_score,top300_source_file
step174_7_126001,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0188|EIK_0068|EIK_0331|EIK_0247|EIK_0103|EIK_0101,斎藤道三(巳)|島津義久|果心居士|島左近|長野業正|山県昌景(泰然),EIK_0188|EIK_0068|EIK_0331|EIK_0247|EIK_0103|EIK_0101,柔能制剛|謀略家|侍|もののふ|根性の絆|泰然自若|知勇兼備,柔能制剛|謀略家|侍|もののふ|根性の絆|泰然自若|知勇兼備,10046,1364,307,415,192,343,212,342,343,365,354,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0068|EIK_0101|EIK_0103|EIK_0188|EIK_0247|EIK_0331||もののふ|侍|柔能制剛|根性の絆|泰然自若|知勇兼備|謀略家,,step174_validate_repair_7_9,14283,14283,jinpo_result_db_7_part008.csv
step174_7_126136,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0026|EIK_0089|EIK_0156|EIK_0256|EIK_0093|EIK_0114,島津家久|村上義清|前田慶次|魔女ルシア|大内義隆|細川藤孝(立役),EIK_0026|EIK_0089|EIK_0156|EIK_0256|EIK_0093|EIK_0114,戦場の華|流行創出|山紫水明|技巧伝承|文化人の絆|文明開化|泰然自若,戦場の華|流行創出|山紫水明|技巧伝承|文化人の絆|文明開化|泰然自若,9592,916,65,134,265,372,441,608,635,611,641,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0026|EIK_0089|EIK_0093|EIK_0114|EIK_0156|EIK_0256||山紫水明|戦場の華|技巧伝承|文化人の絆|文明開化|泰然自若|流行創出,,step174_validate_repair_7_9,14280,14280,jinpo_result_db_7_part008.csv
step174_7_126137,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0034|EIK_0204|EIK_0287|EIK_0022|EIK_0093|EIK_0124,直江兼続(王佐)|北条氏康(獅子)|榊原康政|佐竹義重|大内義隆|黒田官兵衛,EIK_0034|EIK_0204|EIK_0287|EIK_0022|EIK_0093|EIK_0124,侍|勇将の絆|才腕の絆|知勇兼備|柔能制剛|立役者|技巧伝承,侍|勇将の絆|才腕の絆|知勇兼備|柔能制剛|立役者|技巧伝承,10015,1359,243,213,415,381,294,328,374,326,332,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0022|EIK_0034|EIK_0093|EIK_0124|EIK_0204|EIK_0287||侍|勇将の絆|才腕の絆|技巧伝承|柔能制剛|知勇兼備|立役者,,step174_validate_repair_7_9,14280,14280,jinpo_result_db_7_part008.csv
step174_7_126138,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0040|EIK_0093|EIK_0387|EIK_0256|EIK_0272|EIK_0230,北条氏邦|大内義隆|朝倉義景(八雷)|魔女ルシア|岡部元信|出雲阿国(野望),EIK_0040|EIK_0093|EIK_0387|EIK_0256|EIK_0272|EIK_0230,山紫水明|技巧伝承|文化人の絆|文明開化|戦場の華|多芸多才|流行創出,山紫水明|技巧伝承|文化人の絆|文明開化|戦場の華|多芸多才|流行創出,9629,941,121,56,293,452,446,608,601,545,588,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0040|EIK_0093|EIK_0230|EIK_0256|EIK_0272|EIK_0387||多芸多才|山紫水明|戦場の華|技巧伝承|文化人の絆|文明開化|流行創出,,step174_validate_repair_7_9,14280,14280,jinpo_result_db_7_part008.csv
step174_7_126139,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0040|EIK_0095|EIK_0114|EIK_0256|EIK_0206|EIK_0070,北条氏邦|柳生宗矩|細川藤孝(立役)|魔女ルシア|おまつ(奇譚)|前田利家(兎忍),EIK_0040|EIK_0095|EIK_0114|EIK_0256|EIK_0206|EIK_0070,技巧伝承|文明開化|文化人の絆|戦場の華|武芸の絆|多芸多才|流行創出,技巧伝承|文明開化|文化人の絆|戦場の華|武芸の絆|多芸多才|流行創出,9792,907,221,109,388,344,438,512,512,513,544,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0040|EIK_0070|EIK_0095|EIK_0114|EIK_0206|EIK_0256||多芸多才|戦場の華|技巧伝承|文化人の絆|文明開化|武芸の絆|流行創出,,step174_validate_repair_7_9,14280,14280,jinpo_result_db_7_part008.csv
step174_7_126140,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0040|EIK_0095|EIK_0114|EIK_0256|EIK_0218|EIK_0132,北条氏邦|柳生宗矩|細川藤孝(立役)|魔女ルシア|蛍(吸血)|真柄直隆,EIK_0040|EIK_0095|EIK_0114|EIK_0256|EIK_0218|EIK_0132,技巧伝承|文明開化|文化人の絆|豪傑|武芸の絆|多芸多才|流行創出,技巧伝承|文明開化|文化人の絆|豪傑|武芸の絆|多芸多才|流行創出,9410,1689,302,110,411,215,270,463,473,441,496,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0040|EIK_0095|EIK_0114|EIK_0132|EIK_0218|EIK_0256||多芸多才|技巧伝承|文化人の絆|文明開化|武芸の絆|流行創出|豪傑,,step174_validate_repair_7_9,14280,14280,jinpo_result_db_7_part008.csv
step174_7_126141,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0040|EIK_0095|EIK_0387|EIK_0224|EIK_0012|EIK_0132,北条氏邦|柳生宗矩|朝倉義景(八雷)|黒猫ノア|前田利家(雄材)|真柄直隆,EIK_0040|EIK_0095|EIK_0387|EIK_0224|EIK_0012|EIK_0132,技巧伝承|山紫水明|文明開化|洒落者の絆|武芸の絆|多芸多才|流行創出,技巧伝承|山紫水明|文明開化|洒落者の絆|武芸の絆|多芸多才|流行創出,9600,814,174,102,295,339,415,642,624,640,635,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0012|EIK_0040|EIK_0095|EIK_0132|EIK_0224|EIK_0387||多芸多才|山紫水明|技巧伝承|文明開化|武芸の絆|洒落者の絆|流行創出,,step174_validate_repair_7_9,14280,14280,jinpo_result_db_7_part008.csv
step174_7_126142,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0040|EIK_0095|EIK_0387|EIK_0224|EIK_0012|EIK_0132,北条氏邦|柳生宗矩|朝倉義景(八雷)|黒猫ノア|前田利家(雄材)|真柄直隆,EIK_0040|EIK_0095|EIK_0387|EIK_0224|EIK_0012|EIK_0132,技巧伝承|山紫水明|文明開化|洒落者の絆|武芸の絆|多芸多才|流行創出,技巧伝承|山紫水明|文明開化|洒落者の絆|武芸の絆|多芸多才|流行創出,9600,814,174,102,295,339,415,642,624,640,635,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0040|EIK_0095|EIK_0132|EIK_0224|EIK_0012|EIK_0387||多芸多才|山紫水明|技巧伝承|文明開化|武芸の絆|洒落者の絆|流行創出,,step174_validate_repair_7_9,14280,14280,jinpo_result_db_7_part008.csv
step174_7_126143,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0040|EIK_0095|EIK_0387|EIK_0256|EIK_0228|EIK_0262,北条氏邦|柳生宗矩|朝倉義景(八雷)|魔女ルシア|出雲阿国(周年)|立花誾千代(猫又),EIK_0040|EIK_0095|EIK_0387|EIK_0256|EIK_0228|EIK_0262,技巧伝承|文化人の絆|文明開化|洒落者の絆|武芸の絆|多芸多才|流行創出,技巧伝承|文化人の絆|文明開化|洒落者の絆|武芸の絆|多芸多才|流行創出,9612,918,149,111,345,258,457,683,585,555,607,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0040|EIK_0095|EIK_0228|EIK_0256|EIK_0262|EIK_0387||多芸多才|技巧伝承|文化人の絆|文明開化|武芸の絆|洒落者の絆|流行創出,,step174_validate_repair_7_9,14280,14280,jinpo_result_db_7_part008.csv
step174_7_126144,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0042|EIK_0017|EIK_0246|EIK_0095|EIK_0239|EIK_0224,谷忠澄|堀秀政|竹中半兵衛(知将)|柳生宗矩|真田幸村(水練)|黒猫ノア,EIK_0042|EIK_0017|EIK_0246|EIK_0095|EIK_0239|EIK_0224,才腕の絆|技巧伝承|文明開化|流行創出|傾奇者|多芸多才|外交官の絆,才腕の絆|技巧伝承|文明開化|流行創出|傾奇者|多芸多才|外交官の絆,9546,847,140,86,416,326,438,583,629,594,675,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0017|EIK_0042|EIK_0095|EIK_0224|EIK_0239|EIK_0246||傾奇者|外交官の絆|多芸多才|才腕の絆|技巧伝承|文明開化|流行創出,,step174_validate_repair_7_9,14280,14280,jinpo_result_db_7_part008.csv
step174_7_126145,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0042|EIK_0095|EIK_0070|EIK_0089|EIK_0243|EIK_0256,谷忠澄|柳生宗矩|前田利家(兎忍)|村上義清|前田慶次(神将)|魔女ルシア,EIK_0042|EIK_0095|EIK_0070|EIK_0089|EIK_0243|EIK_0256,勇猛果敢|流行創出|戦場の華|多芸多才|技巧伝承|文明開化|竜飛鳳舞,勇猛果敢|流行創出|戦場の華|多芸多才|技巧伝承|文明開化|竜飛鳳舞,10226,859,431,76,320,458,426,364,376,358,386,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0042|EIK_0070|EIK_0089|EIK_0095|EIK_0243|EIK_0256||勇猛果敢|多芸多才|戦場の華|技巧伝承|文明開化|流行創出|竜飛鳳舞,,step174_validate_repair_7_9,14280,14280,jinpo_result_db_7_part008.csv
step174_7_126146,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0042|EIK_0095|EIK_0112|EIK_0258|EIK_0244|EIK_0256,谷忠澄|柳生宗矩|甲斐姫|明智光秀(闇)|前田慶次(野望)|魔女ルシア,EIK_0042|EIK_0095|EIK_0112|EIK_0258|EIK_0244|EIK_0256,豪傑|洒落者の絆|戦場の華|多芸多才|技巧伝承|文明開化|竜飛鳳舞,豪傑|洒落者の絆|戦場の華|多芸多才|技巧伝承|文明開化|竜飛鳳舞,10227,913,422,63,289,398,646,327,334,315,346,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0042|EIK_0095|EIK_0112|EIK_0244|EIK_0256|EIK_0258||多芸多才|戦場の華|技巧伝承|文明開化|洒落者の絆|竜飛鳳舞|豪傑,,step174_validate_repair_7_9,14280,14280,jinpo_result_db_7_part008.csv
step174_7_126147,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0042|EIK_0095|EIK_0201|EIK_0239|EIK_0070|EIK_0256,谷忠澄|柳生宗矩|長尾虎|真田幸村(水練)|前田利家(兎忍)|魔女ルシア,EIK_0042|EIK_0095|EIK_0201|EIK_0239|EIK_0070|EIK_0256,流行創出|戦場の華|洒落者の絆|多芸多才|技巧伝承|文明開化|竜飛鳳舞,流行創出|戦場の華|洒落者の絆|多芸多才|技巧伝承|文明開化|竜飛鳳舞,10096,869,297,57,227,437,572,419,459,401,446,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0042|EIK_0070|EIK_0095|EIK_0201|EIK_0239|EIK_0256||多芸多才|戦場の華|技巧伝承|文明開化|洒落者の絆|流行創出|竜飛鳳舞,,step174_validate_repair_7_9,14280,14280,jinpo_result_db_7_part008.csv
step174_7_126148,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0047|EIK_0093|EIK_0387|EIK_0256|EIK_0250|EIK_0239,関口氏広|大内義隆|朝倉義景(八雷)|魔女ルシア|鍋島直茂(人狼)|真田幸村(水練),EIK_0047|EIK_0093|EIK_0387|EIK_0256|EIK_0250|EIK_0239,山紫水明|技巧伝承|文化人の絆|文明開化|流行創出|洒落者の絆|多芸多才,山紫水明|技巧伝承|文化人の絆|文明開化|流行創出|洒落者の絆|多芸多才,9534,858,70,54,277,400,402,683,696,623,683,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0047|EIK_0093|EIK_0239|EIK_0250|EIK_0256|EIK_0387||多芸多才|山紫水明|技巧伝承|文化人の絆|文明開化|洒落者の絆|流行創出,,step174_validate_repair_7_9,14280,14280,jinpo_result_db_7_part008.csv
step174_7_126149,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0055|EIK_0017|EIK_0071|EIK_0095|EIK_0086|EIK_0322,斎藤利三|堀秀政|納涼忍お綾|柳生宗矩|毛利勝永|北条氏政,EIK_0055|EIK_0017|EIK_0071|EIK_0095|EIK_0086|EIK_0322,才腕の絆|技巧伝承|文明開化|多芸多才|侍|知勇兼備|立役者,才腕の絆|技巧伝承|文明開化|多芸多才|侍|知勇兼備|立役者,9650,1312,209,142,375,375,466,421,432,430,468,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0017|EIK_0055|EIK_0071|EIK_0086|EIK_0095|EIK_0322||侍|多芸多才|才腕の絆|技巧伝承|文明開化|知勇兼備|立役者,,step174_validate_repair_7_9,14280,14280,jinpo_result_db_7_part008.csv
step174_7_126150,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0057|EIK_0093|EIK_0250|EIK_0017|EIK_0320|EIK_0114,大野治長|大内義隆|鍋島直茂(人狼)|堀秀政|北条氏規|細川藤孝(立役),EIK_0057|EIK_0093|EIK_0250|EIK_0017|EIK_0320|EIK_0114,傾奇者|多芸多才|文明開化|巧言令色|山紫水明|技巧伝承|文化人の絆,傾奇者|多芸多才|文明開化|巧言令色|山紫水明|技巧伝承|文化人の絆,9771,988,114,148,328,374,463,519,525,525,525,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0017|EIK_0057|EIK_0093|EIK_0114|EIK_0250|EIK_0320||傾奇者|多芸多才|山紫水明|巧言令色|技巧伝承|文化人の絆|文明開化,,step174_validate_repair_7_9,14280,14280,jinpo_result_db_7_part008.csv
step174_7_126151,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0064|EIK_0093|EIK_0043|EIK_0387|EIK_0096|EIK_0017,雑賀孫市(道化)|大内義隆|伊奈忠次|朝倉義景(八雷)|大久保忠世|堀秀政,EIK_0064|EIK_0093|EIK_0043|EIK_0387|EIK_0096|EIK_0017,山紫水明|技巧伝承|文化人の絆|外交官の絆|才腕の絆|多芸多才|文明開化,山紫水明|技巧伝承|文化人の絆|外交官の絆|才腕の絆|多芸多才|文明開化,10184,0,75,65,565,311,463,651,638,677,651,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0017|EIK_0043|EIK_0064|EIK_0093|EIK_0096|EIK_0387||外交官の絆|多芸多才|山紫水明|才腕の絆|技巧伝承|文化人の絆|文明開化,,step174_validate_repair_7_9,14280,14280,jinpo_result_db_7_part008.csv
step174_7_126152,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0064|EIK_0093|EIK_0335|EIK_0387|EIK_0116|EIK_0017,雑賀孫市(道化)|大内義隆|古田織部|朝倉義景(八雷)|小早川隆景|堀秀政,EIK_0064|EIK_0093|EIK_0335|EIK_0387|EIK_0116|EIK_0017,山紫水明|技巧伝承|文化人の絆|外交官の絆|才腕の絆|多芸多才|文明開化,山紫水明|技巧伝承|文化人の絆|外交官の絆|才腕の絆|多芸多才|文明開化,10312,0,67,62,514,337,476,616,607,629,660,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0017|EIK_0064|EIK_0093|EIK_0116|EIK_0335|EIK_0387||外交官の絆|多芸多才|山紫水明|才腕の絆|技巧伝承|文化人の絆|文明開化,,step174_validate_repair_7_9,14280,14280,jinpo_result_db_7_part008.csv
step174_7_126153,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0065|EIK_0042|EIK_0138|EIK_0093|EIK_0024|EIK_0114,望月千代女(道化)|谷忠澄|原田宗時|大内義隆|今川義元|細川藤孝(立役),EIK_0065|EIK_0042|EIK_0138|EIK_0093|EIK_0024|EIK_0114,傾奇者|多芸多才|文明開化|山紫水明|技巧伝承|文化人の絆|巧言令色,傾奇者|多芸多才|文明開化|山紫水明|技巧伝承|文化人の絆|巧言令色,9832,1038,107,142,292,357,484,496,555,476,501,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0024|EIK_0042|EIK_0065|EIK_0093|EIK_0114|EIK_0138||傾奇者|多芸多才|山紫水明|巧言令色|技巧伝承|文化人の絆|文明開化,,step174_validate_repair_7_9,14280,14280,jinpo_result_db_7_part008.csv
step174_7_126154,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0071|EIK_0018|EIK_0153|EIK_0095|EIK_0042|EIK_0256,納涼忍お綾|雫の者|本庄繁長|柳生宗矩|谷忠澄|魔女ルシア,EIK_0071|EIK_0018|EIK_0153|EIK_0095|EIK_0042|EIK_0256,豪傑|多芸多才|技巧伝承|文明開化|竜飛鳳舞|女傑の絆|流行創出,豪傑|多芸多才|技巧伝承|文明開化|竜飛鳳舞|女傑の絆|流行創出,9401,1812,459,56,275,377,429,375,368,343,385,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0018|EIK_0042|EIK_0071|EIK_0095|EIK_0153|EIK_0256||多芸多才|女傑の絆|技巧伝承|文明開化|流行創出|竜飛鳳舞|豪傑,,step174_validate_repair_7_9,14280,14280,jinpo_result_db_7_part008.csv
step174_7_126155,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0072|EIK_0094|EIK_0387|EIK_0095|EIK_0040|EIK_0070,九鬼嘉隆|金森長近|朝倉義景(八雷)|柳生宗矩|北条氏邦|前田利家(兎忍),EIK_0072|EIK_0094|EIK_0387|EIK_0095|EIK_0040|EIK_0070,山紫水明|文化人の絆|技巧伝承|武芸の絆|多芸多才|流行創出|もののふ,山紫水明|文化人の絆|技巧伝承|武芸の絆|多芸多才|流行創出|もののふ,10024,842,319,163,490,273,169,498,519,482,501,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0040|EIK_0070|EIK_0072|EIK_0094|EIK_0095|EIK_0387||もののふ|多芸多才|山紫水明|技巧伝承|文化人の絆|武芸の絆|流行創出,,step174_validate_repair_7_9,14280,14280,jinpo_result_db_7_part008.csv
step174_7_126156,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0081|EIK_0247|EIK_0082|EIK_0103|EIK_0273|EIK_0035,陶晴賢|島左近|山中鹿之介|長野業正|岡部正綱|安宅冬康,EIK_0081|EIK_0247|EIK_0082|EIK_0103|EIK_0273|EIK_0035,侍|もののふ|泰然自若|根性の絆|巧言令色|柔能制剛|謀略家,侍|もののふ|泰然自若|根性の絆|巧言令色|柔能制剛|謀略家,10319,1582,238,445,138,242,332,237,246,258,243,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0035|EIK_0081|EIK_0082|EIK_0103|EIK_0247|EIK_0273||もののふ|侍|巧言令色|柔能制剛|根性の絆|泰然自若|謀略家,,step174_validate_repair_7_9,14280,14280,jinpo_result_db_7_part008.csv
