result_id,issue,formation,old_bond_count,actual_bond_count,old_bond_names,actual_bond_names,eiketsu_ids,eiketsu_names
step172_7_方円_001342,actual_count_outside_7_9,方円,7,6,意気衝天|柔能制剛|王佐之才|知勇兼備|立役者|薬師|質実剛健,薬師|王佐之才|意気衝天|質実剛健|立役者|柔能制剛,EIK_0125|EIK_0033|EIK_0382|EIK_0388|EIK_0018|EIK_0204,竹中半兵衛|丹羽長秀(風雲)|酒井忠次(通)|お市(八雷)|雫の者|北条氏康(獅子)
step172_7_方円_001344,actual_count_outside_7_9,方円,7,6,意気衝天|摂理探究|柔能制剛|知勇兼備|立役者|質実剛健|雄材大略,意気衝天|質実剛健|柔能制剛|立役者|摂理探究|雄材大略,EIK_0049|EIK_0015|EIK_0388|EIK_0204|EIK_0125|EIK_0002,鈴木元信|武田晴信|お市(八雷)|北条氏康(獅子)|竹中半兵衛|片倉景綱(右腕)
step172_7_方円_001369,actual_count_outside_7_9,方円,7,6,意気衝天|才気煥発|柔能制剛|知勇兼備|立役者|謀略家|質実剛健,意気衝天|質実剛健|柔能制剛|立役者|才気煥発|謀略家,EIK_0083|EIK_0015|EIK_0388|EIK_0204|EIK_0002|EIK_0125,豊臣秀吉|武田晴信|お市(八雷)|北条氏康(獅子)|片倉景綱(右腕)|竹中半兵衛
step172_7_方円_001439,actual_count_outside_7_9,方円,7,6,意気衝天|摂理探究|柔能制剛|知勇兼備|立役者|質実剛健|雄材大略,意気衝天|質実剛健|柔能制剛|立役者|摂理探究|雄材大略,EIK_0048|EIK_0015|EIK_0388|EIK_0204|EIK_0125|EIK_0003,岡国高|武田晴信|お市(八雷)|北条氏康(獅子)|竹中半兵衛|竹中半兵衛(右腕)
step172_7_方円_001480,actual_count_outside_7_9,方円,7,5,意気衝天|才気煥発|技巧伝承|摂理探究|柔能制剛|知勇兼備|質実剛健,意気衝天|質実剛健|柔能制剛|摂理探究|才気煥発,EIK_0099|EIK_0015|EIK_0388|EIK_0204|EIK_0091|EIK_0125,明石全登|武田晴信|お市(八雷)|北条氏康(獅子)|豊臣秀次|竹中半兵衛
step172_7_方円_001498,actual_count_outside_7_9,方円,7,6,意気衝天|柔能制剛|王佐之才|知勇兼備|立役者|薬師|質実剛健,薬師|王佐之才|意気衝天|質実剛健|立役者|柔能制剛,EIK_0125|EIK_0033|EIK_0004|EIK_0388|EIK_0019|EIK_0204,竹中半兵衛|丹羽長秀(風雲)|酒井忠次(衣鉢)|お市(八雷)|伊達政宗(起源)|北条氏康(獅子)
step172_7_方円_001500,actual_count_outside_7_9,方円,7,6,意気衝天|柔能制剛|王佐之才|知勇兼備|立役者|薬師|質実剛健,薬師|王佐之才|意気衝天|質実剛健|立役者|柔能制剛,EIK_0125|EIK_0033|EIK_0382|EIK_0388|EIK_0019|EIK_0204,竹中半兵衛|丹羽長秀(風雲)|酒井忠次(通)|お市(八雷)|伊達政宗(起源)|北条氏康(獅子)
step172_7_方円_001509,actual_count_outside_7_9,方円,7,6,才腕の絆|技巧伝承|流行創出|立役者|謀略家|陰陽師|雄材大略,陰陽師|立役者|技巧伝承|謀略家|雄材大略|流行創出,EIK_0012|EIK_0034|EIK_0387|EIK_0054|EIK_0105|EIK_0385,前田利家(雄材)|直江兼続(王佐)|朝倉義景|斎藤利三(神祇)|尼子経久|尼子晴久
step172_7_方円_001510,actual_count_outside_7_9,方円,7,6,才腕の絆|技巧伝承|流行創出|立役者|謀略家|陰陽師|雄材大略,陰陽師|立役者|技巧伝承|謀略家|雄材大略|流行創出,EIK_0378|EIK_0034|EIK_0387|EIK_0054|EIK_0105|EIK_0385,前田利家|直江兼続(王佐)|朝倉義景|斎藤利三(神祇)|尼子経久|尼子晴久
step172_7_方円_001511,actual_count_outside_7_9,方円,7,6,意気衝天|摂理探究|柔能制剛|知勇兼備|立役者|質実剛健|雄材大略,意気衝天|質実剛健|柔能制剛|立役者|摂理探究|雄材大略,EIK_0048|EIK_0015|EIK_0388|EIK_0204|EIK_0125|EIK_0033,岡国高|武田晴信|お市(八雷)|北条氏康(獅子)|竹中半兵衛|丹羽長秀(風雲)
step172_7_方円_001537,actual_count_outside_7_9,方円,7,6,意気衝天|摂理探究|柔能制剛|知勇兼備|立役者|質実剛健|雄材大略,意気衝天|質実剛健|柔能制剛|立役者|摂理探究|雄材大略,EIK_0036|EIK_0015|EIK_0388|EIK_0204|EIK_0125|EIK_0002,稲葉一鉄|武田晴信|お市(八雷)|北条氏康(獅子)|竹中半兵衛|片倉景綱(右腕)
step172_7_方円_001543,actual_count_outside_7_9,方円,7,6,意気衝天|摂理探究|柔能制剛|知勇兼備|立役者|謀略家|質実剛健,意気衝天|質実剛健|柔能制剛|立役者|摂理探究|謀略家,EIK_0012|EIK_0015|EIK_0388|EIK_0204|EIK_0066|EIK_0125,前田利家(雄材)|武田晴信|お市(八雷)|北条氏康(獅子)|鍋島直茂(乱雲)|竹中半兵衛
step172_7_方円_001544,actual_count_outside_7_9,方円,7,6,意気衝天|摂理探究|柔能制剛|知勇兼備|立役者|謀略家|質実剛健,意気衝天|質実剛健|柔能制剛|立役者|摂理探究|謀略家,EIK_0378|EIK_0015|EIK_0388|EIK_0204|EIK_0066|EIK_0125,前田利家|武田晴信|お市(八雷)|北条氏康(獅子)|鍋島直茂(乱雲)|竹中半兵衛
step172_7_方円_001590,actual_count_outside_7_9,方円,7,5,意気衝天|才腕の絆|柔能制剛|知勇兼備|立役者|謀略家|質実剛健,意気衝天|質実剛健|柔能制剛|立役者|謀略家,EIK_0069|EIK_0019|EIK_0388|EIK_0204|EIK_0066|EIK_0125,蜂須賀正勝|伊達政宗(起源)|お市(八雷)|北条氏康(獅子)|鍋島直茂(乱雲)|竹中半兵衛
step172_7_方円_001596,actual_count_outside_7_9,方円,7,6,山紫水明|意気衝天|才腕の絆|技巧伝承|文化人の絆|文明開化|知勇兼備,山紫水明|技巧伝承|文化人の絆|文明開化|意気衝天|知勇兼備,EIK_0125|EIK_0093|EIK_0387|EIK_0256|EIK_0015|EIK_0022,竹中半兵衛|大内義隆|朝倉義景|魔女ルシア|武田晴信|佐竹義重
step172_7_方円_001656,actual_count_outside_7_9,方円,7,6,意気衝天|摂理探究|柔能制剛|知勇兼備|立役者|質実剛健|雄材大略,意気衝天|質実剛健|柔能制剛|立役者|摂理探究|雄材大略,EIK_0043|EIK_0015|EIK_0388|EIK_0204|EIK_0125|EIK_0003,伊奈忠次|武田晴信|お市(八雷)|北条氏康(獅子)|竹中半兵衛|竹中半兵衛(右腕)
step172_7_方円_001658,actual_count_outside_7_9,方円,7,6,才腕の絆|技巧伝承|流行創出|立役者|謀略家|陰陽師|雄材大略,陰陽師|立役者|技巧伝承|謀略家|雄材大略|流行創出,EIK_0012|EIK_0034|EIK_0387|EIK_0054|EIK_0001|EIK_0385,前田利家(雄材)|直江兼続(王佐)|朝倉義景|斎藤利三(神祇)|豊臣秀長|尼子晴久
step172_7_方円_001659,actual_count_outside_7_9,方円,7,6,才腕の絆|技巧伝承|流行創出|立役者|謀略家|陰陽師|雄材大略,陰陽師|立役者|技巧伝承|謀略家|雄材大略|流行創出,EIK_0378|EIK_0034|EIK_0387|EIK_0054|EIK_0001|EIK_0385,前田利家|直江兼続(王佐)|朝倉義景|斎藤利三(神祇)|豊臣秀長|尼子晴久
step172_7_方円_001669,actual_count_outside_7_9,方円,7,6,意気衝天|摂理探究|柔能制剛|知勇兼備|立役者|謀略家|質実剛健,意気衝天|質実剛健|柔能制剛|立役者|摂理探究|謀略家,EIK_0054|EIK_0015|EIK_0388|EIK_0204|EIK_0125|EIK_0002,斎藤利三(神祇)|武田晴信|お市(八雷)|北条氏康(獅子)|竹中半兵衛|片倉景綱(右腕)
step172_7_方円_001675,actual_count_outside_7_9,方円,7,6,意気衝天|摂理探究|柔能制剛|知勇兼備|立役者|質実剛健|雄材大略,意気衝天|質実剛健|柔能制剛|立役者|摂理探究|雄材大略,EIK_0038|EIK_0015|EIK_0388|EIK_0204|EIK_0125|EIK_0066,支倉常長|武田晴信|お市(八雷)|北条氏康(獅子)|竹中半兵衛|鍋島直茂(乱雲)
step172_7_方円_001678,actual_count_outside_7_9,方円,7,6,山紫水明|意気衝天|才腕の絆|技巧伝承|文化人の絆|文明開化|知勇兼備,山紫水明|技巧伝承|文化人の絆|文明開化|意気衝天|知勇兼備,EIK_0125|EIK_0093|EIK_0387|EIK_0256|EIK_0384|EIK_0022,竹中半兵衛|大内義隆|朝倉義景|魔女ルシア|甲斐姫(鷹爪)|佐竹義重
step172_7_方円_001694,actual_count_outside_7_9,方円,7,6,意気衝天|才気煥発|摂理探究|柔能制剛|知勇兼備|立役者|質実剛健,意気衝天|質実剛健|柔能制剛|立役者|摂理探究|才気煥発,EIK_0029|EIK_0015|EIK_0388|EIK_0204|EIK_0003|EIK_0125,本願寺顕如|武田晴信|お市(八雷)|北条氏康(獅子)|竹中半兵衛(右腕)|竹中半兵衛
step172_7_方円_001733,actual_count_outside_7_9,方円,7,6,意気衝天|摂理探究|柔能制剛|知勇兼備|立役者|質実剛健|雄材大略,意気衝天|質実剛健|柔能制剛|立役者|摂理探究|雄材大略,EIK_0043|EIK_0015|EIK_0388|EIK_0204|EIK_0125|EIK_0033,伊奈忠次|武田晴信|お市(八雷)|北条氏康(獅子)|竹中半兵衛|丹羽長秀(風雲)
step172_7_方円_001742,actual_count_outside_7_9,方円,7,6,意気衝天|摂理探究|柔能制剛|知勇兼備|立役者|謀略家|質実剛健,意気衝天|質実剛健|柔能制剛|立役者|摂理探究|謀略家,EIK_0012|EIK_0015|EIK_0388|EIK_0204|EIK_0002|EIK_0125,前田利家(雄材)|武田晴信|お市(八雷)|北条氏康(獅子)|片倉景綱(右腕)|竹中半兵衛
step172_7_方円_001743,actual_count_outside_7_9,方円,7,6,意気衝天|摂理探究|柔能制剛|知勇兼備|立役者|謀略家|質実剛健,意気衝天|質実剛健|柔能制剛|立役者|摂理探究|謀略家,EIK_0378|EIK_0015|EIK_0388|EIK_0204|EIK_0002|EIK_0125,前田利家|武田晴信|お市(八雷)|北条氏康(獅子)|片倉景綱(右腕)|竹中半兵衛
step172_7_方円_001744,actual_count_outside_7_9,方円,7,6,意気衝天|才気煥発|摂理探究|柔能制剛|知勇兼備|立役者|質実剛健,意気衝天|質実剛健|柔能制剛|立役者|摂理探究|才気煥発,EIK_0029|EIK_0015|EIK_0388|EIK_0204|EIK_0033|EIK_0125,本願寺顕如|武田晴信|お市(八雷)|北条氏康(獅子)|丹羽長秀(風雲)|竹中半兵衛
step172_7_方円_001760,actual_count_outside_7_9,方円,7,5,意気衝天|才腕の絆|柔能制剛|知勇兼備|立役者|謀略家|質実剛健,意気衝天|質実剛健|柔能制剛|立役者|謀略家,EIK_0009|EIK_0019|EIK_0388|EIK_0204|EIK_0066|EIK_0125,毛利隆元|伊達政宗(起源)|お市(八雷)|北条氏康(獅子)|鍋島直茂(乱雲)|竹中半兵衛
step172_7_方円_001802,actual_count_outside_7_9,方円,7,6,意気衝天|才気煥発|技巧伝承|摂理探究|柔能制剛|立役者|質実剛健,意気衝天|質実剛健|柔能制剛|立役者|摂理探究|才気煥発,EIK_0099|EIK_0015|EIK_0388|EIK_0204|EIK_0034|EIK_0125,明石全登|武田晴信|お市(八雷)|北条氏康(獅子)|直江兼続(王佐)|竹中半兵衛
step172_7_方円_001811,actual_count_outside_7_9,方円,7,6,意気衝天|摂理探究|柔能制剛|知勇兼備|立役者|質実剛健|雄材大略,意気衝天|質実剛健|柔能制剛|立役者|摂理探究|雄材大略,EIK_0049|EIK_0015|EIK_0388|EIK_0204|EIK_0125|EIK_0003,鈴木元信|武田晴信|お市(八雷)|北条氏康(獅子)|竹中半兵衛|竹中半兵衛(右腕)
step172_7_方円_001823,actual_count_outside_7_9,方円,7,5,意気衝天|才腕の絆|柔能制剛|知勇兼備|立役者|謀略家|質実剛健,意気衝天|質実剛健|柔能制剛|立役者|謀略家,EIK_0069|EIK_0019|EIK_0388|EIK_0204|EIK_0002|EIK_0125,蜂須賀正勝|伊達政宗(起源)|お市(八雷)|北条氏康(獅子)|片倉景綱(右腕)|竹中半兵衛
step172_7_方円_001844,actual_count_outside_7_9,方円,7,5,意気衝天|才腕の絆|柔能制剛|知勇兼備|立役者|謀略家|質実剛健,意気衝天|質実剛健|柔能制剛|立役者|謀略家,EIK_0083|EIK_0019|EIK_0388|EIK_0204|EIK_0066|EIK_0125,豊臣秀吉|伊達政宗(起源)|お市(八雷)|北条氏康(獅子)|鍋島直茂(乱雲)|竹中半兵衛
step172_7_方円_001877,actual_count_outside_7_9,方円,7,6,意気衝天|摂理探究|柔能制剛|知勇兼備|立役者|質実剛健|雄材大略,意気衝天|質実剛健|柔能制剛|立役者|摂理探究|雄材大略,EIK_0038|EIK_0015|EIK_0388|EIK_0204|EIK_0125|EIK_0002,支倉常長|武田晴信|お市(八雷)|北条氏康(獅子)|竹中半兵衛|片倉景綱(右腕)
step172_7_方円_001887,actual_count_outside_7_9,方円,7,6,意気衝天|摂理探究|柔能制剛|知勇兼備|立役者|質実剛健|雄材大略,意気衝天|質実剛健|柔能制剛|立役者|摂理探究|雄材大略,EIK_0049|EIK_0015|EIK_0388|EIK_0204|EIK_0125|EIK_0033,鈴木元信|武田晴信|お市(八雷)|北条氏康(獅子)|竹中半兵衛|丹羽長秀(風雲)
step172_7_方円_001891,actual_count_outside_7_9,方円,7,6,意気衝天|才気煥発|柔能制剛|知勇兼備|立役者|謀略家|質実剛健,意気衝天|質実剛健|柔能制剛|立役者|才気煥発|謀略家,EIK_0083|EIK_0015|EIK_0388|EIK_0204|EIK_0033|EIK_0125,豊臣秀吉|武田晴信|お市(八雷)|北条氏康(獅子)|丹羽長秀(風雲)|竹中半兵衛
step172_7_方円_001895,actual_count_outside_7_9,方円,7,6,意気衝天|才気煥発|柔能制剛|知勇兼備|立役者|謀略家|質実剛健,意気衝天|質実剛健|柔能制剛|立役者|才気煥発|謀略家,EIK_0083|EIK_0015|EIK_0388|EIK_0204|EIK_0003|EIK_0125,豊臣秀吉|武田晴信|お市(八雷)|北条氏康(獅子)|竹中半兵衛(右腕)|竹中半兵衛
step172_7_方円_001906,actual_count_outside_7_9,方円,7,6,山紫水明|意気衝天|才腕の絆|技巧伝承|文化人の絆|文明開化|知勇兼備,山紫水明|技巧伝承|文化人の絆|文明開化|意気衝天|知勇兼備,EIK_0125|EIK_0093|EIK_0387|EIK_0256|EIK_0019|EIK_0022,竹中半兵衛|大内義隆|朝倉義景|魔女ルシア|伊達政宗(起源)|佐竹義重
step172_7_方円_001962,actual_count_outside_7_9,方円,7,5,意気衝天|才腕の絆|柔能制剛|知勇兼備|立役者|謀略家|質実剛健,意気衝天|質実剛健|柔能制剛|立役者|謀略家,EIK_0009|EIK_0019|EIK_0388|EIK_0204|EIK_0002|EIK_0125,毛利隆元|伊達政宗(起源)|お市(八雷)|北条氏康(獅子)|片倉景綱(右腕)|竹中半兵衛
step172_7_方円_001981,actual_count_outside_7_9,方円,7,6,山紫水明|意気衝天|才腕の絆|技巧伝承|文化人の絆|文明開化|知勇兼備,山紫水明|技巧伝承|文化人の絆|文明開化|意気衝天|知勇兼備,EIK_0125|EIK_0093|EIK_0387|EIK_0256|EIK_0388|EIK_0022,竹中半兵衛|大内義隆|朝倉義景|魔女ルシア|お市(八雷)|佐竹義重
step172_7_方円_002025,actual_count_outside_7_9,方円,7,6,意気衝天|摂理探究|柔能制剛|知勇兼備|立役者|質実剛健|雄材大略,意気衝天|質実剛健|柔能制剛|立役者|摂理探究|雄材大略,EIK_0036|EIK_0015|EIK_0388|EIK_0204|EIK_0125|EIK_0003,稲葉一鉄|武田晴信|お市(八雷)|北条氏康(獅子)|竹中半兵衛|竹中半兵衛(右腕)
step172_7_方円_002063,actual_count_outside_7_9,方円,7,5,意気衝天|才腕の絆|柔能制剛|知勇兼備|立役者|謀略家|質実剛健,意気衝天|質実剛健|柔能制剛|立役者|謀略家,EIK_0083|EIK_0019|EIK_0388|EIK_0204|EIK_0002|EIK_0125,豊臣秀吉|伊達政宗(起源)|お市(八雷)|北条氏康(獅子)|片倉景綱(右腕)|竹中半兵衛
step172_7_方円_002081,actual_count_outside_7_9,方円,7,6,意気衝天|摂理探究|柔能制剛|知勇兼備|立役者|質実剛健|雄材大略,意気衝天|質実剛健|柔能制剛|立役者|摂理探究|雄材大略,EIK_0036|EIK_0015|EIK_0388|EIK_0204|EIK_0125|EIK_0033,稲葉一鉄|武田晴信|お市(八雷)|北条氏康(獅子)|竹中半兵衛|丹羽長秀(風雲)
step172_7_方円_002091,actual_count_outside_7_9,方円,7,6,意気衝天|摂理探究|柔能制剛|知勇兼備|立役者|謀略家|質実剛健,意気衝天|質実剛健|柔能制剛|立役者|摂理探究|謀略家,EIK_0195|EIK_0015|EIK_0388|EIK_0204|EIK_0125|EIK_0002,真田昌幸(吸血)|武田晴信|お市(八雷)|北条氏康(獅子)|竹中半兵衛|片倉景綱(右腕)
step172_7_方円_002278,actual_count_outside_7_9,方円,7,6,意気衝天|柔能制剛|王佐之才|知勇兼備|立役者|薬師|質実剛健,薬師|王佐之才|質実剛健|意気衝天|立役者|柔能制剛,EIK_0125|EIK_0033|EIK_0004|EIK_0388|EIK_0216|EIK_0204,竹中半兵衛|丹羽長秀(風雲)|酒井忠次(衣鉢)|お市(八雷)|帰蝶|北条氏康(獅子)
step172_7_方円_002280,actual_count_outside_7_9,方円,7,6,意気衝天|柔能制剛|王佐之才|知勇兼備|立役者|薬師|質実剛健,薬師|王佐之才|質実剛健|意気衝天|立役者|柔能制剛,EIK_0125|EIK_0033|EIK_0382|EIK_0388|EIK_0216|EIK_0204,竹中半兵衛|丹羽長秀(風雲)|酒井忠次(通)|お市(八雷)|帰蝶|北条氏康(獅子)
step172_7_方円_002326,actual_count_outside_7_9,方円,7,5,意気衝天|才腕の絆|柔能制剛|知勇兼備|立役者|謀略家|質実剛健,意気衝天|質実剛健|柔能制剛|立役者|謀略家,EIK_0054|EIK_0019|EIK_0388|EIK_0204|EIK_0066|EIK_0125,斎藤利三(神祇)|伊達政宗(起源)|お市(八雷)|北条氏康(獅子)|鍋島直茂(乱雲)|竹中半兵衛
step172_7_方円_002332,actual_count_outside_7_9,方円,7,6,意気衝天|柔能制剛|王佐之才|知勇兼備|立役者|薬師|質実剛健,薬師|王佐之才|意気衝天|質実剛健|立役者|柔能制剛,EIK_0125|EIK_0033|EIK_0004|EIK_0388|EIK_0206|EIK_0204,竹中半兵衛|丹羽長秀(風雲)|酒井忠次(衣鉢)|お市(八雷)|おまつ(奇譚)|北条氏康(獅子)
step172_7_方円_002334,actual_count_outside_7_9,方円,7,6,意気衝天|柔能制剛|王佐之才|知勇兼備|立役者|薬師|質実剛健,薬師|王佐之才|意気衝天|質実剛健|立役者|柔能制剛,EIK_0125|EIK_0033|EIK_0382|EIK_0388|EIK_0206|EIK_0204,竹中半兵衛|丹羽長秀(風雲)|酒井忠次(通)|お市(八雷)|おまつ(奇譚)|北条氏康(獅子)
step172_7_方円_002379,actual_count_outside_7_9,方円,7,6,意気衝天|摂理探究|柔能制剛|知勇兼備|立役者|謀略家|質実剛健,意気衝天|質実剛健|柔能制剛|立役者|摂理探究|謀略家,EIK_0012|EIK_0015|EIK_0388|EIK_0204|EIK_0033|EIK_0125,前田利家(雄材)|武田晴信|お市(八雷)|北条氏康(獅子)|丹羽長秀(風雲)|竹中半兵衛
step172_7_方円_002380,actual_count_outside_7_9,方円,7,6,意気衝天|摂理探究|柔能制剛|知勇兼備|立役者|謀略家|質実剛健,意気衝天|質実剛健|柔能制剛|立役者|摂理探究|謀略家,EIK_0378|EIK_0015|EIK_0388|EIK_0204|EIK_0033|EIK_0125,前田利家|武田晴信|お市(八雷)|北条氏康(獅子)|丹羽長秀(風雲)|竹中半兵衛
step172_7_方円_002400,actual_count_outside_7_9,方円,7,6,意気衝天|摂理探究|柔能制剛|知勇兼備|立役者|謀略家|質実剛健,意気衝天|質実剛健|柔能制剛|立役者|摂理探究|謀略家,EIK_0012|EIK_0015|EIK_0388|EIK_0204|EIK_0003|EIK_0125,前田利家(雄材)|武田晴信|お市(八雷)|北条氏康(獅子)|竹中半兵衛(右腕)|竹中半兵衛
step172_7_方円_002401,actual_count_outside_7_9,方円,7,6,意気衝天|摂理探究|柔能制剛|知勇兼備|立役者|謀略家|質実剛健,意気衝天|質実剛健|柔能制剛|立役者|摂理探究|謀略家,EIK_0378|EIK_0015|EIK_0388|EIK_0204|EIK_0003|EIK_0125,前田利家|武田晴信|お市(八雷)|北条氏康(獅子)|竹中半兵衛(右腕)|竹中半兵衛
step172_7_方円_002404,actual_count_outside_7_9,方円,7,5,意気衝天|才腕の絆|技巧伝承|柔能制剛|知勇兼備|立役者|質実剛健,意気衝天|質実剛健|柔能制剛|立役者|知勇兼備,EIK_0022|EIK_0019|EIK_0388|EIK_0204|EIK_0034|EIK_0125,佐竹義重|伊達政宗(起源)|お市(八雷)|北条氏康(獅子)|直江兼続(王佐)|竹中半兵衛
step172_7_方円_002434,actual_count_outside_7_9,方円,7,6,意気衝天|才気煥発|柔能制剛|知勇兼備|立役者|謀略家|質実剛健,意気衝天|質実剛健|柔能制剛|立役者|才気煥発|謀略家,EIK_0202|EIK_0015|EIK_0388|EIK_0204|EIK_0066|EIK_0125,徳川家康(東軍)|武田晴信|お市(八雷)|北条氏康(獅子)|鍋島直茂(乱雲)|竹中半兵衛
step172_7_方円_002461,actual_count_outside_7_9,方円,7,5,意気衝天|才腕の絆|柔能制剛|知勇兼備|立役者|謀略家|質実剛健,意気衝天|質実剛健|柔能制剛|立役者|謀略家,EIK_0069|EIK_0019|EIK_0388|EIK_0204|EIK_0033|EIK_0125,蜂須賀正勝|伊達政宗(起源)|お市(八雷)|北条氏康(獅子)|丹羽長秀(風雲)|竹中半兵衛
step172_7_方円_002468,actual_count_outside_7_9,方円,7,6,意気衝天|摂理探究|柔能制剛|知勇兼備|立役者|質実剛健|雄材大略,意気衝天|質実剛健|柔能制剛|立役者|摂理探究|雄材大略,EIK_0038|EIK_0015|EIK_0388|EIK_0204|EIK_0125|EIK_0003,支倉常長|武田晴信|お市(八雷)|北条氏康(獅子)|竹中半兵衛|竹中半兵衛(右腕)
step172_7_方円_002498,actual_count_outside_7_9,方円,7,6,意気衝天|柔能制剛|王佐之才|知勇兼備|立役者|薬師|質実剛健,薬師|王佐之才|意気衝天|質実剛健|立役者|柔能制剛,EIK_0125|EIK_0033|EIK_0004|EIK_0388|EIK_0030|EIK_0204,竹中半兵衛|丹羽長秀(風雲)|酒井忠次(衣鉢)|お市(八雷)|吉川元春|北条氏康(獅子)
step172_7_方円_002500,actual_count_outside_7_9,方円,7,6,意気衝天|柔能制剛|王佐之才|知勇兼備|立役者|薬師|質実剛健,薬師|王佐之才|意気衝天|質実剛健|立役者|柔能制剛,EIK_0125|EIK_0033|EIK_0382|EIK_0388|EIK_0030|EIK_0204,竹中半兵衛|丹羽長秀(風雲)|酒井忠次(通)|お市(八雷)|吉川元春|北条氏康(獅子)
step172_7_方円_002506,actual_count_outside_7_9,方円,7,5,意気衝天|才腕の絆|柔能制剛|知勇兼備|立役者|謀略家|質実剛健,意気衝天|質実剛健|柔能制剛|立役者|謀略家,EIK_0069|EIK_0019|EIK_0388|EIK_0204|EIK_0003|EIK_0125,蜂須賀正勝|伊達政宗(起源)|お市(八雷)|北条氏康(獅子)|竹中半兵衛(右腕)|竹中半兵衛
step172_7_方円_002543,actual_count_outside_7_9,方円,7,6,意気衝天|摂理探究|柔能制剛|知勇兼備|立役者|質実剛健|雄材大略,意気衝天|質実剛健|柔能制剛|立役者|摂理探究|雄材大略,EIK_0038|EIK_0015|EIK_0388|EIK_0204|EIK_0125|EIK_0033,支倉常長|武田晴信|お市(八雷)|北条氏康(獅子)|竹中半兵衛|丹羽長秀(風雲)
step172_7_方円_002577,actual_count_outside_7_9,方円,7,5,意気衝天|才腕の絆|柔能制剛|知勇兼備|立役者|謀略家|質実剛健,意気衝天|質実剛健|柔能制剛|立役者|謀略家,EIK_0054|EIK_0019|EIK_0388|EIK_0204|EIK_0002|EIK_0125,斎藤利三(神祇)|伊達政宗(起源)|お市(八雷)|北条氏康(獅子)|片倉景綱(右腕)|竹中半兵衛
step172_7_方円_002580,actual_count_outside_7_9,方円,7,6,山紫水明|意気衝天|才腕の絆|技巧伝承|文化人の絆|文明開化|知勇兼備,意気衝天|山紫水明|技巧伝承|文化人の絆|文明開化|知勇兼備,EIK_0125|EIK_0022|EIK_0388|EIK_0256|EIK_0114|EIK_0093,竹中半兵衛|佐竹義重|お市(八雷)|魔女ルシア|細川藤孝(立役)|大内義隆
step172_7_方円_002627,actual_count_outside_7_9,方円,7,6,意気衝天|柔能制剛|王佐之才|知勇兼備|立役者|薬師|質実剛健,薬師|王佐之才|質実剛健|意気衝天|立役者|柔能制剛,EIK_0125|EIK_0033|EIK_0004|EIK_0388|EIK_0231|EIK_0204,竹中半兵衛|丹羽長秀(風雲)|酒井忠次(衣鉢)|お市(八雷)|小松姫(航海)|北条氏康(獅子)
step172_7_方円_002629,actual_count_outside_7_9,方円,7,6,意気衝天|柔能制剛|王佐之才|知勇兼備|立役者|薬師|質実剛健,薬師|王佐之才|質実剛健|意気衝天|立役者|柔能制剛,EIK_0125|EIK_0033|EIK_0382|EIK_0388|EIK_0231|EIK_0204,竹中半兵衛|丹羽長秀(風雲)|酒井忠次(通)|お市(八雷)|小松姫(航海)|北条氏康(獅子)
step172_7_方円_002681,actual_count_outside_7_9,方円,7,5,意気衝天|才腕の絆|柔能制剛|知勇兼備|立役者|謀略家|質実剛健,意気衝天|質実剛健|柔能制剛|立役者|謀略家,EIK_0009|EIK_0019|EIK_0388|EIK_0204|EIK_0033|EIK_0125,毛利隆元|伊達政宗(起源)|お市(八雷)|北条氏康(獅子)|丹羽長秀(風雲)|竹中半兵衛
step172_7_方円_002724,actual_count_outside_7_9,方円,7,5,意気衝天|才腕の絆|柔能制剛|知勇兼備|立役者|謀略家|質実剛健,意気衝天|質実剛健|柔能制剛|立役者|謀略家,EIK_0009|EIK_0019|EIK_0388|EIK_0204|EIK_0003|EIK_0125,毛利隆元|伊達政宗(起源)|お市(八雷)|北条氏康(獅子)|竹中半兵衛(右腕)|竹中半兵衛
step172_7_方円_002743,actual_count_outside_7_9,方円,7,6,意気衝天|才気煥発|柔能制剛|知勇兼備|立役者|謀略家|質実剛健,意気衝天|質実剛健|柔能制剛|立役者|才気煥発|謀略家,EIK_0202|EIK_0015|EIK_0388|EIK_0204|EIK_0002|EIK_0125,徳川家康(東軍)|武田晴信|お市(八雷)|北条氏康(獅子)|片倉景綱(右腕)|竹中半兵衛
step172_7_方円_002787,actual_count_outside_7_9,方円,7,5,意気衝天|才腕の絆|柔能制剛|知勇兼備|立役者|謀略家|質実剛健,意気衝天|質実剛健|柔能制剛|立役者|謀略家,EIK_0083|EIK_0019|EIK_0388|EIK_0204|EIK_0033|EIK_0125,豊臣秀吉|伊達政宗(起源)|お市(八雷)|北条氏康(獅子)|丹羽長秀(風雲)|竹中半兵衛
step172_7_方円_002829,actual_count_outside_7_9,方円,7,5,意気衝天|才腕の絆|柔能制剛|知勇兼備|立役者|謀略家|質実剛健,意気衝天|質実剛健|柔能制剛|立役者|謀略家,EIK_0083|EIK_0019|EIK_0388|EIK_0204|EIK_0003|EIK_0125,豊臣秀吉|伊達政宗(起源)|お市(八雷)|北条氏康(獅子)|竹中半兵衛(右腕)|竹中半兵衛
