result_id,record_type,source_file,formation,grade3_flag,bond_count,eiketsu_ids,eiketsu_names,bond_ids,bond_names,生命,気合,腕力,耐久力,器用さ,知力,魅力,土属性,水属性,火属性,風属性,stat_status,stat_note,calc_source,calc_formula,duplicate_key,calc_warning,calc_filled_at_step,総合値,total_score,top300_source_file
db79_1501_uorin,RULE103_RECALCULATED_RESULT,jinpo_result_db_7.csv,魚鱗,通常,7,林崎甚助|義姫|明石全登|斎藤道三(巳)|足利義輝(野望)|山県昌景,林崎甚助|義姫|明石全登|斎藤道三(巳)|足利義輝(野望)|山県昌景,明敏の絆|老練闊達|才気煥発|武士道の絆|侍|剣豪の絆|泰然自若,明敏の絆|老練闊達|才気煥発|武士道の絆|侍|剣豪の絆|泰然自若,12432,6486,343,280,124,449,267,52,51,49,53,ステータス計算済み,陣法説明(4).xlsx準拠。同一因縁は重複発動不可として、各陣形の有効ライン抽出後に因縁名重複を除外して再計算。,FORMULA_RECALCULATED_STEP103_RULES_DEDUP,各陣形有効ラインで因縁抽出→同じ因縁名は1回だけ採用→Σ floor(成立ライン3人合計×因縁実効係数)→最後に陣形倍率適用,魚鱗||通常||7||林崎甚助|義姫|明石全登|斎藤道三(巳)|足利義輝(野望)|山県昌景||1-2-3:明敏の絆|1-2-3:老練闊達|1-2-3:才気煥発|3-4-5:武士道の絆|5-6-1:侍|5-6-1:剣豪の絆|5-6-1:泰然自若,,step103_rules_dedup_rebuild,20586,20586,step164_verified_normal7
db79_127_uorin,RULE103_RECALCULATED_RESULT,jinpo_result_db_7.csv,魚鱗,通常,7,武田晴信|織田信長(周年)|義姫|林崎甚助|小松姫|浅井長政(婚礼),武田晴信|織田信長(周年)|義姫|林崎甚助|小松姫|浅井長政(婚礼),野心家の絆|才気煥発|明敏の絆|豪傑|老練闊達|侍|意気衝天,野心家の絆|才気煥発|明敏の絆|豪傑|老練闊達|侍|意気衝天,11453,7966,280,27,50,698,110,0,0,0,0,ステータス計算済み,陣法説明(4).xlsx準拠。同一因縁は重複発動不可として、各陣形の有効ライン抽出後に因縁名重複を除外して再計算。,FORMULA_RECALCULATED_STEP103_RULES_DEDUP,各陣形有効ラインで因縁抽出→同じ因縁名は1回だけ採用→Σ floor(成立ライン3人合計×因縁実効係数)→最後に陣形倍率適用,魚鱗||通常||7||武田晴信|織田信長(周年)|義姫|林崎甚助|小松姫|浅井長政(婚礼)||1-2-3:野心家の絆|1-2-3:才気煥発|3-4-5:明敏の絆|3-4-5:豪傑|3-4-5:老練闊達|5-6-1:侍|5-6-1:意気衝天,,step103_rules_dedup_rebuild,20584,20584,step164_verified_normal7
db79_2143_uorin,RULE103_RECALCULATED_RESULT,jinpo_result_db_7.csv,魚鱗,通常,7,林崎甚助|三好長慶(生殺)|明石全登|鈴木重朝|足利義輝(野望)|山県昌景,林崎甚助|三好長慶(生殺)|明石全登|鈴木重朝|足利義輝(野望)|山県昌景,明敏の絆|老練闊達|才気煥発|武士道の絆|侍|剣豪の絆|泰然自若,明敏の絆|老練闊達|才気煥発|武士道の絆|侍|剣豪の絆|泰然自若,12370,6559,348,272,124,450,255,52,51,49,53,ステータス計算済み,陣法説明(4).xlsx準拠。同一因縁は重複発動不可として、各陣形の有効ライン抽出後に因縁名重複を除外して再計算。,FORMULA_RECALCULATED_STEP103_RULES_DEDUP,各陣形有効ラインで因縁抽出→同じ因縁名は1回だけ採用→Σ floor(成立ライン3人合計×因縁実効係数)→最後に陣形倍率適用,魚鱗||通常||7||林崎甚助|三好長慶(生殺)|明石全登|鈴木重朝|足利義輝(野望)|山県昌景||1-2-3:明敏の絆|1-2-3:老練闊達|1-2-3:才気煥発|3-4-5:武士道の絆|5-6-1:侍|5-6-1:剣豪の絆|5-6-1:泰然自若,,step103_rules_dedup_rebuild,20583,20583,step164_verified_normal7
db79_187_uorin,RULE103_RECALCULATED_RESULT,jinpo_result_db_7.csv,魚鱗,通常,7,伊達政宗(起源)|武田晴信|義姫|林崎甚助|小松姫|山県昌景(泰然),伊達政宗(起源)|武田晴信|義姫|林崎甚助|小松姫|山県昌景(泰然),野心家の絆|才気煥発|明敏の絆|豪傑|老練闊達|武芸の絆|意気衝天,野心家の絆|才気煥発|明敏の絆|豪傑|老練闊達|武芸の絆|意気衝天,11415,7959,303,50,116,665,75,0,0,0,0,ステータス計算済み,陣法説明(4).xlsx準拠。同一因縁は重複発動不可として、各陣形の有効ライン抽出後に因縁名重複を除外して再計算。,FORMULA_RECALCULATED_STEP103_RULES_DEDUP,各陣形有効ラインで因縁抽出→同じ因縁名は1回だけ採用→Σ floor(成立ライン3人合計×因縁実効係数)→最後に陣形倍率適用,魚鱗||通常||7||伊達政宗(起源)|武田晴信|義姫|林崎甚助|小松姫|山県昌景(泰然)||1-2-3:野心家の絆|1-2-3:才気煥発|3-4-5:明敏の絆|3-4-5:豪傑|3-4-5:老練闊達|5-6-1:武芸の絆|5-6-1:意気衝天,,step103_rules_dedup_rebuild,20583,20583,step164_verified_normal7
db79_2144_uorin,RULE103_RECALCULATED_RESULT,jinpo_result_db_7.csv,魚鱗,通常,7,林崎甚助|三好長慶(生殺)|明石全登|岡部元信|足利義輝(野望)|山県昌景,林崎甚助|三好長慶(生殺)|明石全登|岡部元信|足利義輝(野望)|山県昌景,明敏の絆|老練闊達|才気煥発|武士道の絆|侍|剣豪の絆|泰然自若,明敏の絆|老練闊達|才気煥発|武士道の絆|侍|剣豪の絆|泰然自若,12370,6559,348,272,124,450,254,52,51,49,53,ステータス計算済み,陣法説明(4).xlsx準拠。同一因縁は重複発動不可として、各陣形の有効ライン抽出後に因縁名重複を除外して再計算。,FORMULA_RECALCULATED_STEP103_RULES_DEDUP,各陣形有効ラインで因縁抽出→同じ因縁名は1回だけ採用→Σ floor(成立ライン3人合計×因縁実効係数)→最後に陣形倍率適用,魚鱗||通常||7||林崎甚助|三好長慶(生殺)|明石全登|岡部元信|足利義輝(野望)|山県昌景||1-2-3:明敏の絆|1-2-3:老練闊達|1-2-3:才気煥発|3-4-5:武士道の絆|5-6-1:侍|5-6-1:剣豪の絆|5-6-1:泰然自若,,step103_rules_dedup_rebuild,20582,20582,step164_verified_normal7
db79_1313_uorin,RULE103_RECALCULATED_RESULT,jinpo_result_db_7.csv,魚鱗,通常,7,武田晴信|細川藤孝(立役)|高台院|織田信忠|島津義久|宇喜多直家,武田晴信|細川藤孝(立役)|高台院|織田信忠|島津義久|宇喜多直家,健康第一|老練闊達|質実剛健|明敏の絆|謀略家|才気煥発|柔能制剛,健康第一|老練闊達|質実剛健|明敏の絆|謀略家|才気煥発|柔能制剛,12323,6531,61,171,112,922,157,79,76,73,74,ステータス計算済み,陣法説明(4).xlsx準拠。同一因縁は重複発動不可として、各陣形の有効ライン抽出後に因縁名重複を除外して再計算。,FORMULA_RECALCULATED_STEP103_RULES_DEDUP,各陣形有効ラインで因縁抽出→同じ因縁名は1回だけ採用→Σ floor(成立ライン3人合計×因縁実効係数)→最後に陣形倍率適用,魚鱗||通常||7||武田晴信|細川藤孝(立役)|高台院|織田信忠|島津義久|宇喜多直家||1-2-3:健康第一|1-2-3:老練闊達|1-2-3:質実剛健|3-4-5:明敏の絆|5-6-1:謀略家|5-6-1:才気煥発|5-6-1:柔能制剛,,step103_rules_dedup_rebuild,20579,20579,step164_verified_normal7
db79_1061_uorin,RULE103_RECALCULATED_RESULT,jinpo_result_db_7.csv,魚鱗,通常,7,武田晴信|細川藤孝(立役)|愛姫(起源)|長尾景虎|島津義久|宇喜多直家,武田晴信|細川藤孝(立役)|愛姫(起源)|長尾景虎|島津義久|宇喜多直家,健康第一|老練闊達|質実剛健|明敏の絆|謀略家|才気煥発|柔能制剛,健康第一|老練闊達|質実剛健|明敏の絆|謀略家|才気煥発|柔能制剛,12271,6563,73,176,112,915,157,80,78,77,77,ステータス計算済み,陣法説明(4).xlsx準拠。同一因縁は重複発動不可として、各陣形の有効ライン抽出後に因縁名重複を除外して再計算。,FORMULA_RECALCULATED_STEP103_RULES_DEDUP,各陣形有効ラインで因縁抽出→同じ因縁名は1回だけ採用→Σ floor(成立ライン3人合計×因縁実効係数)→最後に陣形倍率適用,魚鱗||通常||7||武田晴信|細川藤孝(立役)|愛姫(起源)|長尾景虎|島津義久|宇喜多直家||1-2-3:健康第一|1-2-3:老練闊達|1-2-3:質実剛健|3-4-5:明敏の絆|5-6-1:謀略家|5-6-1:才気煥発|5-6-1:柔能制剛,,step103_rules_dedup_rebuild,20579,20579,step164_verified_normal7
step101_new_eiketsu_魚鱗_7_004024,RULE103_RECALCULATED_RESULT,step101_new_eiketsu_generated_rows_7_9.csv,魚鱗,通常,7,武田晴信|甲斐姫(鷹爪)|山中鹿之介|井伊直政(勇猛)|渡辺守綱|愛姫(起源),武田晴信|甲斐姫(鷹爪)|山中鹿之介|井伊直政(勇猛)|渡辺守綱|愛姫(起源),侍|意気衝天|武芸の絆|猛将の絆|もののふ|健康第一|老練闊達,侍|意気衝天|武芸の絆|猛将の絆|もののふ|健康第一|老練闊達,12202,7213,642,136,143,203,39,0,0,0,0,ステータス計算済み,陣法説明(4).xlsx準拠。同一因縁は重複発動不可として、各陣形の有効ライン抽出後に因縁名重複を除外して再計算。,FORMULA_RECALCULATED_STEP103_RULES_DEDUP,各陣形有効ラインで因縁抽出→同じ因縁名は1回だけ採用→Σ floor(成立ライン3人合計×因縁実効係数)→最後に陣形倍率適用,魚鱗||通常||7||武田晴信|甲斐姫(鷹爪)|山中鹿之介|井伊直政(勇猛)|渡辺守綱|愛姫(起源)||1-2-3:侍|1-2-3:意気衝天|3-4-5:武芸の絆|3-4-5:猛将の絆|3-4-5:もののふ|5-6-1:健康第一|5-6-1:老練闊達,,step103_rules_dedup_rebuild,20578,20578,step164_verified_normal7
step101_new_eiketsu_魚鱗_7_006890,RULE103_RECALCULATED_RESULT,step101_new_eiketsu_generated_rows_7_9.csv,魚鱗,通常,7,陶晴賢|斎藤道三|伊達政宗(起源)|甲斐姫(鷹爪)|北条氏康(獅子)|豊臣秀次,陶晴賢|斎藤道三|伊達政宗(起源)|甲斐姫(鷹爪)|北条氏康(獅子)|豊臣秀次,野心家の絆|才腕の絆|侍|意気衝天|技巧伝承|知勇兼備|柔能制剛,野心家の絆|才腕の絆|侍|意気衝天|技巧伝承|知勇兼備|柔能制剛,12508,5448,137,95,569,465,213,280,298,278,284,ステータス計算済み,陣法説明(4).xlsx準拠。同一因縁は重複発動不可として、各陣形の有効ライン抽出後に因縁名重複を除外して再計算。,FORMULA_RECALCULATED_STEP103_RULES_DEDUP,各陣形有効ラインで因縁抽出→同じ因縁名は1回だけ採用→Σ floor(成立ライン3人合計×因縁実効係数)→最後に陣形倍率適用,魚鱗||通常||7||陶晴賢|斎藤道三|伊達政宗(起源)|甲斐姫(鷹爪)|北条氏康(獅子)|豊臣秀次||1-2-3:野心家の絆|1-2-3:才腕の絆|3-4-5:侍|3-4-5:意気衝天|5-6-1:技巧伝承|5-6-1:知勇兼備|5-6-1:柔能制剛,,step103_rules_dedup_rebuild,20575,20575,step164_verified_normal7
db79_1282_uorin,RULE103_RECALCULATED_RESULT,jinpo_result_db_7.csv,魚鱗,通常,7,武田晴信|細川藤孝(立役)|高台院|遠足娘まり|島津義久|宇喜多直家,武田晴信|細川藤孝(立役)|高台院|遠足娘まり|島津義久|宇喜多直家,健康第一|老練闊達|質実剛健|明敏の絆|謀略家|才気煥発|柔能制剛,健康第一|老練闊達|質実剛健|明敏の絆|謀略家|才気煥発|柔能制剛,12304,6547,61,171,112,917,157,79,76,73,74,ステータス計算済み,陣法説明(4).xlsx準拠。同一因縁は重複発動不可として、各陣形の有効ライン抽出後に因縁名重複を除外して再計算。,FORMULA_RECALCULATED_STEP103_RULES_DEDUP,各陣形有効ラインで因縁抽出→同じ因縁名は1回だけ採用→Σ floor(成立ライン3人合計×因縁実効係数)→最後に陣形倍率適用,魚鱗||通常||7||武田晴信|細川藤孝(立役)|高台院|遠足娘まり|島津義久|宇喜多直家||1-2-3:健康第一|1-2-3:老練闊達|1-2-3:質実剛健|3-4-5:明敏の絆|5-6-1:謀略家|5-6-1:才気煥発|5-6-1:柔能制剛,,step103_rules_dedup_rebuild,20571,20571,step164_verified_normal7
db79_1468_uorin,RULE103_RECALCULATED_RESULT,jinpo_result_db_7.csv,魚鱗,通常,7,武田晴信|三好長慶(生殺)|陶晴賢|豊臣秀次|北条氏康(獅子)|小松姫(航海),武田晴信|三好長慶(生殺)|陶晴賢|豊臣秀次|北条氏康(獅子)|小松姫(航海),野心家の絆|才気煥発|技巧伝承|知勇兼備|柔能制剛|意気衝天|質実剛健,野心家の絆|才気煥発|技巧伝承|知勇兼備|柔能制剛|意気衝天|質実剛健,12112,5836,53,174,433,770,330,207,228,203,224,ステータス計算済み,陣法説明(4).xlsx準拠。同一因縁は重複発動不可として、各陣形の有効ライン抽出後に因縁名重複を除外して再計算。,FORMULA_RECALCULATED_STEP103_RULES_DEDUP,各陣形有効ラインで因縁抽出→同じ因縁名は1回だけ採用→Σ floor(成立ライン3人合計×因縁実効係数)→最後に陣形倍率適用,魚鱗||通常||7||武田晴信|三好長慶(生殺)|陶晴賢|豊臣秀次|北条氏康(獅子)|小松姫(航海)||1-2-3:野心家の絆|1-2-3:才気煥発|3-4-5:技巧伝承|3-4-5:知勇兼備|3-4-5:柔能制剛|5-6-1:意気衝天|5-6-1:質実剛健,,step103_rules_dedup_rebuild,20570,20570,step164_verified_normal7
db79_2286_uorin,RULE103_RECALCULATED_RESULT,jinpo_result_db_7.csv,魚鱗,通常,7,武田晴信|徳川家康(東軍)|豊臣秀吉|堀秀政|細川藤孝(立役)|高台院,武田晴信|徳川家康(東軍)|豊臣秀吉|堀秀政|細川藤孝(立役)|高台院,軍学の絆|野心家の絆|技巧伝承|巧言令色|健康第一|老練闊達|質実剛健,軍学の絆|野心家の絆|技巧伝承|巧言令色|健康第一|老練闊達|質実剛健,12587,5951,61,306,194,441,399,156,154,156,156,ステータス計算済み,陣法説明(4).xlsx準拠。同一因縁は重複発動不可として、各陣形の有効ライン抽出後に因縁名重複を除外して再計算。,FORMULA_RECALCULATED_STEP103_RULES_DEDUP,各陣形有効ラインで因縁抽出→同じ因縁名は1回だけ採用→Σ floor(成立ライン3人合計×因縁実効係数)→最後に陣形倍率適用,魚鱗||通常||7||武田晴信|徳川家康(東軍)|豊臣秀吉|堀秀政|細川藤孝(立役)|高台院||1-2-3:軍学の絆|1-2-3:野心家の絆|3-4-5:技巧伝承|3-4-5:巧言令色|5-6-1:健康第一|5-6-1:老練闊達|5-6-1:質実剛健,,step103_rules_dedup_rebuild,20561,20561,step164_verified_normal7
db79_1968_uorin,RULE103_RECALCULATED_RESULT,jinpo_result_db_7.csv,魚鱗,通常,7,林崎甚助|三好長慶(生殺)|明石全登|岡部正綱|足利義輝(野望)|山県昌景,林崎甚助|三好長慶(生殺)|明石全登|岡部正綱|足利義輝(野望)|山県昌景,明敏の絆|老練闊達|才気煥発|武士道の絆|侍|剣豪の絆|泰然自若,明敏の絆|老練闊達|才気煥発|武士道の絆|侍|剣豪の絆|泰然自若,12328,6579,348,271,124,450,254,52,51,49,53,ステータス計算済み,陣法説明(4).xlsx準拠。同一因縁は重複発動不可として、各陣形の有効ライン抽出後に因縁名重複を除外して再計算。,FORMULA_RECALCULATED_STEP103_RULES_DEDUP,各陣形有効ラインで因縁抽出→同じ因縁名は1回だけ採用→Σ floor(成立ライン3人合計×因縁実効係数)→最後に陣形倍率適用,魚鱗||通常||7||林崎甚助|三好長慶(生殺)|明石全登|岡部正綱|足利義輝(野望)|山県昌景||1-2-3:明敏の絆|1-2-3:老練闊達|1-2-3:才気煥発|3-4-5:武士道の絆|5-6-1:侍|5-6-1:剣豪の絆|5-6-1:泰然自若,,step103_rules_dedup_rebuild,20559,20559,step164_verified_normal7
db79_1967_uorin,RULE103_RECALCULATED_RESULT,jinpo_result_db_7.csv,魚鱗,通常,7,林崎甚助|三好長慶(生殺)|明石全登|北条高広|足利義輝(野望)|山県昌景,林崎甚助|三好長慶(生殺)|明石全登|北条高広|足利義輝(野望)|山県昌景,明敏の絆|老練闊達|才気煥発|武士道の絆|侍|剣豪の絆|泰然自若,明敏の絆|老練闊達|才気煥発|武士道の絆|侍|剣豪の絆|泰然自若,12328,6579,348,271,124,450,254,52,51,49,53,ステータス計算済み,陣法説明(4).xlsx準拠。同一因縁は重複発動不可として、各陣形の有効ライン抽出後に因縁名重複を除外して再計算。,FORMULA_RECALCULATED_STEP103_RULES_DEDUP,各陣形有効ラインで因縁抽出→同じ因縁名は1回だけ採用→Σ floor(成立ライン3人合計×因縁実効係数)→最後に陣形倍率適用,魚鱗||通常||7||林崎甚助|三好長慶(生殺)|明石全登|北条高広|足利義輝(野望)|山県昌景||1-2-3:明敏の絆|1-2-3:老練闊達|1-2-3:才気煥発|3-4-5:武士道の絆|5-6-1:侍|5-6-1:剣豪の絆|5-6-1:泰然自若,,step103_rules_dedup_rebuild,20559,20559,step164_verified_normal7
db79_1281_uorin,RULE103_RECALCULATED_RESULT,jinpo_result_db_7.csv,魚鱗,通常,7,武田晴信|細川藤孝(立役)|高台院|明石全登|島津義久|宇喜多直家,武田晴信|細川藤孝(立役)|高台院|明石全登|島津義久|宇喜多直家,健康第一|老練闊達|質実剛健|明敏の絆|謀略家|才気煥発|柔能制剛,健康第一|老練闊達|質実剛健|明敏の絆|謀略家|才気煥発|柔能制剛,12298,6548,61,171,112,910,157,79,76,73,74,ステータス計算済み,陣法説明(4).xlsx準拠。同一因縁は重複発動不可として、各陣形の有効ライン抽出後に因縁名重複を除外して再計算。,FORMULA_RECALCULATED_STEP103_RULES_DEDUP,各陣形有効ラインで因縁抽出→同じ因縁名は1回だけ採用→Σ floor(成立ライン3人合計×因縁実効係数)→最後に陣形倍率適用,魚鱗||通常||7||武田晴信|細川藤孝(立役)|高台院|明石全登|島津義久|宇喜多直家||1-2-3:健康第一|1-2-3:老練闊達|1-2-3:質実剛健|3-4-5:明敏の絆|5-6-1:謀略家|5-6-1:才気煥発|5-6-1:柔能制剛,,step103_rules_dedup_rebuild,20559,20559,step164_verified_normal7
db79_1969_uorin,RULE103_RECALCULATED_RESULT,jinpo_result_db_7.csv,魚鱗,通常,7,林崎甚助|三好長慶(生殺)|明石全登|榊原康政|足利義輝(野望)|山県昌景,林崎甚助|三好長慶(生殺)|明石全登|榊原康政|足利義輝(野望)|山県昌景,明敏の絆|老練闊達|才気煥発|武士道の絆|侍|剣豪の絆|泰然自若,明敏の絆|老練闊達|才気煥発|武士道の絆|侍|剣豪の絆|泰然自若,12328,6579,348,269,124,450,254,52,51,49,53,ステータス計算済み,陣法説明(4).xlsx準拠。同一因縁は重複発動不可として、各陣形の有効ライン抽出後に因縁名重複を除外して再計算。,FORMULA_RECALCULATED_STEP103_RULES_DEDUP,各陣形有効ラインで因縁抽出→同じ因縁名は1回だけ採用→Σ floor(成立ライン3人合計×因縁実効係数)→最後に陣形倍率適用,魚鱗||通常||7||林崎甚助|三好長慶(生殺)|明石全登|榊原康政|足利義輝(野望)|山県昌景||1-2-3:明敏の絆|1-2-3:老練闊達|1-2-3:才気煥発|3-4-5:武士道の絆|5-6-1:侍|5-6-1:剣豪の絆|5-6-1:泰然自若,,step103_rules_dedup_rebuild,20557,20557,step164_verified_normal7
db79_1510_uorin,RULE103_RECALCULATED_RESULT,jinpo_result_db_7.csv,魚鱗,通常,7,武田晴信|宇喜多直家|豊臣秀吉|堀秀政|細川藤孝(立役)|愛姫(起源),武田晴信|宇喜多直家|豊臣秀吉|堀秀政|細川藤孝(立役)|愛姫(起源),野心家の絆|謀略家|技巧伝承|巧言令色|健康第一|老練闊達|質実剛健,野心家の絆|謀略家|技巧伝承|巧言令色|健康第一|老練闊達|質実剛健,12518,6054,73,243,194,514,324,157,156,160,159,ステータス計算済み,陣法説明(4).xlsx準拠。同一因縁は重複発動不可として、各陣形の有効ライン抽出後に因縁名重複を除外して再計算。,FORMULA_RECALCULATED_STEP103_RULES_DEDUP,各陣形有効ラインで因縁抽出→同じ因縁名は1回だけ採用→Σ floor(成立ライン3人合計×因縁実効係数)→最後に陣形倍率適用,魚鱗||通常||7||武田晴信|宇喜多直家|豊臣秀吉|堀秀政|細川藤孝(立役)|愛姫(起源)||1-2-3:野心家の絆|1-2-3:謀略家|3-4-5:技巧伝承|3-4-5:巧言令色|5-6-1:健康第一|5-6-1:老練闊達|5-6-1:質実剛健,,step103_rules_dedup_rebuild,20552,20552,step164_verified_normal7
step101_new_eiketsu_魚鱗_7_006850,RULE103_RECALCULATED_RESULT,step101_new_eiketsu_generated_rows_7_9.csv,魚鱗,通常,7,武田晴信|甲斐姫(鷹爪)|山中鹿之介|井伊直政(勇猛)|渡辺守綱|高台院,武田晴信|甲斐姫(鷹爪)|山中鹿之介|井伊直政(勇猛)|渡辺守綱|高台院,侍|意気衝天|武芸の絆|猛将の絆|もののふ|健康第一|老練闊達,侍|意気衝天|武芸の絆|猛将の絆|もののふ|健康第一|老練闊達,12206,7188,630,135,143,207,39,0,0,0,0,ステータス計算済み,陣法説明(4).xlsx準拠。同一因縁は重複発動不可として、各陣形の有効ライン抽出後に因縁名重複を除外して再計算。,FORMULA_RECALCULATED_STEP103_RULES_DEDUP,各陣形有効ラインで因縁抽出→同じ因縁名は1回だけ採用→Σ floor(成立ライン3人合計×因縁実効係数)→最後に陣形倍率適用,魚鱗||通常||7||武田晴信|甲斐姫(鷹爪)|山中鹿之介|井伊直政(勇猛)|渡辺守綱|高台院||1-2-3:侍|1-2-3:意気衝天|3-4-5:武芸の絆|3-4-5:猛将の絆|3-4-5:もののふ|5-6-1:健康第一|5-6-1:老練闊達,,step103_rules_dedup_rebuild,20548,20548,step164_verified_normal7
step101_new_eiketsu_魚鱗_7_000079,RULE103_RECALCULATED_RESULT,step101_new_eiketsu_generated_rows_7_9.csv,魚鱗,通常,7,武田晴信|愛姫(起源)|細川藤孝(立役)|堀秀政|羽柴秀吉(涼)|三好長慶(生殺),武田晴信|愛姫(起源)|細川藤孝(立役)|堀秀政|羽柴秀吉(涼)|三好長慶(生殺),健康第一|老練闊達|質実剛健|外交官の絆|技巧伝承|野心家の絆|才気煥発,健康第一|老練闊達|質実剛健|外交官の絆|技巧伝承|野心家の絆|才気煥発,12539,5896,73,176,308,549,435,143,142,143,144,ステータス計算済み,陣法説明(4).xlsx準拠。同一因縁は重複発動不可として、各陣形の有効ライン抽出後に因縁名重複を除外して再計算。,FORMULA_RECALCULATED_STEP103_RULES_DEDUP,各陣形有効ラインで因縁抽出→同じ因縁名は1回だけ採用→Σ floor(成立ライン3人合計×因縁実効係数)→最後に陣形倍率適用,魚鱗||通常||7||武田晴信|愛姫(起源)|細川藤孝(立役)|堀秀政|羽柴秀吉(涼)|三好長慶(生殺)||1-2-3:健康第一|1-2-3:老練闊達|1-2-3:質実剛健|3-4-5:外交官の絆|3-4-5:技巧伝承|5-6-1:野心家の絆|5-6-1:才気煥発,,step103_rules_dedup_rebuild,20548,20548,step164_verified_normal7
db79_1556_uorin,RULE103_RECALCULATED_RESULT,jinpo_result_db_7.csv,魚鱗,通常,7,武田晴信|愛姫(起源)|細川藤孝(立役)|堀秀政|羽柴秀吉(納涼)|三好長慶(生殺),武田晴信|愛姫(起源)|細川藤孝(立役)|堀秀政|羽柴秀吉(納涼)|三好長慶(生殺),健康第一|老練闊達|質実剛健|外交官の絆|技巧伝承|野心家の絆|才気煥発,健康第一|老練闊達|質実剛健|外交官の絆|技巧伝承|野心家の絆|才気煥発,12539,5896,73,176,308,549,435,143,142,143,144,ステータス計算済み,陣法説明(4).xlsx準拠。同一因縁は重複発動不可として、各陣形の有効ライン抽出後に因縁名重複を除外して再計算。,FORMULA_RECALCULATED_STEP103_RULES_DEDUP,各陣形有効ラインで因縁抽出→同じ因縁名は1回だけ採用→Σ floor(成立ライン3人合計×因縁実効係数)→最後に陣形倍率適用,魚鱗||通常||7||武田晴信|愛姫(起源)|細川藤孝(立役)|堀秀政|羽柴秀吉(納涼)|三好長慶(生殺)||1-2-3:健康第一|1-2-3:老練闊達|1-2-3:質実剛健|3-4-5:外交官の絆|3-4-5:技巧伝承|5-6-1:野心家の絆|5-6-1:才気煥発,,step103_rules_dedup_rebuild,20548,20548,step164_verified_normal7
db79_1200_uorin,RULE103_RECALCULATED_RESULT,jinpo_result_db_7.csv,魚鱗,通常,7,武田晴信|竹中重門|豊臣秀吉|今川義元|細川藤孝(立役)|高台院,武田晴信|竹中重門|豊臣秀吉|今川義元|細川藤孝(立役)|高台院,野心家の絆|才気煥発|技巧伝承|巧言令色|健康第一|老練闊達|質実剛健,野心家の絆|才気煥発|技巧伝承|巧言令色|健康第一|老練闊達|質実剛健,11923,6598,61,234,160,596,390,146,156,141,141,ステータス計算済み,陣法説明(4).xlsx準拠。同一因縁は重複発動不可として、各陣形の有効ライン抽出後に因縁名重複を除外して再計算。,FORMULA_RECALCULATED_STEP103_RULES_DEDUP,各陣形有効ラインで因縁抽出→同じ因縁名は1回だけ採用→Σ floor(成立ライン3人合計×因縁実効係数)→最後に陣形倍率適用,魚鱗||通常||7||武田晴信|竹中重門|豊臣秀吉|今川義元|細川藤孝(立役)|高台院||1-2-3:野心家の絆|1-2-3:才気煥発|3-4-5:技巧伝承|3-4-5:巧言令色|5-6-1:健康第一|5-6-1:老練闊達|5-6-1:質実剛健,,step103_rules_dedup_rebuild,20546,20546,step164_verified_normal7
db79_1143_uorin,RULE103_RECALCULATED_RESULT,jinpo_result_db_7.csv,魚鱗,通常,7,武田晴信|松永久秀(野望)|陶晴賢|伊奈忠次|細川藤孝(立役)|高台院,武田晴信|松永久秀(野望)|陶晴賢|伊奈忠次|細川藤孝(立役)|高台院,野心家の絆|才気煥発|陰陽師|技巧伝承|健康第一|老練闊達|質実剛健,野心家の絆|才気煥発|陰陽師|技巧伝承|健康第一|老練闊達|質実剛健,11862,6656,61,200,140,689,225,182,181,176,173,ステータス計算済み,陣法説明(4).xlsx準拠。同一因縁は重複発動不可として、各陣形の有効ライン抽出後に因縁名重複を除外して再計算。,FORMULA_RECALCULATED_STEP103_RULES_DEDUP,各陣形有効ラインで因縁抽出→同じ因縁名は1回だけ採用→Σ floor(成立ライン3人合計×因縁実効係数)→最後に陣形倍率適用,魚鱗||通常||7||武田晴信|松永久秀(野望)|陶晴賢|伊奈忠次|細川藤孝(立役)|高台院||1-2-3:野心家の絆|1-2-3:才気煥発|3-4-5:陰陽師|3-4-5:技巧伝承|5-6-1:健康第一|5-6-1:老練闊達|5-6-1:質実剛健,,step103_rules_dedup_rebuild,20545,20545,step164_verified_normal7
