result_id,陣形,bond_count,配置1,配置2,配置3,配置4,配置5,配置6,配置ID1,配置ID2,配置ID3,配置ID4,配置ID5,配置ID6,発動因縁,有効ライン1,有効ライン1因縁,有効ライン2,有効ライン2因縁,有効ライン3,有効ライン3因縁,重複除外キー,生命,気合,腕力,耐久力,器用さ,知力,魅力,土属性,水属性,火属性,風属性,総合値,total_score,stat_status,calc_source
G3_REBUILD56_DEDUP_6_0002466,魚鱗,6,十河一存,小松姫,山県昌景,薄田兼相,柴田勝家,福島勝広,EIK_0039,EIK_0297,EIK_0291,EIK_0005,EIK_0294,EIK_0353,侍|武芸の絆|剣豪の絆|豪傑|意気衝天|意気軒昂,1-2-3,豪傑|意気衝天,3-4-5,侍|剣豪の絆|意気軒昂,5-6-1,武芸の絆,魚鱗||等級3以下ON||6||EIK_0005|EIK_0039|EIK_0291|EIK_0294|EIK_0297|EIK_0353,6689,2301,585,79,243,39,82,0,0,0,0,10018,10018,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002470,魚鱗,6,十河一存,蛍,山県昌景,薄田兼相,柴田勝家,唐沢玄蕃,EIK_0039,EIK_0333,EIK_0291,EIK_0005,EIK_0294,EIK_0044,侍|剣豪の絆|豪傑|一気呵成|意気衝天|意気軒昂,1-2-3,豪傑|意気衝天,3-4-5,侍|剣豪の絆|意気軒昂,5-6-1,一気呵成,魚鱗||等級3以下ON||6||EIK_0005|EIK_0039|EIK_0044|EIK_0291|EIK_0294|EIK_0333,6687,2223,653,34,260,37,121,0,0,0,0,10015,10015,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002467,魚鱗,6,薄田兼相,山県昌景,柴田勝家,妙玖,伊達実元,上杉景勝,EIK_0005,EIK_0291,EIK_0294,EIK_0097,EIK_0329,EIK_0344,侍|武士道の絆|剣豪の絆|王佐之才|衣鉢相伝|意気軒昂,1-2-3,侍|剣豪の絆|意気軒昂,3-4-5,王佐之才|衣鉢相伝,5-6-1,武士道の絆,魚鱗||等級3以下ON||6||EIK_0005|EIK_0097|EIK_0291|EIK_0294|EIK_0329|EIK_0344,6972,2028,298,212,118,0,260,32,32,31,32,10015,10015,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002468,魚鱗,6,薄田兼相,山県昌景,柴田勝家,妙玖,上杉景勝,佐々成政,EIK_0005,EIK_0291,EIK_0294,EIK_0097,EIK_0344,EIK_0341,侍|武士道の絆|剣豪の絆|王佐之才|衣鉢相伝|意気軒昂,1-2-3,侍|剣豪の絆|意気軒昂,3-4-5,王佐之才|衣鉢相伝,5-6-1,武士道の絆,魚鱗||等級3以下ON||6||EIK_0005|EIK_0097|EIK_0291|EIK_0294|EIK_0341|EIK_0344,6972,2028,301,210,118,0,260,32,31,31,32,10015,10015,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002469,魚鱗,6,薄田兼相,山県昌景,柴田勝家,妙玖,上杉景勝,新発田長敦,EIK_0005,EIK_0291,EIK_0294,EIK_0097,EIK_0344,EIK_0346,侍|武士道の絆|剣豪の絆|王佐之才|衣鉢相伝|意気軒昂,1-2-3,侍|剣豪の絆|意気軒昂,3-4-5,王佐之才|衣鉢相伝,5-6-1,武士道の絆,魚鱗||等級3以下ON||6||EIK_0005|EIK_0097|EIK_0291|EIK_0294|EIK_0344|EIK_0346,6972,2028,301,212,116,0,260,32,31,31,32,10015,10015,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002471,魚鱗,6,薄田兼相,山県昌景,柴田勝家,妙玖,伊達実元,新発田長敦,EIK_0005,EIK_0291,EIK_0294,EIK_0097,EIK_0329,EIK_0346,侍|武士道の絆|剣豪の絆|王佐之才|衣鉢相伝|意気軒昂,1-2-3,侍|剣豪の絆|意気軒昂,3-4-5,王佐之才|衣鉢相伝,5-6-1,武士道の絆,魚鱗||等級3以下ON||6||EIK_0005|EIK_0097|EIK_0291|EIK_0294|EIK_0329|EIK_0346,6972,2028,301,210,116,0,260,32,32,31,31,10013,10013,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002472,魚鱗,6,薄田兼相,山県昌景,柴田勝家,妙玖,伊達実元,佐々成政,EIK_0005,EIK_0291,EIK_0294,EIK_0097,EIK_0329,EIK_0341,侍|武士道の絆|剣豪の絆|王佐之才|衣鉢相伝|意気軒昂,1-2-3,侍|剣豪の絆|意気軒昂,3-4-5,王佐之才|衣鉢相伝,5-6-1,武士道の絆,魚鱗||等級3以下ON||6||EIK_0005|EIK_0097|EIK_0291|EIK_0294|EIK_0329|EIK_0341,6972,2028,301,206,118,0,260,32,32,31,32,10012,10012,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002473,魚鱗,6,十河一存,小松姫,山県昌景,薄田兼相,柴田勝家,北条綱成,EIK_0039,EIK_0297,EIK_0291,EIK_0005,EIK_0294,EIK_0354,侍|武芸の絆|剣豪の絆|豪傑|意気衝天|意気軒昂,1-2-3,豪傑|意気衝天,3-4-5,侍|剣豪の絆|意気軒昂,5-6-1,武芸の絆,魚鱗||等級3以下ON||6||EIK_0005|EIK_0039|EIK_0291|EIK_0294|EIK_0297|EIK_0354,6689,2301,577,79,243,39,83,0,0,0,0,10011,10011,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002474,魚鱗,6,十河一存,北条氏照,長野業正,上杉憲政,小松姫,柴田勝家,EIK_0039,EIK_0321,EIK_0103,EIK_0014,EIK_0297,EIK_0294,侍|武芸の絆|もののふ|豪傑|老練闊達|勇猛果敢,1-2-3,侍|もののふ,3-4-5,老練闊達|勇猛果敢,5-6-1,武芸の絆|豪傑,魚鱗||等級3以下ON||6||EIK_0014|EIK_0039|EIK_0103|EIK_0294|EIK_0297|EIK_0321,6750,2250,586,145,207,39,33,0,0,0,0,10010,10010,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002475,魚鱗,6,長野業正,塩屋秋貞,本庄繁長,真柄直隆,小松姫,上杉憲政,EIK_0103,EIK_0359,EIK_0153,EIK_0132,EIK_0297,EIK_0014,侍|武芸の絆|もののふ|豪傑|老練闊達|勇猛果敢,1-2-3,侍|もののふ,3-4-5,武芸の絆|豪傑,5-6-1,老練闊達|勇猛果敢,魚鱗||等級3以下ON||6||EIK_0014|EIK_0103|EIK_0132|EIK_0153|EIK_0297|EIK_0359,6705,2304,569,138,211,39,33,0,0,0,0,9999,9999,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002476,魚鱗,6,十河一存,蛍,山県昌景,薄田兼相,柴田勝家,望月吉棟,EIK_0039,EIK_0333,EIK_0291,EIK_0005,EIK_0294,EIK_0080,侍|剣豪の絆|豪傑|一気呵成|意気衝天|意気軒昂,1-2-3,豪傑|意気衝天,3-4-5,侍|剣豪の絆|意気軒昂,5-6-1,一気呵成,魚鱗||等級3以下ON||6||EIK_0005|EIK_0039|EIK_0080|EIK_0291|EIK_0294|EIK_0333,6667,2223,653,34,260,37,119,0,0,0,0,9993,9993,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002477,魚鱗,6,北条氏邦,真田信尹,渡辺守綱,稲葉一鉄,長野業正,塩屋秋貞,EIK_0040,EIK_0347,EIK_0090,EIK_0036,EIK_0103,EIK_0359,侍|武芸の絆|猛将の絆|泰然自若|勇猛果敢|巧言令色,1-2-3,武芸の絆|巧言令色,3-4-5,猛将の絆|勇猛果敢,5-6-1,侍|泰然自若,魚鱗||等級3以下ON||6||EIK_0036|EIK_0040|EIK_0090|EIK_0103|EIK_0347|EIK_0359,6724,2250,339,232,119,0,206,30,31,30,30,9991,9991,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002478,魚鱗,6,十河一存,蛍,山県昌景,薄田兼相,柴田勝家,森田浄曇,EIK_0039,EIK_0333,EIK_0291,EIK_0005,EIK_0294,EIK_0179,侍|剣豪の絆|豪傑|一気呵成|意気衝天|意気軒昂,1-2-3,豪傑|意気衝天,3-4-5,侍|剣豪の絆|意気軒昂,5-6-1,一気呵成,魚鱗||等級3以下ON||6||EIK_0005|EIK_0039|EIK_0179|EIK_0291|EIK_0294|EIK_0333,6698,2262,580,36,249,43,121,0,0,0,0,9989,9989,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002479,魚鱗,6,十河一存,北条氏照,長野業正,上杉憲政,小松姫,伊達成実,EIK_0039,EIK_0321,EIK_0103,EIK_0014,EIK_0297,EIK_0268,侍|武芸の絆|もののふ|豪傑|老練闊達|勇猛果敢,1-2-3,侍|もののふ,3-4-5,老練闊達|勇猛果敢,5-6-1,武芸の絆|豪傑,魚鱗||等級3以下ON||6||EIK_0014|EIK_0039|EIK_0103|EIK_0268|EIK_0297|EIK_0321,6750,2217,590,145,215,39,33,0,0,0,0,9989,9989,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002480,魚鱗,6,薄田兼相,山県昌景,柴田勝家,妙玖,上杉景勝,細川忠興,EIK_0005,EIK_0291,EIK_0294,EIK_0097,EIK_0344,EIK_0342,侍|武士道の絆|剣豪の絆|王佐之才|衣鉢相伝|意気軒昂,1-2-3,侍|剣豪の絆|意気軒昂,3-4-5,王佐之才|衣鉢相伝,5-6-1,武士道の絆,魚鱗||等級3以下ON||6||EIK_0005|EIK_0097|EIK_0291|EIK_0294|EIK_0342|EIK_0344,6972,1998,298,215,118,0,260,32,31,31,32,9987,9987,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002481,魚鱗,6,薄田兼相,山県昌景,柴田勝家,妙玖,伊達実元,細川忠興,EIK_0005,EIK_0291,EIK_0294,EIK_0097,EIK_0329,EIK_0342,侍|武士道の絆|剣豪の絆|王佐之才|衣鉢相伝|意気軒昂,1-2-3,侍|剣豪の絆|意気軒昂,3-4-5,王佐之才|衣鉢相伝,5-6-1,武士道の絆,魚鱗||等級3以下ON||6||EIK_0005|EIK_0097|EIK_0291|EIK_0294|EIK_0329|EIK_0342,6972,1998,298,212,118,0,260,32,32,31,31,9984,9984,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002482,魚鱗,6,十河一存,黒百合,山県昌景,薄田兼相,柴田勝家,来福寺左京,EIK_0039,EIK_0032,EIK_0291,EIK_0005,EIK_0294,EIK_0356,侍|剣豪の絆|豪傑|一気呵成|意気衝天|意気軒昂,1-2-3,豪傑|意気衝天,3-4-5,侍|剣豪の絆|意気軒昂,5-6-1,一気呵成,魚鱗||等級3以下ON||6||EIK_0005|EIK_0032|EIK_0039|EIK_0291|EIK_0294|EIK_0356,6634,2284,616,33,247,40,120,0,0,0,0,9974,9974,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002483,魚鱗,6,薄田兼相,山県昌景,柴田勝家,妙玖,池田勝正,小雀,EIK_0005,EIK_0291,EIK_0294,EIK_0097,EIK_0306,EIK_0365,侍|武士道の絆|剣豪の絆|王佐之才|衣鉢相伝|意気軒昂,1-2-3,侍|剣豪の絆|意気軒昂,3-4-5,王佐之才|衣鉢相伝,5-6-1,武士道の絆,魚鱗||等級3以下ON||6||EIK_0005|EIK_0097|EIK_0291|EIK_0294|EIK_0306|EIK_0365,6919,2030,313,209,116,0,259,33,31,32,32,9974,9974,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002484,魚鱗,6,十河一存,小雀,山県昌景,薄田兼相,柴田勝家,北条氏邦,EIK_0039,EIK_0365,EIK_0291,EIK_0005,EIK_0294,EIK_0040,侍|武芸の絆|剣豪の絆|豪傑|意気衝天|意気軒昂,1-2-3,侍|豪傑|意気衝天,3-4-5,侍|剣豪の絆|意気軒昂,5-6-1,武芸の絆,魚鱗||等級3以下ON||6||EIK_0005|EIK_0039|EIK_0040|EIK_0291|EIK_0294|EIK_0365,6714,2281,544,78,240,37,77,0,0,0,0,9971,9971,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002485,魚鱗,6,十河一存,小雀,山県昌景,御子神典膳,柴田勝家,伴長信,EIK_0039,EIK_0365,EIK_0291,EIK_0045,EIK_0294,EIK_0316,侍|剣豪の絆|豪傑|一気呵成|意気衝天|意気軒昂,1-2-3,侍|豪傑|意気衝天,3-4-5,剣豪の絆|意気軒昂,5-6-1,一気呵成,魚鱗||等級3以下ON||6||EIK_0039|EIK_0045|EIK_0291|EIK_0294|EIK_0316|EIK_0365,6638,2234,621,31,270,37,137,0,0,0,0,9968,9968,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002486,魚鱗,6,十河一存,小雀,山県昌景,薄田兼相,柴田勝家,三好義賢,EIK_0039,EIK_0365,EIK_0291,EIK_0005,EIK_0294,EIK_0289,侍|武芸の絆|剣豪の絆|豪傑|意気衝天|意気軒昂,1-2-3,侍|豪傑|意気衝天,3-4-5,侍|剣豪の絆|意気軒昂,5-6-1,武芸の絆,魚鱗||等級3以下ON||6||EIK_0005|EIK_0039|EIK_0289|EIK_0291|EIK_0294|EIK_0365,6714,2281,539,79,240,37,77,0,0,0,0,9967,9967,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002487,魚鱗,6,十河一存,小雀,山県昌景,薄田兼相,柴田勝家,色部勝長,EIK_0039,EIK_0365,EIK_0291,EIK_0005,EIK_0294,EIK_0298,侍|武芸の絆|剣豪の絆|豪傑|意気衝天|意気軒昂,1-2-3,侍|豪傑|意気衝天,3-4-5,侍|剣豪の絆|意気軒昂,5-6-1,武芸の絆,魚鱗||等級3以下ON||6||EIK_0005|EIK_0039|EIK_0291|EIK_0294|EIK_0298|EIK_0365,6714,2281,547,79,232,37,77,0,0,0,0,9967,9967,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002488,魚鱗,6,十河一存,北条氏邦,御子神典膳,柴田勝家,山県昌景,小雀,EIK_0039,EIK_0040,EIK_0045,EIK_0294,EIK_0291,EIK_0365,侍|武芸の絆|剣豪の絆|豪傑|意気衝天|意気軒昂,1-2-3,武芸の絆,3-4-5,剣豪の絆|意気軒昂,5-6-1,侍|豪傑|意気衝天,魚鱗||等級3以下ON||6||EIK_0039|EIK_0040|EIK_0045|EIK_0291|EIK_0294|EIK_0365,6678,2290,554,71,250,36,88,0,0,0,0,9967,9967,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002489,魚鱗,6,十河一存,甲斐姫,山県昌景,塩屋秋貞,北条氏照,朝倉景連,EIK_0039,EIK_0112,EIK_0291,EIK_0359,EIK_0321,EIK_0310,侍|軍学の絆|勇将の絆|もののふ|豪傑|意気衝天,1-2-3,侍|豪傑|意気衝天,3-4-5,軍学の絆|勇将の絆,5-6-1,もののふ,魚鱗||等級3以下ON||6||EIK_0039|EIK_0112|EIK_0291|EIK_0310|EIK_0321|EIK_0359,6851,2290,291,220,124,102,88,0,0,0,0,9966,9966,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002490,魚鱗,6,十河一存,黒百合,山県昌景,薄田兼相,柴田勝家,真田信尹,EIK_0039,EIK_0032,EIK_0291,EIK_0005,EIK_0294,EIK_0347,侍|武芸の絆|剣豪の絆|豪傑|意気衝天|意気軒昂,1-2-3,豪傑|意気衝天,3-4-5,侍|剣豪の絆|意気軒昂,5-6-1,武芸の絆,魚鱗||等級3以下ON||6||EIK_0005|EIK_0032|EIK_0039|EIK_0291|EIK_0294|EIK_0347,6685,2294,552,75,242,39,78,0,0,0,0,9965,9965,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002491,魚鱗,6,真柄直隆,薄田兼相,山県昌景,十河一存,小松姫,福島勝広,EIK_0132,EIK_0005,EIK_0291,EIK_0039,EIK_0297,EIK_0353,侍|武芸の絆|剣豪の絆|戦場の華|豪傑|意気衝天,1-2-3,侍|剣豪の絆,3-4-5,豪傑|意気衝天,5-6-1,武芸の絆|戦場の華,魚鱗||等級3以下ON||6||EIK_0005|EIK_0039|EIK_0132|EIK_0291|EIK_0297|EIK_0353,6694,2293,504,78,211,68,117,0,0,0,0,9965,9965,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002492,魚鱗,6,十河一存,小雀,山県昌景,御子神典膳,柴田勝家,山中俊房,EIK_0039,EIK_0365,EIK_0291,EIK_0045,EIK_0294,EIK_0292,侍|剣豪の絆|豪傑|一気呵成|意気衝天|意気軒昂,1-2-3,侍|豪傑|意気衝天,3-4-5,剣豪の絆|意気軒昂,5-6-1,一気呵成,魚鱗||等級3以下ON||6||EIK_0039|EIK_0045|EIK_0291|EIK_0292|EIK_0294|EIK_0365,6581,2271,642,30,269,36,136,0,0,0,0,9965,9965,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002493,魚鱗,6,十河一存,色部勝長,御子神典膳,柴田勝家,山県昌景,小雀,EIK_0039,EIK_0298,EIK_0045,EIK_0294,EIK_0291,EIK_0365,侍|武芸の絆|剣豪の絆|豪傑|意気衝天|意気軒昂,1-2-3,武芸の絆,3-4-5,剣豪の絆|意気軒昂,5-6-1,侍|豪傑|意気衝天,魚鱗||等級3以下ON||6||EIK_0039|EIK_0045|EIK_0291|EIK_0294|EIK_0298|EIK_0365,6678,2290,557,72,243,36,88,0,0,0,0,9964,9964,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002494,魚鱗,6,十河一存,黒百合,山県昌景,薄田兼相,柴田勝家,福島勝広,EIK_0039,EIK_0032,EIK_0291,EIK_0005,EIK_0294,EIK_0353,侍|武芸の絆|剣豪の絆|豪傑|意気衝天|意気軒昂,1-2-3,豪傑|意気衝天,3-4-5,侍|剣豪の絆|意気軒昂,5-6-1,武芸の絆,魚鱗||等級3以下ON||6||EIK_0005|EIK_0032|EIK_0039|EIK_0291|EIK_0294|EIK_0353,6685,2294,552,77,238,39,78,0,0,0,0,9963,9963,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002495,魚鱗,6,十河一存,甲斐姫,山県昌景,塩屋秋貞,北条氏照,氏家卜全,EIK_0039,EIK_0112,EIK_0291,EIK_0359,EIK_0321,EIK_0293,侍|軍学の絆|勇将の絆|もののふ|豪傑|意気衝天,1-2-3,侍|豪傑|意気衝天,3-4-5,軍学の絆|勇将の絆,5-6-1,侍|もののふ,魚鱗||等級3以下ON||6||EIK_0039|EIK_0112|EIK_0291|EIK_0293|EIK_0321|EIK_0359,6768,2314,333,222,128,108,90,0,0,0,0,9963,9963,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002496,魚鱗,6,薄田兼相,山県昌景,柴田勝家,妙玖,池田勝正,脇坂安治,EIK_0005,EIK_0291,EIK_0294,EIK_0097,EIK_0306,EIK_0371,侍|武士道の絆|剣豪の絆|王佐之才|衣鉢相伝|意気軒昂,1-2-3,侍|剣豪の絆|意気軒昂,3-4-5,王佐之才|衣鉢相伝,5-6-1,武士道の絆,魚鱗||等級3以下ON||6||EIK_0005|EIK_0097|EIK_0291|EIK_0294|EIK_0306|EIK_0371,6919,2005,325,209,117,0,259,32,32,32,32,9962,9962,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002497,魚鱗,6,十河一存,三好義賢,御子神典膳,柴田勝家,山県昌景,小雀,EIK_0039,EIK_0289,EIK_0045,EIK_0294,EIK_0291,EIK_0365,侍|武芸の絆|剣豪の絆|豪傑|意気衝天|意気軒昂,1-2-3,武芸の絆,3-4-5,剣豪の絆|意気軒昂,5-6-1,侍|豪傑|意気衝天,魚鱗||等級3以下ON||6||EIK_0039|EIK_0045|EIK_0289|EIK_0291|EIK_0294|EIK_0365,6678,2290,548,72,250,36,88,0,0,0,0,9962,9962,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002499,魚鱗,6,十河一存,小雀,山県昌景,薄田兼相,柴田勝家,井伊直政,EIK_0039,EIK_0365,EIK_0291,EIK_0005,EIK_0294,EIK_0041,侍|武芸の絆|剣豪の絆|豪傑|意気衝天|意気軒昂,1-2-3,侍|豪傑|意気衝天,3-4-5,侍|剣豪の絆|意気軒昂,5-6-1,武芸の絆,魚鱗||等級3以下ON||6||EIK_0005|EIK_0039|EIK_0041|EIK_0291|EIK_0294|EIK_0365,6714,2281,537,79,236,37,77,0,0,0,0,9961,9961,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002500,魚鱗,6,真柄直隆,薄田兼相,山県昌景,十河一存,小松姫,北条綱成,EIK_0132,EIK_0005,EIK_0291,EIK_0039,EIK_0297,EIK_0354,侍|武芸の絆|剣豪の絆|戦場の華|豪傑|意気衝天,1-2-3,侍|剣豪の絆,3-4-5,豪傑|意気衝天,5-6-1,武芸の絆|戦場の華,魚鱗||等級3以下ON||6||EIK_0005|EIK_0039|EIK_0132|EIK_0291|EIK_0297|EIK_0354,6694,2293,498,78,211,68,119,0,0,0,0,9961,9961,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002501,魚鱗,6,十河一存,小雀,山県昌景,薄田兼相,柴田勝家,伴長信,EIK_0039,EIK_0365,EIK_0291,EIK_0005,EIK_0294,EIK_0316,侍|剣豪の絆|豪傑|一気呵成|意気衝天|意気軒昂,1-2-3,侍|豪傑|意気衝天,3-4-5,侍|剣豪の絆|意気軒昂,5-6-1,一気呵成,魚鱗||等級3以下ON||6||EIK_0005|EIK_0039|EIK_0291|EIK_0294|EIK_0316|EIK_0365,6673,2225,609,34,260,38,122,0,0,0,0,9961,9961,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002498,魚鱗,6,薄田兼相,山県昌景,柴田勝家,妙玖,池田勝正,可児才蔵,EIK_0005,EIK_0291,EIK_0294,EIK_0097,EIK_0306,EIK_0362,侍|武士道の絆|剣豪の絆|王佐之才|衣鉢相伝|意気軒昂,1-2-3,侍|剣豪の絆|意気軒昂,3-4-5,王佐之才|衣鉢相伝,5-6-1,武士道の絆,魚鱗||等級3以下ON||6||EIK_0005|EIK_0097|EIK_0291|EIK_0294|EIK_0306|EIK_0362,6919,2030,303,206,116,0,259,32,31,32,33,9961,9961,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002502,魚鱗,6,十河一存,小雀,山県昌景,薄田兼相,柴田勝家,斎藤朝信,EIK_0039,EIK_0365,EIK_0291,EIK_0005,EIK_0294,EIK_0037,侍|武芸の絆|剣豪の絆|豪傑|意気衝天|意気軒昂,1-2-3,侍|豪傑|意気衝天,3-4-5,侍|剣豪の絆|意気軒昂,5-6-1,武芸の絆,魚鱗||等級3以下ON||6||EIK_0005|EIK_0037|EIK_0039|EIK_0291|EIK_0294|EIK_0365,6714,2281,529,79,244,36,77,0,0,0,0,9960,9960,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002503,魚鱗,6,十河一存,小雀,山県昌景,薄田兼相,柴田勝家,山中俊房,EIK_0039,EIK_0365,EIK_0291,EIK_0005,EIK_0294,EIK_0292,侍|剣豪の絆|豪傑|一気呵成|意気衝天|意気軒昂,1-2-3,侍|豪傑|意気衝天,3-4-5,侍|剣豪の絆|意気軒昂,5-6-1,一気呵成,魚鱗||等級3以下ON||6||EIK_0005|EIK_0039|EIK_0291|EIK_0292|EIK_0294|EIK_0365,6617,2262,631,34,259,37,120,0,0,0,0,9960,9960,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002504,魚鱗,6,十河一存,斎藤朝信,御子神典膳,柴田勝家,山県昌景,小雀,EIK_0039,EIK_0037,EIK_0045,EIK_0294,EIK_0291,EIK_0365,侍|武芸の絆|剣豪の絆|豪傑|意気衝天|意気軒昂,1-2-3,武芸の絆,3-4-5,剣豪の絆|意気軒昂,5-6-1,侍|豪傑|意気衝天,魚鱗||等級3以下ON||6||EIK_0037|EIK_0039|EIK_0045|EIK_0291|EIK_0294|EIK_0365,6678,2290,539,72,255,36,88,0,0,0,0,9958,9958,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002505,魚鱗,6,十河一存,井伊直政,御子神典膳,柴田勝家,山県昌景,小雀,EIK_0039,EIK_0041,EIK_0045,EIK_0294,EIK_0291,EIK_0365,侍|武芸の絆|剣豪の絆|豪傑|意気衝天|意気軒昂,1-2-3,武芸の絆,3-4-5,剣豪の絆|意気軒昂,5-6-1,侍|豪傑|意気衝天,魚鱗||等級3以下ON||6||EIK_0039|EIK_0041|EIK_0045|EIK_0291|EIK_0294|EIK_0365,6678,2290,547,72,246,36,88,0,0,0,0,9957,9957,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
